date,hospital,ed_trolleys,ward_trolleys,total_trolleys,total_color,surge,delayed,delayed_color,gt_24hrs,gt_75_24hrs
09/12/2025,Our Lady of Lourdes Hospital,14.0,0.0,14.0,green,39.0,4,none,,
09/12/2025,Our Lady's Hospital Navan,8.0,0.0,8.0,red,16.0,2,none,,
09/12/2025,CHI at Crumlin,6.0,0.0,6.0,red,0.0,2,red,,
09/12/2025,CHI at Tallaght,0.0,0.0,0.0,green,0.0,0,none,,
09/12/2025,CHI at Temple Street,3.0,0.0,3.0,green,3.0,1,none,,
09/12/2025,MRH Mullingar,5.0,0.0,5.0,green,14.0,3,none,1.0,
09/12/2025,MRH Portlaoise,8.0,0.0,8.0,green,0.0,5,none,,
09/12/2025,MRH Tullamore,0.0,0.0,0.0,green,37.0,7,red,,
09/12/2025,Naas General Hospital,13.0,0.0,13.0,red,16.0,11,red,2.0,1.0
09/12/2025,St. James's Hospital,24.0,0.0,24.0,red,22.0,27,red,1.0,
09/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
09/12/2025,Tallaght University Hospital,17.0,15.0,32.0,red,28.0,10,none,3.0,
09/12/2025,National Rehabilitation Hospital,,,,none,,8,none,,
09/12/2025,St. Columcille's Hospital,,,,none,,7,red,,
09/12/2025,St Luke's General Hospital Kilkenny,12.0,8.0,20.0,red,33.0,11,red,,
09/12/2025,St. Michael's Hospital,,,,none,,6,red,,
09/12/2025,St. Vincent's University Hospital,24.0,6.0,30.0,red,40.0,22,red,3.0,1.0
09/12/2025,Tipperary University Hospital,9.0,0.0,9.0,green,20.0,14,red,2.0,
09/12/2025,UH Waterford,0.0,0.0,0.0,green,6.0,22,red,,
09/12/2025,Wexford General Hospital,3.0,3.0,6.0,green,28.0,8,none,1.0,
09/12/2025,Bantry General Hospital,,,,none,,8,red,,
09/12/2025,Cork University Hospital,23.0,14.0,37.0,red,34.0,23,red,3.0,1.0
09/12/2025,Mallow General Hospital,,,,none,,4,red,,
09/12/2025,Mercy University Hospital,13.0,4.0,17.0,red,19.0,14,red,5.0,
09/12/2025,South Infirmary Victoria University Hospital,,,,none,,1,none,,
09/12/2025,UH Kerry,16.0,7.0,23.0,red,10.0,37,red,4.0,1.0
09/12/2025,Ennis Hospital,,,,none,,3,red,,
09/12/2025,Nenagh Hospital,,,,none,,3,none,,
09/12/2025,St. John's Hospital Limerick,,,,none,,4,red,,
09/12/2025,UH Limerick,9.0,26.0,35.0,red,25.0,19,red,6.0,
09/12/2025,Galway University Hospital,29.0,7.0,36.0,red,52.0,40,red,3.0,
09/12/2025,Letterkenny University Hospital,5.0,7.0,12.0,red,13.0,42,red,4.0,
09/12/2025,Mayo University Hospital,6.0,16.0,22.0,red,18.0,7,none,10.0,
09/12/2025,Portiuncula University Hospital,6.0,0.0,6.0,green,3.0,3,none,,
09/12/2025,Roscommon University Hospital,,,,none,,4,none,,
09/12/2025,Sligo University Hospital,15.0,1.0,16.0,red,24.0,29,red,,
10/12/2025,National Total,308.0,126.0,434.0,red,516.0,444,red,70.0,2.0
10/12/2025,Beaumont Hospital,13.0,0.0,13.0,green,24.0,9,none,,
10/12/2025,Cavan General Hospital,15.0,0.0,15.0,red,9.0,1,none,,
10/12/2025,Connolly Hospital,2.0,0.0,2.0,green,9.0,3,none,,
10/12/2025,Louth County Hospital,,,,none,,0,none,,
10/12/2025,Mater Misericordiae University Hospital,27.0,0.0,27.0,red,25.0,12,none,2.0,
10/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
10/12/2025,Our Lady of Lourdes Hospital,9.0,0.0,9.0,green,34.0,3,none,,
10/12/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,green,12.0,2,none,,
10/12/2025,CHI at Crumlin,6.0,0.0,6.0,red,0.0,1,none,,
10/12/2025,CHI at Tallaght,10.0,0.0,10.0,red,0.0,0,none,,
10/12/2025,CHI at Temple Street,4.0,0.0,4.0,amber,0.0,1,none,,
10/12/2025,MRH Mullingar,3.0,0.0,3.0,green,5.0,3,none,1.0,
10/12/2025,MRH Portlaoise,5.0,0.0,5.0,green,0.0,5,none,,
10/12/2025,MRH Tullamore,0.0,0.0,0.0,green,36.0,7,red,,
10/12/2025,Naas General Hospital,20.0,4.0,24.0,red,18.0,12,red,6.0,
10/12/2025,St. James's Hospital,5.0,0.0,5.0,green,24.0,26,red,,
10/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
10/12/2025,Tallaght University Hospital,25.0,12.0,37.0,red,28.0,10,none,12.0,
10/12/2025,National Rehabilitation Hospital,,,,none,,8,none,,
10/12/2025,St. Columcille's Hospital,,,,none,,7,red,,
10/12/2025,St Luke's General Hospital Kilkenny,5.0,6.0,11.0,red,26.0,10,red,,
10/12/2025,St. Michael's Hospital,,,,none,,7,red,,
10/12/2025,St. Vincent's University Hospital,22.0,4.0,26.0,red,40.0,20,none,,
10/12/2025,Tipperary University Hospital,4.0,0.0,4.0,green,19.0,16,red,3.0,
10/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,23,red,,
10/12/2025,Wexford General Hospital,5.0,4.0,9.0,green,23.0,9,red,2.0,
10/12/2025,Bantry General Hospital,,,,none,,8,red,,
10/12/2025,Cork University Hospital,28.0,11.0,39.0,red,32.0,29,red,4.0,1.0
10/12/2025,Mallow General Hospital,,,,none,,4,red,,
10/12/2025,Mercy University Hospital,14.0,7.0,21.0,red,20.0,11,red,6.0,
10/12/2025,South Infirmary Victoria University Hospital,,,,none,,1,none,,
10/12/2025,UH Kerry,11.0,0.0,11.0,red,6.0,35,red,4.0,
10/12/2025,Ennis Hospital,,,,none,,3,red,,
10/12/2025,Nenagh Hospital,,,,none,,3,none,,
10/12/2025,St. John's Hospital Limerick,,,,none,,4,red,,
10/12/2025,UH Limerick,3.0,29.0,32.0,red,12.0,19,red,8.0,
10/12/2025,Galway University Hospital,31.0,20.0,51.0,red,52.0,42,red,5.0,1.0
10/12/2025,Letterkenny University Hospital,9.0,7.0,16.0,red,14.0,42,red,2.0,
10/12/2025,Mayo University Hospital,9.0,15.0,24.0,red,18.0,8,none,11.0,
10/12/2025,Portiuncula University Hospital,10.0,0.0,10.0,amber,9.0,5,none,,
10/12/2025,Roscommon University Hospital,,,,none,,4,none,,
10/12/2025,Sligo University Hospital,13.0,7.0,20.0,red,21.0,29,red,4.0,
11/12/2025,National Total,219.0,91.0,310.0,none,474.0,436,red,50.0,3.0
11/12/2025,Beaumont Hospital,8.0,0.0,8.0,green,25.0,9,none,,
11/12/2025,Cavan General Hospital,12.0,0.0,12.0,red,8.0,1,none,,
11/12/2025,Connolly Hospital,5.0,0.0,5.0,green,10.0,3,none,,
11/12/2025,Louth County Hospital,,,,none,,0,none,,
11/12/2025,Mater Misericordiae University Hospital,14.0,0.0,14.0,green,25.0,12,none,,
11/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
11/12/2025,Our Lady of Lourdes Hospital,0.0,0.0,0.0,green,27.0,3,none,,
11/12/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,green,10.0,2,none,,
11/12/2025,CHI at Crumlin,1.0,0.0,1.0,green,1.0,1,none,,
11/12/2025,CHI at Tallaght,0.0,0.0,0.0,green,3.0,0,none,,
11/12/2025,CHI at Temple Street,8.0,0.0,8.0,red,0.0,0,none,,
11/12/2025,MRH Mullingar,2.0,0.0,2.0,green,5.0,3,none,1.0,1.0
11/12/2025,MRH Portlaoise,4.0,0.0,4.0,green,0.0,5,none,,
11/12/2025,MRH Tullamore,0.0,0.0,0.0,green,30.0,8,red,,
11/12/2025,Naas General Hospital,9.0,0.0,9.0,green,1.0,13,red,4.0,
11/12/2025,St. James's Hospital,6.0,0.0,6.0,green,22.0,28,red,,
11/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
11/12/2025,Tallaght University Hospital,23.0,12.0,35.0,red,28.0,10,none,7.0,
11/12/2025,National Rehabilitation Hospital,,,,none,,7,none,,
11/12/2025,St. Columcille's Hospital,,,,none,,7,red,,
11/12/2025,St Luke's General Hospital Kilkenny,6.0,3.0,9.0,green,27.0,10,red,,
11/12/2025,St. Michael's Hospital,,,,none,,7,red,,
11/12/2025,St. Vincent's University Hospital,20.0,2.0,22.0,red,40.0,20,none,1.0,
11/12/2025,Tipperary University Hospital,5.0,0.0,5.0,green,19.0,16,red,2.0,
11/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,22,red,,
11/12/2025,Wexford General Hospital,2.0,1.0,3.0,green,25.0,8,none,1.0,
11/12/2025,Bantry General Hospital,,,,none,,9,red,,
11/12/2025,Cork University Hospital,25.0,13.0,38.0,red,33.0,25,red,2.0,
11/12/2025,Mallow General Hospital,,,,none,,4,red,,
11/12/2025,Mercy University Hospital,1.0,0.0,1.0,green,20.0,11,red,,
11/12/2025,South Infirmary Victoria University Hospital,,,,none,,1,none,,
11/12/2025,UH Kerry,3.0,0.0,3.0,green,8.0,33,red,,
11/12/2025,Ennis Hospital,,,,none,,3,red,,
11/12/2025,Nenagh Hospital,,,,none,,3,none,,
11/12/2025,St. John's Hospital Limerick,,,,none,,3,none,,
11/12/2025,UH Limerick,8.0,18.0,26.0,red,8.0,19,red,6.0,
11/12/2025,Galway University Hospital,26.0,16.0,42.0,red,45.0,43,red,8.0,2.0
11/12/2025,Letterkenny University Hospital,13.0,7.0,20.0,red,14.0,36,red,5.0,
11/12/2025,Mayo University Hospital,6.0,12.0,18.0,red,18.0,7,none,10.0,
11/12/2025,Portiuncula University Hospital,4.0,0.0,4.0,green,1.0,6,none,,
11/12/2025,Roscommon University Hospital,,,,none,,5,red,,
11/12/2025,Sligo University Hospital,8.0,7.0,15.0,red,21.0,31,red,3.0,
12/12/2025,National Total,230.0,66.0,296.0,none,439.0,436,red,32.0,0.0
12/12/2025,Beaumont Hospital,10.0,0.0,10.0,green,25.0,11,none,,
12/12/2025,Cavan General Hospital,12.0,0.0,12.0,red,10.0,1,none,,
12/12/2025,Connolly Hospital,0.0,0.0,0.0,green,9.0,3,none,,
12/12/2025,Louth County Hospital,,,,none,,0,none,,
12/12/2025,Mater Misericordiae University Hospital,18.0,0.0,18.0,red,19.0,13,none,,
12/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
12/12/2025,Our Lady of Lourdes Hospital,5.0,0.0,5.0,green,31.0,2,none,,
12/12/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,green,9.0,1,none,,
12/12/2025,CHI at Crumlin,10.0,0.0,10.0,red,1.0,1,none,,
12/12/2025,CHI at Tallaght,3.0,0.0,3.0,green,1.0,0,none,,
12/12/2025,CHI at Temple Street,4.0,0.0,4.0,amber,0.0,0,none,,
12/12/2025,MRH Mullingar,3.0,0.0,3.0,green,3.0,3,none,,
12/12/2025,MRH Portlaoise,5.0,0.0,5.0,green,0.0,9,red,,
12/12/2025,MRH Tullamore,0.0,0.0,0.0,green,29.0,8,red,,
12/12/2025,Naas General Hospital,4.0,0.0,4.0,green,10.0,10,red,,
12/12/2025,St. James's Hospital,3.0,0.0,3.0,green,14.0,30,red,,
12/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
12/12/2025,Tallaght University Hospital,13.0,4.0,17.0,red,28.0,7,none,3.0,
12/12/2025,National Rehabilitation Hospital,,,,none,,7,none,,
12/12/2025,St. Columcille's Hospital,,,,none,,7,red,,
12/12/2025,St Luke's General Hospital Kilkenny,6.0,6.0,12.0,red,25.0,10,red,,
12/12/2025,St. Michael's Hospital,,,,none,,7,red,,
12/12/2025,St. Vincent's University Hospital,13.0,0.0,13.0,green,44.0,20,none,,
12/12/2025,Tipperary University Hospital,7.0,0.0,7.0,green,2.0,12,red,2.0,
12/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,21,red,,
12/12/2025,Wexford General Hospital,6.0,0.0,6.0,green,13.0,7,none,,
12/12/2025,Bantry General Hospital,,,,none,,9,red,,
12/12/2025,Cork University Hospital,32.0,7.0,39.0,red,33.0,25,red,3.0,
12/12/2025,Mallow General Hospital,,,,none,,5,red,,
12/12/2025,Mercy University Hospital,2.0,0.0,2.0,green,12.0,9,red,,
12/12/2025,South Infirmary Victoria University Hospital,,,,none,,2,none,,
12/12/2025,UH Kerry,9.0,0.0,9.0,green,10.0,40,red,,
12/12/2025,Ennis Hospital,,,,none,,3,red,,
12/12/2025,Nenagh Hospital,,,,none,,3,none,,
12/12/2025,St. John's Hospital Limerick,,,,none,,3,none,,
12/12/2025,UH Limerick,14.0,20.0,34.0,red,13.0,19,red,6.0,
12/12/2025,Galway University Hospital,24.0,11.0,35.0,red,45.0,40,red,6.0,
12/12/2025,Letterkenny University Hospital,10.0,7.0,17.0,red,13.0,36,red,2.0,
12/12/2025,Mayo University Hospital,6.0,9.0,15.0,red,18.0,8,none,9.0,
12/12/2025,Portiuncula University Hospital,0.0,0.0,0.0,green,0.0,6,none,,
12/12/2025,Roscommon University Hospital,,,,none,,5,red,,
12/12/2025,Sligo University Hospital,11.0,2.0,13.0,red,22.0,31,red,1.0,
13/12/2025,National Total,90.0,33.0,123.0,none,308.0,436,red,7.0,0.0
13/12/2025,Beaumont Hospital,0.0,0.0,0.0,green,17.0,10,none,,
13/12/2025,Cavan General Hospital,5.0,0.0,5.0,green,12.0,1,none,,
13/12/2025,Connolly Hospital,0.0,0.0,0.0,green,0.0,3,none,,
13/12/2025,Louth County Hospital,,,,none,,0,none,,
13/12/2025,Mater Misericordiae University Hospital,0.0,0.0,0.0,green,12.0,12,none,,
13/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
13/12/2025,Our Lady of Lourdes Hospital,0.0,0.0,0.0,green,16.0,2,none,,
13/12/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,green,1.0,1,none,,
13/12/2025,CHI at Crumlin,0.0,0.0,0.0,green,0.0,1,none,,
13/12/2025,CHI at Tallaght,7.0,0.0,7.0,red,6.0,0,none,,
13/12/2025,CHI at Temple Street,2.0,0.0,2.0,green,0.0,0,none,,
13/12/2025,MRH Mullingar,0.0,0.0,0.0,green,0.0,3,none,,
13/12/2025,MRH Portlaoise,5.0,0.0,5.0,green,0.0,11,red,,
13/12/2025,MRH Tullamore,0.0,0.0,0.0,green,17.0,8,red,,
13/12/2025,Naas General Hospital,3.0,0.0,3.0,green,2.0,8,none,,
13/12/2025,St. James's Hospital,0.0,0.0,0.0,green,5.0,35,red,,
13/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
13/12/2025,Tallaght University Hospital,5.0,0.0,5.0,green,24.0,8,none,,
13/12/2025,National Rehabilitation Hospital,,,,none,,6,none,,
13/12/2025,St. Columcille's Hospital,,,,none,,7,red,,
13/12/2025,St Luke's General Hospital Kilkenny,0.0,0.0,0.0,green,23.0,9,red,,
13/12/2025,St. Michael's Hospital,,,,none,,7,red,,
13/12/2025,St. Vincent's University Hospital,3.0,0.0,3.0,green,38.0,19,none,,
13/12/2025,Tipperary University Hospital,2.0,0.0,2.0,green,6.0,11,red,,
13/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,22,red,,
13/12/2025,Wexford General Hospital,2.0,0.0,2.0,green,13.0,7,none,,
13/12/2025,Bantry General Hospital,,,,none,,9,red,,
13/12/2025,Cork University Hospital,20.0,8.0,28.0,red,20.0,28,red,1.0,
13/12/2025,Mallow General Hospital,,,,none,,5,red,,
13/12/2025,Mercy University Hospital,2.0,0.0,2.0,green,16.0,9,red,,
13/12/2025,South Infirmary Victoria University Hospital,,,,none,,1,none,,
13/12/2025,UH Kerry,5.0,0.0,5.0,green,6.0,42,red,,
13/12/2025,Ennis Hospital,,,,none,,3,red,,
13/12/2025,Nenagh Hospital,,,,none,,3,none,,
13/12/2025,St. John's Hospital Limerick,,,,none,,3,none,,
13/12/2025,UH Limerick,0.0,9.0,9.0,green,2.0,19,red,3.0,
13/12/2025,Galway University Hospital,14.0,1.0,15.0,amber,39.0,38,red,,
13/12/2025,Letterkenny University Hospital,9.0,6.0,15.0,red,3.0,33,red,3.0,
13/12/2025,Mayo University Hospital,5.0,7.0,12.0,red,12.0,9,red,,
13/12/2025,Portiuncula University Hospital,1.0,0.0,1.0,green,0.0,5,none,,
13/12/2025,Roscommon University Hospital,,,,none,,5,red,,
13/12/2025,Sligo University Hospital,0.0,2.0,2.0,green,18.0,31,red,,
14/12/2025,National Total,133.0,46.0,179.0,none,371.0,434,red,18.0,0.0
14/12/2025,Beaumont Hospital,0.0,0.0,0.0,green,18.0,10,none,,
14/12/2025,Cavan General Hospital,10.0,0.0,10.0,amber,10.0,1,none,,
14/12/2025,Connolly Hospital,0.0,0.0,0.0,green,0.0,3,none,,
14/12/2025,Louth County Hospital,,,,none,,0,none,,
14/12/2025,Mater Misericordiae University Hospital,6.0,0.0,6.0,green,12.0,12,none,,
14/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
14/12/2025,Our Lady of Lourdes Hospital,10.0,0.0,10.0,green,26.0,2,none,,
14/12/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,green,10.0,1,none,,
14/12/2025,CHI at Crumlin,0.0,0.0,0.0,green,0.0,1,none,,
14/12/2025,CHI at Tallaght,3.0,0.0,3.0,green,2.0,0,none,,
14/12/2025,CHI at Temple Street,0.0,0.0,0.0,green,0.0,0,none,,
14/12/2025,MRH Mullingar,3.0,0.0,3.0,green,0.0,3,none,,
14/12/2025,MRH Portlaoise,2.0,0.0,2.0,green,0.0,11,red,,
14/12/2025,MRH Tullamore,0.0,0.0,0.0,green,13.0,8,red,,
14/12/2025,Naas General Hospital,5.0,0.0,5.0,green,14.0,8,none,,
14/12/2025,St. James's Hospital,0.0,0.0,0.0,green,3.0,35,red,,
14/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
14/12/2025,Tallaght University Hospital,12.0,5.0,17.0,red,28.0,8,none,,
14/12/2025,National Rehabilitation Hospital,,,,none,,6,none,,
14/12/2025,St. Columcille's Hospital,,,,none,,7,red,,
14/12/2025,St Luke's General Hospital Kilkenny,0.0,0.0,0.0,green,22.0,9,red,,
14/12/2025,St. Michael's Hospital,,,,none,,7,red,,
14/12/2025,St. Vincent's University Hospital,15.0,0.0,15.0,amber,38.0,19,none,,
14/12/2025,Tipperary University Hospital,6.0,0.0,6.0,green,9.0,11,red,1.0,
14/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,22,red,,
14/12/2025,Wexford General Hospital,6.0,0.0,6.0,green,22.0,7,none,,
14/12/2025,Bantry General Hospital,,,,none,,9,red,,
14/12/2025,Cork University Hospital,13.0,10.0,23.0,red,30.0,28,red,1.0,
14/12/2025,Mallow General Hospital,,,,none,,5,red,,
14/12/2025,Mercy University Hospital,3.0,0.0,3.0,green,16.0,9,red,,
14/12/2025,South Infirmary Victoria University Hospital,,,,none,,1,none,,
14/12/2025,UH Kerry,8.0,0.0,8.0,green,7.0,40,red,,
14/12/2025,Ennis Hospital,,,,none,,3,red,,
14/12/2025,Nenagh Hospital,,,,none,,3,none,,
14/12/2025,St. John's Hospital Limerick,,,,none,,3,none,,
14/12/2025,UH Limerick,6.0,9.0,15.0,amber,6.0,19,red,3.0,
14/12/2025,Galway University Hospital,5.0,0.0,5.0,green,41.0,38,red,,
14/12/2025,Letterkenny University Hospital,7.0,5.0,12.0,red,14.0,33,red,3.0,
14/12/2025,Mayo University Hospital,7.0,16.0,23.0,red,12.0,9,red,9.0,
14/12/2025,Portiuncula University Hospital,4.0,0.0,4.0,green,0.0,5,none,,
14/12/2025,Roscommon University Hospital,,,,none,,5,red,,
14/12/2025,Sligo University Hospital,2.0,1.0,3.0,green,18.0,31,red,1.0,
15/12/2025,National Total,277.0,80.0,357.0,red,487.0,433,red,65.0,3.0
15/12/2025,Beaumont Hospital,10.0,0.0,10.0,green,31.0,10,none,,
15/12/2025,Cavan General Hospital,15.0,0.0,15.0,red,10.0,1,none,,
15/12/2025,Connolly Hospital,6.0,0.0,6.0,green,8.0,3,none,,
15/12/2025,Louth County Hospital,,,,none,,0,none,,
15/12/2025,Mater Misericordiae University Hospital,20.0,0.0,20.0,red,19.0,12,none,,
15/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
15/12/2025,Our Lady of Lourdes Hospital,12.0,0.0,12.0,green,38.0,2,none,,
15/12/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,green,17.0,1,none,,
15/12/2025,CHI at Crumlin,8.0,0.0,8.0,red,0.0,1,none,,
15/12/2025,CHI at Tallaght,1.0,0.0,1.0,green,2.0,0,none,,
15/12/2025,CHI at Temple Street,2.0,0.0,2.0,green,0.0,0,none,,
15/12/2025,MRH Mullingar,2.0,0.0,2.0,green,12.0,3,none,,
15/12/2025,MRH Portlaoise,6.0,0.0,6.0,green,0.0,11,red,,
15/12/2025,MRH Tullamore,0.0,0.0,0.0,green,31.0,8,red,,
15/12/2025,Naas General Hospital,17.0,2.0,19.0,red,16.0,8,none,2.0,
15/12/2025,St. James's Hospital,10.0,0.0,10.0,green,7.0,35,red,,
15/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
15/12/2025,Tallaght University Hospital,27.0,10.0,37.0,red,26.0,8,none,12.0,
15/12/2025,National Rehabilitation Hospital,,,,none,,6,none,,
15/12/2025,St. Columcille's Hospital,,,,none,,7,red,,
15/12/2025,St Luke's General Hospital Kilkenny,0.0,0.0,0.0,green,20.0,9,red,,
15/12/2025,St. Michael's Hospital,,,,none,,7,red,,
15/12/2025,St. Vincent's University Hospital,25.0,0.0,25.0,red,40.0,19,none,3.0,1.0
15/12/2025,Tipperary University Hospital,9.0,0.0,9.0,green,15.0,11,red,4.0,
15/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,22,red,,
15/12/2025,Wexford General Hospital,10.0,5.0,15.0,red,25.0,7,none,2.0,
15/12/2025,Bantry General Hospital,,,,none,,9,red,,
15/12/2025,Cork University Hospital,19.0,7.0,26.0,red,38.0,28,red,4.0,
15/12/2025,Mallow General Hospital,,,,none,,5,red,,
15/12/2025,Mercy University Hospital,10.0,4.0,14.0,red,16.0,9,red,6.0,1.0
15/12/2025,South Infirmary Victoria University Hospital,,,,none,,1,none,,
15/12/2025,UH Kerry,5.0,0.0,5.0,green,6.0,39,red,2.0,
15/12/2025,Ennis Hospital,,,,none,,3,red,,
15/12/2025,Nenagh Hospital,,,,none,,3,none,,
15/12/2025,St. John's Hospital Limerick,,,,none,,3,none,,
15/12/2025,UH Limerick,11.0,19.0,30.0,red,15.0,19,red,7.0,
15/12/2025,Galway University Hospital,20.0,9.0,29.0,red,44.0,38,red,1.0,
15/12/2025,Letterkenny University Hospital,16.0,5.0,21.0,red,14.0,33,red,4.0,
15/12/2025,Mayo University Hospital,11.0,16.0,27.0,red,17.0,9,red,16.0,1.0
15/12/2025,Portiuncula University Hospital,1.0,0.0,1.0,green,0.0,5,none,,
15/12/2025,Roscommon University Hospital,,,,none,,5,red,,
15/12/2025,Sligo University Hospital,4.0,3.0,7.0,green,20.0,31,red,2.0,
16/12/2025,National Total,223.0,64.0,287.0,none,490.0,424,red,43.0,2.0
16/12/2025,Beaumont Hospital,21.0,0.0,21.0,red,24.0,9,none,,
16/12/2025,Cavan General Hospital,6.0,0.0,6.0,green,9.0,1,none,,
16/12/2025,Connolly Hospital,5.0,0.0,5.0,green,8.0,3,none,,
16/12/2025,Louth County Hospital,,,,none,,0,none,,
16/12/2025,Mater Misericordiae University Hospital,14.0,0.0,14.0,green,19.0,10,none,,
16/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
16/12/2025,Our Lady of Lourdes Hospital,14.0,0.0,14.0,green,39.0,2,none,,
16/12/2025,Our Lady's Hospital Navan,1.0,0.0,1.0,green,7.0,1,none,,
16/12/2025,CHI at Crumlin,6.0,0.0,6.0,red,0.0,1,none,,
16/12/2025,CHI at Tallaght,4.0,0.0,4.0,amber,2.0,0,none,,
16/12/2025,CHI at Temple Street,3.0,0.0,3.0,green,0.0,0,none,,
16/12/2025,MRH Mullingar,8.0,0.0,8.0,green,20.0,3,none,,
16/12/2025,MRH Portlaoise,2.0,0.0,2.0,green,0.0,6,none,,
16/12/2025,MRH Tullamore,0.0,0.0,0.0,green,36.0,10,red,,
16/12/2025,Naas General Hospital,10.0,4.0,14.0,red,17.0,8,none,4.0,1.0
16/12/2025,St. James's Hospital,6.0,0.0,6.0,green,7.0,32,red,,
16/12/2025,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
16/12/2025,Tallaght University Hospital,7.0,9.0,16.0,red,28.0,7,none,6.0,
16/12/2025,National Rehabilitation Hospital,,,,none,,6,none,,
16/12/2025,St. Columcille's Hospital,,,,none,,7,red,,
16/12/2025,St Luke's General Hospital Kilkenny,1.0,0.0,1.0,green,21.0,9,red,,
16/12/2025,St. Michael's Hospital,,,,none,,7,red,,
16/12/2025,St. Vincent's University Hospital,20.0,0.0,20.0,red,42.0,23,red,,
16/12/2025,Tipperary University Hospital,7.0,0.0,7.0,green,14.0,14,red,3.0,
16/12/2025,UH Waterford,0.0,0.0,0.0,green,0.0,23,red,,
16/12/2025,Wexford General Hospital,3.0,0.0,3.0,green,25.0,8,none,,
16/12/2025,Bantry General Hospital,,,,none,,9,red,,
16/12/2025,Cork University Hospital,13.0,1.0,14.0,green,36.0,25,red,1.0,
16/12/2025,Mallow General Hospital,,,,none,,5,red,,
16/12/2025,Mercy University Hospital,8.0,2.0,10.0,amber,16.0,11,red,1.0,
16/12/2025,South Infirmary Victoria University Hospital,,,,none,,1,none,,
16/12/2025,UH Kerry,8.0,0.0,8.0,green,8.0,36,red,,
16/12/2025,Ennis Hospital,,,,none,,4,red,,
16/12/2025,Nenagh Hospital,,,,none,,3,none,,
16/12/2025,St. John's Hospital Limerick,,,,none,,3,none,,
16/12/2025,UH Limerick,5.0,13.0,18.0,red,12.0,19,red,4.0,
16/12/2025,Galway University Hospital,28.0,11.0,39.0,red,45.0,36,red,4.0,
16/12/2025,Letterkenny University Hospital,2.0,4.0,6.0,green,17.0,32,red,2.0,
16/12/2025,Mayo University Hospital,11.0,16.0,27.0,red,18.0,12,red,16.0,1.0
16/12/2025,Portiuncula University Hospital,1.0,0.0,1.0,green,0.0,6,none,,
16/12/2025,Roscommon University Hospital,,,,none,,2,none,,
16/12/2025,Sligo University Hospital,9.0,4.0,13.0,red,20.0,28,red,2.0,
17/12/2025,National Total,178.0,70.0,248.0,none,498.0,425,red,35.0,5.0
17/12/2025,Beaumont Hospital,0.0,0.0,0.0,green,24.0,10,none,,
17/12/2025,Cavan General Hospital,2.0,0.0,2.0,green,10.0,1,none,,
17/12/2025,Connolly Hospital,0.0,0.0,0.0,green,8.0,3,none,,
17/12/2025,Louth County Hospital,,,,none,,0,none,,
17/12/2025,Mater Misericordiae University Hospital,10.0,0.0,10.0,green,17.0,12,none,,
17/12/2025,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
17/12/2025,Our Lady of Lourdes Hospital,14.0,0.0,14.0,green,41.0,1,none,,
17/12/2025,Our Lady's Hospital Navan,0.0,0.0,0.0,green,7.0,1,none,,
17/12/2025,CHI at Crumlin,1.0,0.0,1.0,green,1.0,1,none,,
17/12/2025,CHI at Tallaght,3.0,0.0,3.0,green,2.0,1,none,,
17/12/2025,CHI at Temple Street,1.0,0.0,1.0,green,0.0,0,none,,
17/12/2025,MRH Mullingar,0.0,0.0,0.0,green,14.0,3,none,,
17/12/2025,MRH Portlaoise,5.0,0.0,5.0,green,0.0,7,none,,
17/12/2025,MRH Tullamore,0.0,0.0,0.0,green,34.0,9,red,,
17/12/2025,Naas General Hospital,15.0,2.0,17.0,red,19.0,8,none,2.0,
17/12/2025,St. James's Hospital,14.0,0.0,14.0,green,15.0,32,red,,
