date,hospital,ed_trolleys,ward_trolleys,total_trolleys,total_color,surge,delayed,delayed_color,gt_24hrs,gt_75_24hrs
10/01/2026,Ennis Hospital,,,,none,,3,red,,
10/01/2026,Nenagh Hospital,,,,none,,2,none,,
10/01/2026,St. John's Hospital Limerick,,,,none,,4,red,,
10/01/2026,UH Limerick,14,37,51,red,37,12,none,18,
10/01/2026,Galway University Hospital,8,12,20,red,50,35,red,4,
10/01/2026,Letterkenny University Hospital,7,5,12,red,27,28,red,,
10/01/2026,Mayo University Hospital,0,13,13,red,15,14,red,9,
10/01/2026,Portiuncula University Hospital,10,0,10,amber,15,12,red,,
10/01/2026,Roscommon University Hospital,,,,none,,10,red,,
10/01/2026,Sligo University Hospital,18,4,22,red,22,26,red,2,
11/01/2026,National Total,260,121,381,red,659,423,red,100,5
11/01/2026,Beaumont Hospital,14,0,14,green,41,8,none,,
11/01/2026,Cavan General Hospital,12,0,12,red,15,2,none,,
11/01/2026,Connolly Hospital,0,0,0,green,5,6,none,,
11/01/2026,Louth County Hospital,,,,none,,0,none,,
11/01/2026,Mater Misericordiae University Hospital,12,0,12,green,25,9,none,,
11/01/2026,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
11/01/2026,Our Lady of Lourdes Hospital,8,0,8,green,38,3,none,,
11/01/2026,Our Lady's Hospital Navan,0,0,0,green,21,1,none,,
11/01/2026,CHI at Crumlin,0,0,0,green,0,1,none,,
11/01/2026,CHI at Tallaght,0,0,0,green,0,1,none,,
11/01/2026,CHI at Temple Street,0,0,0,green,0,0,none,,
11/01/2026,MRH Mullingar,0,0,0,green,16,2,none,,
11/01/2026,MRH Portlaoise,3,0,3,green,11,5,none,,
11/01/2026,MRH Tullamore,0,0,0,green,27,10,red,,
11/01/2026,Naas General Hospital,9,0,9,green,12,9,red,3,
11/01/2026,St. James's Hospital,6,0,6,green,18,37,red,,
11/01/2026,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
11/01/2026,Tallaght University Hospital,11,0,11,green,28,12,none,,
11/01/2026,National Rehabilitation Hospital,,,,none,,5,none,,
11/01/2026,St. Columcille's Hospital,,,,none,,7,red,,
11/01/2026,St Luke's General Hospital Kilkenny,4,0,4,green,28,13,red,,
11/01/2026,St. Michael's Hospital,,,,none,,6,red,,
11/01/2026,St. Vincent's University Hospital,19,4,23,red,45,13,none,2,
11/01/2026,Tipperary University Hospital,9,0,9,green,37,7,none,5,
11/01/2026,UH Waterford,0,0,0,green,24,19,none,,
11/01/2026,Wexford General Hospital,17,6,23,red,34,5,none,4,
11/01/2026,Bantry General Hospital,,,,none,,10,red,,
11/01/2026,Cork University Hospital,21,18,39,red,42,30,red,5,
11/01/2026,Mallow General Hospital,,,,none,,6,red,,
11/01/2026,Mercy University Hospital,17,6,23,red,25,14,red,5,
11/01/2026,South Infirmary Victoria University Hospital,,,,none,,3,none,,
11/01/2026,UH Kerry,20,9,29,red,19,30,red,11,4
11/01/2026,Ennis Hospital,,,,none,,3,red,,
11/01/2026,Nenagh Hospital,,,,none,,2,none,,
11/01/2026,St. John's Hospital Limerick,,,,none,,5,red,,
11/01/2026,UH Limerick,19,35,54,red,40,12,none,22,1
11/01/2026,Galway University Hospital,12,14,26,red,29,35,red,12,
11/01/2026,Letterkenny University Hospital,20,9,29,red,28,28,red,9,
11/01/2026,Mayo University Hospital,7,15,22,red,15,14,red,16,
11/01/2026,Portiuncula University Hospital,9,0,9,amber,14,12,red,5,
11/01/2026,Roscommon University Hospital,,,,none,,10,red,,
11/01/2026,Sligo University Hospital,11,5,16,red,22,26,red,1,
12/01/2026,National Total,358,165,523,red,821,421,red,152,28
12/01/2026,Beaumont Hospital,14,0,14,green,42,8,none,1,
12/01/2026,Cavan General Hospital,13,0,13,red,13,2,none,,
12/01/2026,Connolly Hospital,8,0,8,green,11,6,none,,
12/01/2026,Louth County Hospital,,,,none,,0,none,,
12/01/2026,Mater Misericordiae University Hospital,14,0,14,green,44,9,none,1,
12/01/2026,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
12/01/2026,Our Lady of Lourdes Hospital,13,0,13,green,48,3,none,,
12/01/2026,Our Lady's Hospital Navan,0,0,0,green,27,1,none,,
12/01/2026,CHI at Crumlin,0,0,0,green,0,1,none,,
12/01/2026,CHI at Tallaght,0,0,0,green,0,1,none,,
12/01/2026,CHI at Temple Street,0,0,0,green,0,0,none,,
12/01/2026,MRH Mullingar,1,0,1,green,20,2,none,,
12/01/2026,MRH Portlaoise,5,0,5,green,9,5,none,,
12/01/2026,MRH Tullamore,0,0,0,green,41,10,red,,
12/01/2026,Naas General Hospital,6,2,8,green,23,9,red,3,3
12/01/2026,St. James's Hospital,29,0,29,red,23,37,red,2,
12/01/2026,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
12/01/2026,Tallaght University Hospital,14,0,14,green,31,12,none,1,1
12/01/2026,National Rehabilitation Hospital,,,,none,,5,none,,
12/01/2026,St. Columcille's Hospital,,,,none,,7,red,,
12/01/2026,St Luke's General Hospital Kilkenny,6,0,6,green,43,13,red,,
12/01/2026,St. Michael's Hospital,,,,none,,6,red,,
12/01/2026,St. Vincent's University Hospital,34,15,49,red,45,13,none,7,2
12/01/2026,Tipperary University Hospital,9,0,9,green,42,7,none,8,
12/01/2026,UH Waterford,0,0,0,green,22,19,none,,
12/01/2026,Wexford General Hospital,20,6,26,red,40,5,none,5,
12/01/2026,Bantry General Hospital,,,,none,,10,red,,
12/01/2026,Cork University Hospital,26,19,45,red,42,30,red,8,4
12/01/2026,Mallow General Hospital,,,,none,,6,red,,
12/01/2026,Mercy University Hospital,24,9,33,red,25,15,red,14,7
12/01/2026,South Infirmary Victoria University Hospital,,,,none,,3,none,,
12/01/2026,UH Kerry,18,15,33,red,23,27,red,15,6
12/01/2026,Ennis Hospital,,,,none,,3,red,,
12/01/2026,Nenagh Hospital,,,,none,,2,none,,
12/01/2026,St. John's Hospital Limerick,,,,none,,5,red,,
12/01/2026,UH Limerick,32,45,77,red,44,12,none,38,5
12/01/2026,Galway University Hospital,23,20,43,red,62,35,red,15,
12/01/2026,Letterkenny University Hospital,15,9,24,red,30,28,red,7,
12/01/2026,Mayo University Hospital,15,17,32,red,24,14,red,19,
12/01/2026,Portiuncula University Hospital,7,0,7,amber,15,12,red,3,
12/01/2026,Roscommon University Hospital,,,,none,,10,red,,
12/01/2026,Sligo University Hospital,12,8,20,red,32,26,red,5,
13/01/2026,National Total,342,189,531,red,803,447,red,114,16
13/01/2026,Beaumont Hospital,14,0,14,green,31,9,none,,
13/01/2026,Cavan General Hospital,12,0,12,red,14,2,none,,
13/01/2026,Connolly Hospital,4,0,4,green,6,6,none,,
13/01/2026,Louth County Hospital,,,,none,,0,none,,
13/01/2026,Mater Misericordiae University Hospital,14,0,14,green,44,14,none,,
13/01/2026,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
13/01/2026,Our Lady of Lourdes Hospital,13,0,13,green,50,4,none,,
13/01/2026,Our Lady's Hospital Navan,0,0,0,green,16,1,none,,
13/01/2026,CHI at Crumlin,0,0,0,green,0,1,none,,
13/01/2026,CHI at Tallaght,1,0,1,green,0,1,none,,
13/01/2026,CHI at Temple Street,2,0,2,green,0,0,none,,
13/01/2026,MRH Mullingar,8,0,8,green,24,3,none,,
13/01/2026,MRH Portlaoise,11,0,11,red,16,10,red,,
13/01/2026,MRH Tullamore,0,0,0,green,33,11,red,,
13/01/2026,Naas General Hospital,16,1,17,red,29,13,red,4,
13/01/2026,St. James's Hospital,14,0,14,green,27,37,red,1,
13/01/2026,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
13/01/2026,Tallaght University Hospital,19,4,23,red,28,12,none,2,1
13/01/2026,National Rehabilitation Hospital,,,,none,,5,none,,
13/01/2026,St. Columcille's Hospital,,,,none,,7,red,,
13/01/2026,St Luke's General Hospital Kilkenny,5,4,9,green,45,13,red,,
13/01/2026,St. Michael's Hospital,,,,none,,6,red,,
13/01/2026,St. Vincent's University Hospital,42,17,59,red,45,12,none,11,2
13/01/2026,Tipperary University Hospital,13,0,13,red,40,10,red,3,
13/01/2026,UH Waterford,0,0,0,green,31,25,red,,
13/01/2026,Wexford General Hospital,5,5,10,amber,40,5,none,2,
13/01/2026,Bantry General Hospital,,,,none,,10,red,,
13/01/2026,Cork University Hospital,32,27,59,red,42,27,red,10,1
13/01/2026,Mallow General Hospital,,,,none,,6,red,,
13/01/2026,Mercy University Hospital,21,8,29,red,25,14,red,10,5
13/01/2026,South Infirmary Victoria University Hospital,,,,none,,3,none,,
13/01/2026,UH Kerry,22,15,37,red,20,30,red,16,5
13/01/2026,Ennis Hospital,,,,none,,3,red,,
13/01/2026,Nenagh Hospital,,,,none,,2,none,,
13/01/2026,St. John's Hospital Limerick,,,,none,,5,red,,
13/01/2026,UH Limerick,21,58,79,red,44,12,none,22,1
13/01/2026,Galway University Hospital,14,15,29,red,52,38,red,8,
13/01/2026,Letterkenny University Hospital,9,7,16,red,30,30,red,5,
13/01/2026,Mayo University Hospital,7,18,25,red,23,16,red,14,1
13/01/2026,Portiuncula University Hospital,6,0,6,green,19,11,red,1,
13/01/2026,Roscommon University Hospital,,,,none,,8,red,,
13/01/2026,Sligo University Hospital,17,10,27,red,29,23,red,5,
14/01/2026,National Total,345,174,519,red,777,454,red,105,19
14/01/2026,Beaumont Hospital,14,0,14,green,26,7,none,,
14/01/2026,Cavan General Hospital,10,0,10,amber,12,2,none,,
14/01/2026,Connolly Hospital,1,0,1,green,10,7,none,,
14/01/2026,Louth County Hospital,,,,none,,0,none,,
14/01/2026,Mater Misericordiae University Hospital,20,0,20,red,45,16,none,,
14/01/2026,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
14/01/2026,Our Lady of Lourdes Hospital,18,0,18,red,52,4,none,,
14/01/2026,Our Lady's Hospital Navan,0,0,0,green,18,1,none,,
14/01/2026,CHI at Crumlin,0,0,0,green,0,1,none,,
14/01/2026,CHI at Tallaght,0,0,0,green,0,1,none,,
14/01/2026,CHI at Temple Street,0,0,0,green,0,0,none,,
14/01/2026,MRH Mullingar,7,2,9,green,25,3,none,2,
14/01/2026,MRH Portlaoise,3,0,3,green,18,7,none,,
14/01/2026,MRH Tullamore,0,0,0,green,44,11,red,,
14/01/2026,Naas General Hospital,21,4,25,red,26,15,red,7,3
14/01/2026,St. James's Hospital,12,0,12,green,20,36,red,,
14/01/2026,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
14/01/2026,Tallaght University Hospital,37,10,47,red,30,13,none,11,3
14/01/2026,National Rehabilitation Hospital,,,,none,,5,none,,
14/01/2026,St. Columcille's Hospital,,,,none,,7,red,,
14/01/2026,St Luke's General Hospital Kilkenny,4,5,9,green,42,13,red,,
14/01/2026,St. Michael's Hospital,,,,none,,7,red,,
14/01/2026,St. Vincent's University Hospital,31,11,42,red,50,20,none,5,1
14/01/2026,Tipperary University Hospital,11,0,11,red,38,13,red,6,
14/01/2026,UH Waterford,0,0,0,green,23,23,red,,
14/01/2026,Wexford General Hospital,4,6,10,amber,33,5,none,1,
14/01/2026,Bantry General Hospital,,,,none,,10,red,,
14/01/2026,Cork University Hospital,47,25,72,red,42,25,red,8,2
14/01/2026,Mallow General Hospital,,,,none,,7,red,,
14/01/2026,Mercy University Hospital,29,9,38,red,25,15,red,13,2
14/01/2026,South Infirmary Victoria University Hospital,,,,none,,3,none,,
14/01/2026,UH Kerry,24,10,34,red,9,23,red,13,8
14/01/2026,Ennis Hospital,,,,none,,3,red,,
14/01/2026,Nenagh Hospital,,,,none,,3,none,,
14/01/2026,St. John's Hospital Limerick,,,,none,,5,red,,
14/01/2026,UH Limerick,2,46,48,red,48,12,none,15,
14/01/2026,Galway University Hospital,25,16,41,red,51,47,red,6,
14/01/2026,Letterkenny University Hospital,16,7,23,red,29,33,red,7,
14/01/2026,Mayo University Hospital,1,12,13,red,18,13,red,7,
14/01/2026,Portiuncula University Hospital,0,0,0,green,14,7,none,,
14/01/2026,Roscommon University Hospital,,,,none,,6,red,,
14/01/2026,Sligo University Hospital,8,11,19,red,29,23,red,4,
15/01/2026,National Total,273,142,415,red,727,442,red,93,5
15/01/2026,Beaumont Hospital,8,0,8,green,27,7,none,,
15/01/2026,Cavan General Hospital,9,0,9,green,12,2,none,,
15/01/2026,Connolly Hospital,0,0,0,green,0,7,none,,
15/01/2026,Louth County Hospital,,,,none,,0,none,,
15/01/2026,Mater Misericordiae University Hospital,14,0,14,green,47,16,none,,
15/01/2026,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
15/01/2026,Our Lady of Lourdes Hospital,5,0,5,green,51,4,none,,
15/01/2026,Our Lady's Hospital Navan,0,0,0,green,23,1,none,,
15/01/2026,CHI at Crumlin,2,0,2,green,0,1,none,,
15/01/2026,CHI at Tallaght,2,0,2,green,0,1,none,,
15/01/2026,CHI at Temple Street,0,0,0,green,0,0,none,,
15/01/2026,MRH Mullingar,9,1,10,amber,25,3,none,,
15/01/2026,MRH Portlaoise,8,0,8,green,18,6,none,1,
15/01/2026,MRH Tullamore,0,0,0,green,34,11,red,,
15/01/2026,Naas General Hospital,12,2,14,red,26,15,red,3,
15/01/2026,St. James's Hospital,22,0,22,red,27,34,red,,
15/01/2026,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
15/01/2026,Tallaght University Hospital,20,13,33,red,30,12,none,9,
15/01/2026,National Rehabilitation Hospital,,,,none,,4,none,,
15/01/2026,St. Columcille's Hospital,,,,none,,7,red,,
15/01/2026,St Luke's General Hospital Kilkenny,8,7,15,red,38,13,red,,
15/01/2026,St. Michael's Hospital,,,,none,,7,red,,
15/01/2026,St. Vincent's University Hospital,23,7,30,red,50,21,red,4,1
15/01/2026,Tipperary University Hospital,9,0,9,green,32,13,red,6,
15/01/2026,UH Waterford,0,0,0,green,14,22,red,,
15/01/2026,Wexford General Hospital,3,6,9,green,29,8,none,1,
15/01/2026,Bantry General Hospital,,,,none,,9,red,,
15/01/2026,Cork University Hospital,31,14,45,red,44,23,red,8,
15/01/2026,Mallow General Hospital,,,,none,,6,red,,
15/01/2026,Mercy University Hospital,35,7,42,red,25,14,red,14,1
15/01/2026,South Infirmary Victoria University Hospital,,,,none,,3,none,,
15/01/2026,UH Kerry,10,12,22,red,15,23,red,11,3
15/01/2026,Ennis Hospital,,,,none,,3,red,,
15/01/2026,Nenagh Hospital,,,,none,,2,none,,
15/01/2026,St. John's Hospital Limerick,,,,none,,5,red,,
15/01/2026,UH Limerick,11,38,49,red,37,12,none,21,
15/01/2026,Galway University Hospital,19,16,35,red,53,47,red,9,
15/01/2026,Letterkenny University Hospital,3,6,9,green,25,31,red,3,
15/01/2026,Mayo University Hospital,3,9,12,red,15,13,red,2,
15/01/2026,Portiuncula University Hospital,3,0,3,green,11,5,none,,
15/01/2026,Roscommon University Hospital,,,,none,,6,red,,
15/01/2026,Sligo University Hospital,4,4,8,green,19,23,red,1,
16/01/2026,National Total,235,111,346,red,680,437,red,69,4
16/01/2026,Beaumont Hospital,17,0,17,red,30,6,none,,
16/01/2026,Cavan General Hospital,6,0,6,green,13,2,none,,
16/01/2026,Connolly Hospital,0,0,0,green,0,8,none,,
16/01/2026,Louth County Hospital,,,,none,,0,none,,
16/01/2026,Mater Misericordiae University Hospital,11,0,11,green,35,15,none,,
16/01/2026,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
16/01/2026,Our Lady of Lourdes Hospital,10,0,10,green,45,4,none,,
16/01/2026,Our Lady's Hospital Navan,0,0,0,green,26,1,none,,
16/01/2026,CHI at Crumlin,4,0,4,amber,0,1,none,,
16/01/2026,CHI at Tallaght,1,0,1,green,0,1,none,,
16/01/2026,CHI at Temple Street,1,0,1,green,0,1,none,,
16/01/2026,MRH Mullingar,7,1,8,green,23,3,none,1,1
16/01/2026,MRH Portlaoise,2,0,2,green,22,6,none,,
16/01/2026,MRH Tullamore,0,0,0,green,24,10,red,,
16/01/2026,Naas General Hospital,19,1,20,red,25,15,red,4,1
16/01/2026,St. James's Hospital,14,0,14,green,27,36,red,,
16/01/2026,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
16/01/2026,Tallaght University Hospital,18,6,24,red,30,12,none,8,1
16/01/2026,National Rehabilitation Hospital,,,,none,,5,none,,
16/01/2026,St. Columcille's Hospital,,,,none,,7,red,,
16/01/2026,St Luke's General Hospital Kilkenny,1,7,8,green,32,13,red,,
16/01/2026,St. Michael's Hospital,,,,none,,7,red,,
16/01/2026,St. Vincent's University Hospital,17,5,22,red,50,21,red,2,1
16/01/2026,Tipperary University Hospital,7,0,7,green,31,11,red,7,
16/01/2026,UH Waterford,0,0,0,green,5,23,red,,
16/01/2026,Wexford General Hospital,2,9,11,red,29,5,none,,
16/01/2026,Bantry General Hospital,,,,none,,12,red,,
16/01/2026,Cork University Hospital,10,10,20,red,42,25,red,6,
16/01/2026,Mallow General Hospital,,,,none,,6,red,,
16/01/2026,Mercy University Hospital,20,8,28,red,24,16,red,11,
16/01/2026,South Infirmary Victoria University Hospital,,,,none,,2,none,,
16/01/2026,UH Kerry,7,4,11,red,19,17,red,2,
16/01/2026,Ennis Hospital,,,,none,,3,red,,
16/01/2026,Nenagh Hospital,,,,none,,2,none,,
16/01/2026,St. John's Hospital Limerick,,,,none,,5,red,,
16/01/2026,UH Limerick,11,36,47,red,37,12,none,12,
16/01/2026,Galway University Hospital,24,10,34,red,57,45,red,3,
16/01/2026,Letterkenny University Hospital,7,5,12,red,20,31,red,5,
16/01/2026,Mayo University Hospital,4,8,12,red,13,13,red,8,
16/01/2026,Portiuncula University Hospital,9,0,9,amber,2,4,none,,
16/01/2026,Roscommon University Hospital,,,,none,,7,red,,
16/01/2026,Sligo University Hospital,6,1,7,green,19,22,red,,
17/01/2026,National Total,170,68,238,none,555,454,red,24,1
17/01/2026,Beaumont Hospital,0,0,0,green,16,11,none,,
17/01/2026,Cavan General Hospital,2,0,2,green,18,2,none,,
17/01/2026,Connolly Hospital,0,0,0,green,0,8,none,,
17/01/2026,Louth County Hospital,,,,none,,0,none,,
17/01/2026,Mater Misericordiae University Hospital,10,0,10,green,19,15,none,,
17/01/2026,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
17/01/2026,Our Lady of Lourdes Hospital,5,0,5,green,35,10,none,,
17/01/2026,Our Lady's Hospital Navan,0,0,0,green,16,1,none,,
17/01/2026,CHI at Crumlin,0,0,0,green,0,1,none,,
17/01/2026,CHI at Tallaght,2,0,2,green,0,1,none,,
17/01/2026,CHI at Temple Street,1,0,1,green,0,0,none,,
17/01/2026,MRH Mullingar,1,0,1,green,22,4,none,,
17/01/2026,MRH Portlaoise,5,0,5,green,20,9,red,,
17/01/2026,MRH Tullamore,0,0,0,green,25,9,red,,
17/01/2026,Naas General Hospital,9,0,9,green,19,18,red,2,1
17/01/2026,St. James's Hospital,13,0,13,green,23,34,red,,
17/01/2026,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
17/01/2026,Tallaght University Hospital,14,1,15,amber,30,12,none,,
17/01/2026,National Rehabilitation Hospital,,,,none,,5,none,,
17/01/2026,St. Columcille's Hospital,,,,none,,7,red,,
17/01/2026,St Luke's General Hospital Kilkenny,2,4,6,green,30,14,red,,
17/01/2026,St. Michael's Hospital,,,,none,,7,red,,
17/01/2026,St. Vincent's University Hospital,14,0,14,green,50,20,none,,
17/01/2026,Tipperary University Hospital,0,0,0,green,24,12,red,,
17/01/2026,UH Waterford,0,0,0,green,2,20,none,,
17/01/2026,Wexford General Hospital,0,2,2,green,22,5,none,,
17/01/2026,Bantry General Hospital,,,,none,,11,red,,
17/01/2026,Cork University Hospital,7,0,7,green,41,25,red,,
17/01/2026,Mallow General Hospital,,,,none,,6,red,,
17/01/2026,Mercy University Hospital,16,5,21,red,24,16,red,9,
17/01/2026,South Infirmary Victoria University Hospital,,,,none,,2,none,,
17/01/2026,UH Kerry,12,0,12,red,19,18,red,,
17/01/2026,Ennis Hospital,,,,none,,3,red,,
17/01/2026,Nenagh Hospital,,,,none,,2,none,,
17/01/2026,St. John's Hospital Limerick,,,,none,,5,red,,
17/01/2026,UH Limerick,11,37,48,red,30,12,none,8,
17/01/2026,Galway University Hospital,25,12,37,red,33,45,red,3,
17/01/2026,Letterkenny University Hospital,0,2,2,green,2,35,red,2,
17/01/2026,Mayo University Hospital,4,5,9,green,16,8,none,,
17/01/2026,Portiuncula University Hospital,15,0,15,red,7,5,none,,
17/01/2026,Roscommon University Hospital,,,,none,,8,red,,
17/01/2026,Sligo University Hospital,2,0,2,green,12,26,red,,
18/01/2026,National Total,202,101,303,none,657,454,red,66,5
18/01/2026,Beaumont Hospital,2,0,2,green,21,11,none,,
18/01/2026,Cavan General Hospital,9,0,9,green,21,2,none,,
18/01/2026,Connolly Hospital,0,0,0,green,0,8,none,,
18/01/2026,Louth County Hospital,,,,none,,0,none,,
18/01/2026,Mater Misericordiae University Hospital,12,0,12,green,19,15,none,,
18/01/2026,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
18/01/2026,Our Lady of Lourdes Hospital,9,0,9,green,49,10,none,,
18/01/2026,Our Lady's Hospital Navan,0,0,0,green,17,1,none,,
18/01/2026,CHI at Crumlin,0,0,0,green,0,1,none,,
18/01/2026,CHI at Tallaght,3,0,3,green,0,1,none,,
18/01/2026,CHI at Temple Street,2,0,2,green,0,0,none,,
18/01/2026,MRH Mullingar,1,0,1,green,22,4,none,,
18/01/2026,MRH Portlaoise,5,0,5,green,15,9,red,,
18/01/2026,MRH Tullamore,0,0,0,green,40,9,red,,
18/01/2026,Naas General Hospital,6,0,6,green,18,18,red,1,
18/01/2026,St. James's Hospital,19,0,19,red,27,34,red,,
18/01/2026,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
18/01/2026,Tallaght University Hospital,25,4,29,red,30,12,none,2,
18/01/2026,National Rehabilitation Hospital,,,,none,,5,none,,
18/01/2026,St. Columcille's Hospital,,,,none,,7,red,,
18/01/2026,St Luke's General Hospital Kilkenny,3,7,10,amber,31,14,red,,
18/01/2026,St. Michael's Hospital,,,,none,,7,red,,
18/01/2026,St. Vincent's University Hospital,23,0,23,red,50,20,none,5,3
18/01/2026,Tipperary University Hospital,1,0,1,green,33,12,red,,
18/01/2026,UH Waterford,0,0,0,green,0,20,none,,
18/01/2026,Wexford General Hospital,0,0,0,green,31,5,none,,
18/01/2026,Bantry General Hospital,,,,none,,11,red,,
18/01/2026,Cork University Hospital,13,0,13,green,42,25,red,1,
18/01/2026,Mallow General Hospital,,,,none,,6,red,,
18/01/2026,Mercy University Hospital,12,4,16,red,24,16,red,9,1
18/01/2026,South Infirmary Victoria University Hospital,,,,none,,2,none,,
18/01/2026,UH Kerry,7,3,10,amber,21,18,red,1,
18/01/2026,Ennis Hospital,,,,none,,3,red,,
18/01/2026,Nenagh Hospital,,,,none,,2,none,,
18/01/2026,St. John's Hospital Limerick,,,,none,,5,red,,
18/01/2026,UH Limerick,12,48,60,red,33,12,none,27,1
18/01/2026,Galway University Hospital,12,20,32,red,63,45,red,10,
18/01/2026,Letterkenny University Hospital,5,5,10,amber,3,35,red,1,
18/01/2026,Mayo University Hospital,7,10,17,red,18,8,none,7,
18/01/2026,Portiuncula University Hospital,11,0,11,red,5,5,none,2,
18/01/2026,Roscommon University Hospital,,,,none,,8,red,,
18/01/2026,Sligo University Hospital,3,0,3,green,24,26,red,,
19/01/2026,National Total,302,129,431,red,811,450,red,115,7
19/01/2026,Beaumont Hospital,0,0,0,green,27,11,none,,
19/01/2026,Cavan General Hospital,9,0,9,green,13,2,none,,
19/01/2026,Connolly Hospital,5,0,5,green,4,8,none,,
19/01/2026,Louth County Hospital,,,,none,,0,none,,
19/01/2026,Mater Misericordiae University Hospital,14,0,14,green,37,15,none,,
19/01/2026,National Orthopaedic Hospital Cappagh,,,,none,,2,none,,
19/01/2026,Our Lady of Lourdes Hospital,15,0,15,amber,58,10,none,,
19/01/2026,Our Lady's Hospital Navan,0,0,0,green,26,1,none,,
19/01/2026,CHI at Crumlin,4,0,4,amber,0,1,none,,
19/01/2026,CHI at Tallaght,1,0,1,green,0,1,none,1,
19/01/2026,CHI at Temple Street,1,0,1,green,0,0,none,,
19/01/2026,MRH Mullingar,7,0,7,green,25,4,none,,
19/01/2026,MRH Portlaoise,3,0,3,green,23,9,red,,
19/01/2026,MRH Tullamore,0,0,0,green,52,9,red,,
19/01/2026,Naas General Hospital,10,0,10,amber,25,18,red,1,
19/01/2026,St. James's Hospital,21,0,21,red,35,34,red,2,
19/01/2026,St. Luke's Radiation Oncology Network,,,,none,,0,none,,
19/01/2026,Tallaght University Hospital,25,12,37,red,36,12,none,19,1
19/01/2026,National Rehabilitation Hospital,,,,none,,5,none,,
19/01/2026,St. Columcille's Hospital,,,,none,,7,red,,
19/01/2026,St Luke's General Hospital Kilkenny,8,7,15,red,33,14,red,4,
19/01/2026,St. Michael's Hospital,,,,none,,7,red,,
19/01/2026,St. Vincent's University Hospital,40,3,43,red,50,20,none,7,2
19/01/2026,Tipperary University Hospital,8,0,8,green,36,12,red,1,
19/01/2026,UH Waterford,0,0,0,green,7,20,none,,
19/01/2026,Wexford General Hospital,0,1,1,green,33,5,none,,
19/01/2026,Bantry General Hospital,,,,none,,11,red,,
19/01/2026,Cork University Hospital,25,10,35,red,42,25,red,3,1
19/01/2026,Mallow General Hospital,,,,none,,6,red,,
19/01/2026,Mercy University Hospital,14,1,15,red,24,16,red,7,
19/01/2026,South Infirmary Victoria University Hospital,,,,none,,2,none,,
19/01/2026,UH Kerry,4,0,4,green,19,14,red,,
19/01/2026,Ennis Hospital,,,,none,,3,red,,
19/01/2026,Nenagh Hospital,,,,none,,2,none,,
19/01/2026,St. John's Hospital Limerick,,,,none,,5,red,,
19/01/2026,UH Limerick,21,57,78,red,47,12,none,41,
19/01/2026,Galway University Hospital,24,21,45,red,72,45,red,16,
19/01/2026,Letterkenny University Hospital,10,4,14,red,14,35,red,1,
19/01/2026,Mayo University Hospital,21,12,33,red,15,8,none,12,3
19/01/2026,Portiuncula University Hospital,5,0,5,green,27,5,none,,
19/01/2026,Roscommon University Hospital,,,,none,,8,red,,
19/01/2026,Sligo University Hospital,7,1,8,green,31,26,red,,
