Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs,Region
01/08/2024,HSE South West Total,33,3,36,36,85,3,1,
01/08/2024,Nenagh Hospital,,,,,1,,,HSE Mid West
01/08/2024,St. John's Hospital Limerick,,,,,3,,,HSE Mid West
01/08/2024,UH Limerick,15,34,49,38,11,5,3,HSE Mid West
01/08/2024,HSE Mid West Total,15,34,49,38,20,5,3,
01/08/2024,Letterkenny University Hospital,5,7,12,0,28,6,,HSE West & North West
01/08/2024,Mayo University Hospital,2,4,6,0,9,2,,HSE West & North West
01/08/2024,Portiuncula University Hospital,3,0,3,0,2,,,HSE West & North West
01/08/2024,Roscommon University Hospital,,,,,4,,,HSE West & North West
01/08/2024,Sligo University Hospital,3,11,14,12,28,6,,HSE West & North West
01/08/2024,HSE West and North West Total,31,34,65,34,118,17,0,
01/08/2024,National Total,188,80,268,285,412,37,5,
02/08/2024,Cavan General Hospital,10,0,10,9,0,,,HSE Dublin & North East
02/08/2024,Connolly Hospital,0,0,0,0,6,,,HSE Dublin & North East
02/08/2024,Louth County Hospital,,,,,0,,,HSE Dublin & North East
02/08/2024,Mater Misericordiae University Hospital,0,0,0,0,7,,,HSE Dublin & North East
02/08/2024,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
02/08/2024,Our Lady of Lourdes Hospital,5,0,5,24,1,,,HSE Dublin & North East
02/08/2024,Our Lady's Hospital Navan,0,0,0,0,1,,,HSE Dublin & North East
02/08/2024,HSE Dublin and North East Total,15,0,15,33,36,0,0,
02/08/2024,CHI at Tallaght,1,0,1,0,0,,,HSE Dublin & Midlands
02/08/2024,CHI at Temple Street,0,0,0,0,3,,,HSE Dublin & Midlands
02/08/2024,MRH Mullingar,2,0,2,0,0,,,HSE Dublin & Midlands
02/08/2024,MRH Portlaoise,5,0,5,7,7,,,HSE Dublin & Midlands
02/08/2024,MRH Tullamore,0,0,0,6,9,,,HSE Dublin & Midlands
02/08/2024,Naas General Hospital,12,4,16,4,9,1,,HSE Dublin & Midlands
02/08/2024,St. James's Hospital,10,0,10,14,31,,,HSE Dublin & Midlands
02/08/2024,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin & Midlands
02/08/2024,Tallaght University Hospital,10,0,10,19,16,1,,HSE Dublin & Midlands
02/08/2024,HSE Dublin and Midlands Total,40,4,44,50,78,2,0,
02/08/2024,St. Columcille's Hospital,,,,,4,,,HSE Dublin & South East
02/08/2024,St Luke's General Hospital Kilkenny,0,0,0,0,10,,,
02/08/2024,St. Michael's Hospital,,,,,5,,,HSE Dublin & South East
02/08/2024,St. Vincent's University Hospital,15,0,15,50,19,1,1,HSE Dublin & South East
02/08/2024,Tipperary University Hospital,0,0,0,0,10,,,HSE Dublin & South East
02/08/2024,UH Waterford,0,0,0,2,14,,,HSE Dublin & South East
02/08/2024,Wexford General Hospital,4,5,9,11,6,,,HSE Dublin & South East
02/08/2024,HSE Dublin and South East Total,19,5,24,63,74,1,1,
02/08/2024,Cork University Hospital,13,2,15,18,40,2,,HSE South West
02/08/2024,Mallow General Hospital,,,,,2,,,HSE South West
02/08/2024,Mercy University Hospital,3,0,3,4,10,,,HSE South West
02/08/2024,South Infirmary Victoria University Hospital,,,,,3,,,HSE South West
02/08/2024,UH Kerry,3,0,3,3,18,1,,HSE South West
02/08/2024,HSE South West Total,19,2,21,25,82,3,0,
02/08/2024,Nenagh Hospital,,,,,1,,,HSE Mid West
02/08/2024,St. John's Hospital Limerick,,,,,3,,,HSE Mid West
02/08/2024,UH Limerick,11,30,41,28,11,9,1,HSE Mid West
02/08/2024,HSE Mid West Total,11,30,41,28,19,9,1,
02/08/2024,Letterkenny University Hospital,5,4,9,0,30,3,,HSE West & North West
02/08/2024,Mayo University Hospital,0,1,1,0,7,,,HSE West & North West
02/08/2024,Portiuncula University Hospital,1,0,1,0,4,,,HSE West & North West
02/08/2024,Roscommon University Hospital,,,,,4,,,HSE West & North West
02/08/2024,Sligo University Hospital,5,11,16,10,28,5,,HSE West & North West
02/08/2024,HSE West and North West Total,31,25,56,32,120,13,0,
02/08/2024,National Total,135,66,201,231,409,28,2,
03/08/2024,Cavan General Hospital,7,0,7,9,0,,,HSE Dublin & North East
03/08/2024,Connolly Hospital,0,0,0,0,6,,,HSE Dublin & North East
03/08/2024,Louth County Hospital,,,,,0,,,HSE Dublin & North East
03/08/2024,Mater Misericordiae University Hospital,0,0,0,0,6,,,HSE Dublin & North East
03/08/2024,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
03/08/2024,Our Lady of Lourdes Hospital,0,,0,14,1,,,HSE Dublin & North East
03/08/2024,Our Lady's Hospital Navan,0,0,0,0,1,,,HSE Dublin & North East
03/08/2024,HSE Dublin and North East Total,7,0,7,23,33,0,0,
03/08/2024,CHI at Tallaght,0,0,0,,0,,,HSE Dublin & Midlands
03/08/2024,CHI at Temple Street,0,,0,,3,,,HSE Dublin & Midlands
03/08/2024,MRH Mullingar,2,0,2,0,1,1,,HSE Dublin & Midlands
03/08/2024,MRH Portlaoise,4,0,4,8,7,,,HSE Dublin & Midlands
03/08/2024,MRH Tullamore,0,0,0,0,9,,,HSE Dublin & Midlands
03/08/2024,Naas General Hospital,1,0,1,0,10,,,HSE Dublin & Midlands
03/08/2024,St. James's Hospital,1,0,1,0,29,,,HSE Dublin & Midlands
03/08/2024,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin & Midlands
03/08/2024,Tallaght University Hospital,5,0,5,15,16,,,HSE Dublin & Midlands
03/08/2024,HSE Dublin and Midlands Total,13,0,13,23,78,1,0,
03/08/2024,St. Columcille's Hospital,,,,,4,,,HSE Dublin & South East
03/08/2024,St Luke's General Hospital Kilkenny,0,0,0,0,10,,,
03/08/2024,St. Michael's Hospital,,,,,5,,,HSE Dublin & South East
03/08/2024,St. Vincent's University Hospital,10,0,10,50,19,,,HSE Dublin & South East
03/08/2024,Tipperary University Hospital,0,0,0,0,10,,,HSE Dublin & South East
03/08/2024,UH Waterford,0,0,0,0,20,,,HSE Dublin & South East
03/08/2024,Wexford General Hospital,1,0,1,0,5,,,HSE Dublin & South East
03/08/2024,HSE Dublin and South East Total,11,0,11,50,79,0,0,
03/08/2024,Cork University Hospital,0,0,0,4,36,,,HSE South West
03/08/2024,Mallow General Hospital,,,,,2,,,HSE South West
03/08/2024,Mercy University Hospital,1,0,1,0,9,,,HSE South West
03/08/2024,South Infirmary Victoria University Hospital,,,,,3,,,HSE South West
03/08/2024,UH Kerry,4,0,4,0,16,,,HSE South West
03/08/2024,HSE South West Total,5,0,5,4,75,0,0,
03/08/2024,Nenagh Hospital,,,,,1,,,HSE Mid West
03/08/2024,St. John's Hospital Limerick,,,,,3,,,HSE Mid West
03/08/2024,UH Limerick,6,8,14,28,9,4,4,HSE Mid West
03/08/2024,HSE Mid West Total,6,8,14,28,18,4,4,
03/08/2024,Letterkenny University Hospital,2,2,4,1,28,2,,HSE West & North West
03/08/2024,Mayo University Hospital,0,0,0,0,5,,,HSE West & North West
03/08/2024,Portiuncula University Hospital,1,0,1,0,6,,,HSE West & North West
03/08/2024,Roscommon University Hospital,,,,,4,,,HSE West & North West
03/08/2024,Sligo University Hospital,0,4,4,10,28,2,,HSE West & North West
03/08/2024,HSE West and North West Total,12,6,18,31,117,4,0,
03/08/2024,National Total,54,14,68,159,400,9,4,
04/08/2024,Cavan General Hospital,16,0,16,8,0,,,HSE Dublin & North East
04/08/2024,Connolly Hospital,0,0,0,0,6,,,HSE Dublin & North East
04/08/2024,Louth County Hospital,,,,,0,,,HSE Dublin & North East
04/08/2024,Mater Misericordiae University Hospital,0,0,0,0,6,,,HSE Dublin & North East
04/08/2024,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
04/08/2024,Our Lady of Lourdes Hospital,5,0,5,15,1,,,HSE Dublin & North East
04/08/2024,Our Lady's Hospital Navan,0,0,0,0,1,,,HSE Dublin & North East
04/08/2024,HSE Dublin and North East Total,21,0,21,23,33,0,0,
04/08/2024,CHI at Tallaght,2,0,2,0,0,,,HSE Dublin & Midlands
04/08/2024,CHI at Temple Street,0,,0,0,3,,,HSE Dublin & Midlands
04/08/2024,MRH Mullingar,1,0,1,3,1,,,HSE Dublin & Midlands
04/08/2024,MRH Portlaoise,5,0,5,9,7,,,HSE Dublin & Midlands
04/08/2024,MRH Tullamore,0,0,0,0,9,,,HSE Dublin & Midlands
04/08/2024,Naas General Hospital,1,0,1,0,10,,,HSE Dublin & Midlands
04/08/2024,St. James's Hospital,4,0,4,0,29,,,HSE Dublin & Midlands
04/08/2024,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin & Midlands
04/08/2024,Tallaght University Hospital,3,0,3,4,16,,,HSE Dublin & Midlands
04/08/2024,HSE Dublin and Midlands Total,17,0,17,16,78,0,0,
04/08/2024,St. Columcille's Hospital,,,,,4,,,HSE Dublin & South East
04/08/2024,St Luke's General Hospital Kilkenny,0,0,0,25,10,,,
04/08/2024,St. Michael's Hospital,,,,,5,,,HSE Dublin & South East
04/08/2024,St. Vincent's University Hospital,10,0,10,50,19,3,1,HSE Dublin & South East
04/08/2024,Tipperary University Hospital,0,0,0,0,10,,,HSE Dublin & South East
04/08/2024,UH Waterford,0,0,0,0,20,,,HSE Dublin & South East
04/08/2024,Wexford General Hospital,2,4,6,3,5,,,HSE Dublin & South East
04/08/2024,HSE Dublin and South East Total,12,4,16,78,79,3,1,
04/08/2024,Cork University Hospital,0,0,0,8,36,,,HSE South West
04/08/2024,Mallow General Hospital,,,,,2,,,HSE South West
04/08/2024,Mercy University Hospital,2,0,2,0,9,,,HSE South West
04/08/2024,South Infirmary Victoria University Hospital,,,,,3,,,HSE South West
04/08/2024,UH Kerry,0,0,0,0,16,,,HSE South West
04/08/2024,HSE South West Total,2,0,2,8,75,0,0,
04/08/2024,Nenagh Hospital,,,,,1,,,HSE Mid West
04/08/2024,St. John's Hospital Limerick,,,,,3,,,HSE Mid West
04/08/2024,UH Limerick,10,20,30,23,9,5,3,HSE Mid West
04/08/2024,HSE Mid West Total,10,20,30,23,18,5,3,
04/08/2024,Letterkenny University Hospital,3,1,4,2,28,,,HSE West & North West
04/08/2024,Mayo University Hospital,2,4,6,0,5,,,HSE West & North West
04/08/2024,Portiuncula University Hospital,1,0,1,0,6,,,HSE West & North West
04/08/2024,Roscommon University Hospital,,,,,4,,,HSE West & North West
04/08/2024,Sligo University Hospital,5,9,14,11,28,3,,HSE West & North West
04/08/2024,HSE West and North West Total,14,14,28,33,117,3,0,
04/08/2024,National Total,76,38,114,181,400,11,4,
05/08/2024,Cavan General Hospital,6,0,6,14,0,,,HSE Dublin & North East
05/08/2024,Connolly Hospital,0,0,0,0,6,,,HSE Dublin & North East
05/08/2024,Louth County Hospital,,,,,0,,,HSE Dublin & North East
05/08/2024,Mater Misericordiae University Hospital,1,0,1,0,6,,,HSE Dublin & North East
05/08/2024,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
05/08/2024,Our Lady of Lourdes Hospital,16,0,16,28,1,,,HSE Dublin & North East
05/08/2024,Our Lady's Hospital Navan,0,0,0,0,1,,,HSE Dublin & North East
05/08/2024,HSE Dublin and North East Total,23,0,23,42,33,0,0,
05/08/2024,CHI at Tallaght,1,0,1,,0,,,HSE Dublin & Midlands
05/08/2024,CHI at Temple Street,0,,0,0,3,,,HSE Dublin & Midlands
05/08/2024,MRH Mullingar,0,0,0,5,1,,,HSE Dublin & Midlands
05/08/2024,MRH Portlaoise,8,0,8,10,7,,,HSE Dublin & Midlands
05/08/2024,MRH Tullamore,0,0,0,14,9,,,HSE Dublin & Midlands
05/08/2024,Naas General Hospital,3,2,5,0,10,,,HSE Dublin & Midlands
05/08/2024,St. James's Hospital,1,0,1,0,29,,,HSE Dublin & Midlands
05/08/2024,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin & Midlands
05/08/2024,Tallaght University Hospital,9,0,9,11,16,,,HSE Dublin & Midlands
05/08/2024,HSE Dublin and Midlands Total,23,2,25,40,78,0,0,
05/08/2024,St. Columcille's Hospital,,,,,4,,,HSE Dublin & South East
05/08/2024,St Luke's General Hospital Kilkenny,0,0,0,20,10,,,
05/08/2024,St. Michael's Hospital,,,,,5,,,HSE Dublin & South East
05/08/2024,St. Vincent's University Hospital,16,0,16,50,19,5,1,HSE Dublin & South East
05/08/2024,Tipperary University Hospital,3,0,3,0,10,,,HSE Dublin & South East
05/08/2024,UH Waterford,0,0,0,7,20,,,HSE Dublin & South East
05/08/2024,Wexford General Hospital,0,4,4,4,5,2,,HSE Dublin & South East
05/08/2024,HSE Dublin and South East Total,19,4,23,81,79,7,1,
05/08/2024,Cork University Hospital,3,0,3,11,36,,,HSE South West
05/08/2024,Mallow General Hospital,,,,,2,,,HSE South West
05/08/2024,Mercy University Hospital,0,0,0,0,9,,,HSE South West
05/08/2024,South Infirmary Victoria University Hospital,,,,,3,,,HSE South West
05/08/2024,UH Kerry,0,0,0,8,15,,,HSE South West
05/08/2024,HSE South West Total,3,0,3,19,74,0,0,
05/08/2024,Nenagh Hospital,,,,,1,,,HSE Mid West
05/08/2024,St. John's Hospital Limerick,,,,,3,,,HSE Mid West
05/08/2024,UH Limerick,11,34,45,29,9,10,4,HSE Mid West
05/08/2024,HSE Mid West Total,11,34,45,29,18,10,4,
05/08/2024,Letterkenny University Hospital,9,4,13,8,28,1,,HSE West & North West
05/08/2024,Mayo University Hospital,5,5,10,5,5,3,,HSE West & North West
05/08/2024,Portiuncula University Hospital,1,0,1,0,6,,,HSE West & North West
05/08/2024,Roscommon University Hospital,,,,,4,,,HSE West & North West
05/08/2024,Sligo University Hospital,3,12,15,12,28,8,,HSE West & North West
05/08/2024,HSE West and North West Total,33,23,56,47,117,12,0,
05/08/2024,National Total,112,63,175,258,399,29,5,
06/08/2024,Cavan General Hospital,11,0,11,14,0,,,HSE Dublin & North East
06/08/2024,Connolly Hospital,0,0,0,0,6,,,HSE Dublin & North East
06/08/2024,Louth County Hospital,,,,,0,,,HSE Dublin & North East
06/08/2024,Mater Misericordiae University Hospital,5,0,5,3,6,,,HSE Dublin & North East
06/08/2024,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
06/08/2024,Our Lady of Lourdes Hospital,25,0,25,31,1,,,HSE Dublin & North East
06/08/2024,Our Lady's Hospital Navan,0,0,0,0,1,,,HSE Dublin & North East
06/08/2024,HSE Dublin and North East Total,47,0,47,48,33,0,0,
06/08/2024,CHI at Tallaght,0,0,0,0,0,,,HSE Dublin & Midlands
06/08/2024,CHI at Temple Street,0,0,0,0,3,,,HSE Dublin & Midlands
06/08/2024,MRH Mullingar,1,0,1,13,1,,,HSE Dublin & Midlands
06/08/2024,MRH Portlaoise,8,0,8,15,7,,,HSE Dublin & Midlands
06/08/2024,MRH Tullamore,0,0,0,27,9,,,HSE Dublin & Midlands
06/08/2024,Naas General Hospital,2,4,6,11,10,1,,HSE Dublin & Midlands
06/08/2024,St. James's Hospital,17,0,17,0,29,1,,HSE Dublin & Midlands
06/08/2024,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin & Midlands
06/08/2024,Tallaght University Hospital,15,0,15,15,16,4,,HSE Dublin & Midlands
06/08/2024,HSE Dublin and Midlands Total,47,4,51,81,78,6,0,
06/08/2024,St. Columcille's Hospital,,,,,4,,,HSE Dublin & South East
06/08/2024,St Luke's General Hospital Kilkenny,3,0,3,37,10,,,
06/08/2024,St. Michael's Hospital,,,,,5,,,HSE Dublin & South East
06/08/2024,St. Vincent's University Hospital,32,0,32,50,19,10,5,HSE Dublin & South East
06/08/2024,Tipperary University Hospital,9,0,9,0,10,2,,HSE Dublin & South East
06/08/2024,UH Waterford,0,0,0,15,20,,,HSE Dublin & South East
06/08/2024,Wexford General Hospital,2,5,7,12,5,2,,HSE Dublin & South East
06/08/2024,HSE Dublin and South East Total,46,5,51,114,79,14,5,
06/08/2024,Cork University Hospital,19,0,19,22,36,,,HSE South West
06/08/2024,Mallow General Hospital,,,,,2,,,HSE South West
06/08/2024,Mercy University Hospital,4,0,4,0,9,,,HSE South West
06/08/2024,South Infirmary Victoria University Hospital,,,,,3,,,HSE South West
06/08/2024,UH Kerry,17,0,17,11,16,1,,HSE South West
06/08/2024,HSE South West Total,40,0,40,33,75,1,0,
06/08/2024,Nenagh Hospital,,,,,1,,,HSE Mid West
06/08/2024,St. John's Hospital Limerick,,,,,3,,,HSE Mid West
06/08/2024,UH Limerick,23,40,63,43,9,27,2,HSE Mid West
06/08/2024,HSE Mid West Total,23,40,63,43,19,27,2,
06/08/2024,Letterkenny University Hospital,22,6,28,20,28,4,,HSE West & North West
06/08/2024,Mayo University Hospital,6,9,15,6,5,7,,HSE West & North West
06/08/2024,Portiuncula University Hospital,3,0,3,0,6,,,HSE West & North West
06/08/2024,Roscommon University Hospital,,,,,4,,,HSE West & North West
06/08/2024,Sligo University Hospital,6,14,20,12,28,11,,HSE West & North West
06/08/2024,HSE West and North West Total,52,38,90,59,117,23,0,
06/08/2024,National Total,255,87,342,378,401,71,7,
07/08/2024,Cavan General Hospital,5,0,5,13,0,,,HSE Dublin & North East
07/08/2024,Connolly Hospital,0,0,0,0,6,,,HSE Dublin & North East
07/08/2024,Louth County Hospital,,,,,0,,,HSE Dublin & North East
07/08/2024,Mater Misericordiae University Hospital,12,0,12,8,6,,,HSE Dublin & North East
07/08/2024,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
07/08/2024,Our Lady of Lourdes Hospital,18,,18,24,1,,,HSE Dublin & North East
07/08/2024,Our Lady's Hospital Navan,5,0,5,3,1,,,HSE Dublin & North East
07/08/2024,HSE Dublin and North East Total,52,0,52,49,32,0,0,
07/08/2024,CHI at Tallaght,1,0,1,0,0,,,HSE Dublin & Midlands
07/08/2024,CHI at Temple Street,3,,3,0,3,,,HSE Dublin & Midlands
07/08/2024,MRH Mullingar,3,0,3,6,1,,,HSE Dublin & Midlands
07/08/2024,MRH Portlaoise,12,0,12,10,7,,,HSE Dublin & Midlands
07/08/2024,MRH Tullamore,0,0,0,36,9,,,HSE Dublin & Midlands
07/08/2024,Naas General Hospital,5,3,8,10,13,,,HSE Dublin & Midlands
07/08/2024,St. James's Hospital,24,0,24,0,26,,,HSE Dublin & Midlands
07/08/2024,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin & Midlands
07/08/2024,Tallaght University Hospital,16,0,16,18,15,3,,HSE Dublin & Midlands
07/08/2024,HSE Dublin and Midlands Total,64,3,67,80,77,3,0,
07/08/2024,St. Columcille's Hospital,,,,,4,,,HSE Dublin & South East
07/08/2024,St Luke's General Hospital Kilkenny,7,0,7,10,13,,,
07/08/2024,St. Michael's Hospital,,,,,3,,,HSE Dublin & South East
07/08/2024,St. Vincent's University Hospital,21,0,21,50,21,3,1,HSE Dublin & South East
07/08/2024,Tipperary University Hospital,7,0,7,0,13,2,,HSE Dublin & South East
07/08/2024,UH Waterford,0,0,0,16,18,,,HSE Dublin & South East
07/08/2024,Wexford General Hospital,4,5,9,16,6,,,HSE Dublin & South East
07/08/2024,HSE Dublin and South East Total,39,5,44,92,83,5,1,
07/08/2024,Cork University Hospital,22,8,30,29,34,,,HSE South West
07/08/2024,Mallow General Hospital,,,,,2,,,HSE South West
07/08/2024,Mercy University Hospital,7,0,7,0,8,,,HSE South West
07/08/2024,South Infirmary Victoria University Hospital,,,,,3,,,HSE South West
07/08/2024,UH Kerry,15,0,15,8,15,5,1,HSE South West
07/08/2024,HSE South West Total,44,8,52,37,71,5,1,
07/08/2024,Nenagh Hospital,,,,,1,,,HSE Mid West
07/08/2024,St. John's Hospital Limerick,,,,,3,,,HSE Mid West
07/08/2024,UH Limerick,30,47,77,53,9,19,7,HSE Mid West
07/08/2024,HSE Mid West Total,30,47,77,53,19,19,7,
07/08/2024,Letterkenny University Hospital,9,8,17,17,27,4,,HSE West & North West
07/08/2024,Mayo University Hospital,4,10,14,0,3,4,,HSE West & North West
07/08/2024,Portiuncula University Hospital,1,0,1,0,5,,,HSE West & North West
07/08/2024,Roscommon University Hospital,,,,,3,,,HSE West & North West
07/08/2024,Sligo University Hospital,5,13,18,12,32,9,,HSE West & North West
07/08/2024,HSE West and North West Total,47,42,89,50,117,21,0,
07/08/2024,National Total,276,105,381,361,399,53,9,
08/08/2024,Cavan General Hospital,1,0,1,12,0,,,HSE Dublin & North East
08/08/2024,Connolly Hospital,0,0,0,0,6,,,HSE Dublin & North East
08/08/2024,Louth County Hospital,,,,,0,,,HSE Dublin & North East
08/08/2024,Mater Misericordiae University Hospital,10,0,10,8,6,,,HSE Dublin & North East
08/08/2024,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
08/08/2024,Our Lady of Lourdes Hospital,24,0,24,25,1,,,HSE Dublin & North East
08/08/2024,Our Lady's Hospital Navan,0,0,0,0,1,,,HSE Dublin & North East
08/08/2024,HSE Dublin and North East Total,45,0,45,56,36,0,0,
08/08/2024,CHI at Tallaght,0,0,0,,0,,,HSE Dublin & Midlands
08/08/2024,CHI at Temple Street,3,,3,,3,,,HSE Dublin & Midlands
08/08/2024,MRH Mullingar,3,0,3,7,1,,,HSE Dublin & Midlands
08/08/2024,MRH Portlaoise,8,0,8,10,7,,,HSE Dublin & Midlands
08/08/2024,MRH Tullamore,0,0,0,33,8,,,HSE Dublin & Midlands
08/08/2024,Naas General Hospital,10,4,14,6,10,1,,HSE Dublin & Midlands
08/08/2024,St. James's Hospital,28,0,28,9,27,,,HSE Dublin & Midlands
08/08/2024,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin & Midlands
08/08/2024,Tallaght University Hospital,21,0,21,18,15,3,,HSE Dublin & Midlands
08/08/2024,HSE Dublin and Midlands Total,73,4,77,83,74,4,0,
08/08/2024,St. Columcille's Hospital,,,,,4,,,HSE Dublin & South East
08/08/2024,St Luke's General Hospital Kilkenny,0,0,0,4,12,,,
08/08/2024,St. Michael's Hospital,,,,,3,,,HSE Dublin & South East
08/08/2024,St. Vincent's University Hospital,23,0,23,50,21,,,HSE Dublin & South East
08/08/2024,Tipperary University Hospital,2,0,2,0,11,1,,HSE Dublin & South East
08/08/2024,UH Waterford,0,0,0,11,23,,,HSE Dublin & South East
08/08/2024,Wexford General Hospital,0,5,5,11,7,3,,HSE Dublin & South East
08/08/2024,HSE Dublin and South East Total,25,5,30,76,86,4,0,
08/08/2024,Cork University Hospital,20,7,27,25,31,2,,HSE South West
08/08/2024,Mallow General Hospital,,,,,2,,,HSE South West
08/08/2024,Mercy University Hospital,9,0,9,0,8,,,HSE South West
08/08/2024,South Infirmary Victoria University Hospital,,,,,2,,,HSE South West
08/08/2024,UH Kerry,13,5,18,9,17,6,,HSE South West
08/08/2024,HSE South West Total,42,12,54,34,69,8,0,
08/08/2024,Nenagh Hospital,,,,,1,,,HSE Mid West
08/08/2024,St. John's Hospital Limerick,,,,,3,,,HSE Mid West
08/08/2024,UH Limerick,36,41,77,53,10,25,8,HSE Mid West
08/08/2024,HSE Mid West Total,36,41,77,53,20,25,8,
08/08/2024,Letterkenny University Hospital,4,6,10,6,28,6,,HSE West & North West
08/08/2024,Mayo University Hospital,5,10,15,0,3,3,,HSE West & North West
08/08/2024,Portiuncula University Hospital,1,0,1,0,5,,,HSE West & North West
08/08/2024,Roscommon University Hospital,,,,,3,,,HSE West & North West
08/08/2024,Sligo University Hospital,5,6,11,9,30,4,,HSE West & North West
08/08/2024,HSE West and North West Total,41,33,74,36,115,18,0,
08/08/2024,National Total,262,95,357,338,400,59,8,
09/08/2024,Cavan General Hospital,12,0,12,9,0,,1,HSE Dublin & North East
09/08/2024,Connolly Hospital,0,0,0,0,6,,,HSE Dublin & North East
09/08/2024,Louth County Hospital,,,,,0,,,HSE Dublin & North East
09/08/2024,Mater Misericordiae University Hospital,14,0,14,8,8,,,HSE Dublin & North East
09/08/2024,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
09/08/2024,Our Lady of Lourdes Hospital,10,0,10,22,1,,,HSE Dublin & North East
09/08/2024,Our Lady's Hospital Navan,0,0,0,0,1,,,HSE Dublin & North East
09/08/2024,HSE Dublin and North East Total,36,0,36,39,38,0,1,
09/08/2024,CHI at Tallaght,0,0,0,0,0,,,HSE Dublin & Midlands
09/08/2024,CHI at Temple Street,1,0,1,0,3,,,HSE Dublin & Midlands
09/08/2024,MRH Mullingar,2,0,2,7,1,,,HSE Dublin & Midlands
09/08/2024,MRH Portlaoise,5,0,5,3,6,,,HSE Dublin & Midlands
09/08/2024,MRH Tullamore,0,0,0,29,8,,,HSE Dublin & Midlands
09/08/2024,Naas General Hospital,7,3,10,9,11,3,,HSE Dublin & Midlands
09/08/2024,St. James's Hospital,19,0,19,11,29,2,,HSE Dublin & Midlands
09/08/2024,St. Luke's Radiation Oncology Network,,,,,0,,,HSE Dublin & Midlands
09/08/2024,Tallaght University Hospital,13,0,13,18,15,5,,HSE Dublin & Midlands
09/08/2024,HSE Dublin and Midlands Total,47,3,50,77,76,10,0,
09/08/2024,St. Columcille's Hospital,,,,,4,,,HSE Dublin & South East
09/08/2024,St Luke's General Hospital Kilkenny,2,0,2,0,12,,,
09/08/2024,St. Michael's Hospital,,,,,3,,,HSE Dublin & South East
09/08/2024,St. Vincent's University Hospital,23,0,23,50,21,,,HSE Dublin & South East
09/08/2024,Tipperary University Hospital,3,0,3,5,11,,,HSE Dublin & South East
09/08/2024,UH Waterford,0,0,0,3,24,,,HSE Dublin & South East
09/08/2024,Wexford General Hospital,0,0,0,15,7,,,HSE Dublin & South East
09/08/2024,HSE Dublin and South East Total,28,0,28,73,87,0,0,
09/08/2024,Cork University Hospital,22,2,24,23,30,,,HSE South West
09/08/2024,Mallow General Hospital,,,,,2,,,HSE South West
09/08/2024,Mercy University Hospital,7,0,7,0,9,2,,HSE South West
09/08/2024,South Infirmary Victoria University Hospital,,,,,2,,,HSE South West
09/08/2024,UH Kerry,13,0,13,8,18,3,,HSE South West
09/08/2024,HSE South West Total,42,2,44,31,68,5,0,
09/08/2024,Nenagh Hospital,,,,,1,,,HSE Mid West
09/08/2024,St. John's Hospital Limerick,,,,,2,,,HSE Mid West
09/08/2024,UH Limerick,16,30,46,49,14,14,5,HSE Mid West
09/08/2024,HSE Mid West Total,16,30,46,49,24,14,5,
09/08/2024,Letterkenny University Hospital,1,3,4,1,29,3,,HSE West & North West
09/08/2024,Mayo University Hospital,4,10,14,0,3,6,,HSE West & North West
09/08/2024,Portiuncula University Hospital,1,0,1,0,4,,,HSE West & North West
09/08/2024,Roscommon University Hospital,,,,,3,,,HSE West & North West
09/08/2024,Sligo University Hospital,7,11,18,10,30,5,,HSE West & North West
09/08/2024,HSE West and North West Total,25,26,51,31,113,15,0,
09/08/2024,National Total,194,61,255,300,406,44,6,
10/08/2024,Cavan General Hospital,2,0,2,12,0,,,HSE Dublin & North East
10/08/2024,Connolly Hospital,0,0,0,0,6,,,HSE Dublin & North East
10/08/2024,Louth County Hospital,,,,,0,,,HSE Dublin & North East
10/08/2024,Mater Misericordiae University Hospital,0,0,0,0,8,,,HSE Dublin & North East
10/08/2024,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
10/08/2024,Our Lady of Lourdes Hospital,4,0,4,10,1,,,HSE Dublin & North East
10/08/2024,Our Lady's Hospital Navan,0,0,0,0,0,,,HSE Dublin & North East
10/08/2024,HSE Dublin and North East Total,6,0,6,22,37,0,0,
10/08/2024,CHI at Tallaght,1,0,1,0,0,,,HSE Dublin & Midlands
