Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs,Region
24/01/2024,MRH Portlaoise,2,0,2,21,3,,,HSE Dublin & Midlands
24/01/2024,MRH Tullamore,0,0,0,30,4,,,HSE Dublin & Midlands
24/01/2024,Naas General Hospital,1,2,3,5,4,,,HSE Dublin & Midlands
24/01/2024,St. James's Hospital,34,0,34,14,20,3,,HSE Dublin & Midlands
24/01/2024,St. Luke's Radiation Oncology Network,,,,,3,,,HSE Dublin & Midlands
24/01/2024,Tallaght University Hospital,24,15,39,26,19,21,,HSE Dublin & Midlands
24/01/2024,HSE Dublin and Midlands Total,76,17,93,106,61,24,0,
24/01/2024,St. Columcille's Hospital,,,,,10,,,HSE Dublin & South East
24/01/2024,St Luke's General Hospital Kilkenny,6,1,7,43,9,,,
24/01/2024,St. Michael's Hospital,,,,,5,,,HSE Dublin & South East
24/01/2024,St. Vincent's University Hospital,22,,22,35,15,2,2,HSE Dublin & South East
24/01/2024,Tipperary University Hospital,5,,5,20,12,,,HSE Dublin & South East
24/01/2024,UH Waterford,0,0,0,8,13,,,HSE Dublin & South East
24/01/2024,Wexford General Hospital,4,1,5,15,6,,,HSE Dublin & South East
24/01/2024,HSE Dublin and South East Total,37,2,39,121,82,2,2,
24/01/2024,Cork University Hospital,38,17,55,26,38,10,10,HSE South West
24/01/2024,Mallow General Hospital,,,,,0,,,HSE South West
24/01/2024,Mercy University Hospital,18,7,25,11,13,1,1,HSE South West
24/01/2024,South Infirmary Victoria University Hospital,,,,,5,,,HSE South West
24/01/2024,UH Kerry,16,2,18,14,15,6,,HSE South West
24/01/2024,HSE South West Total,72,26,98,51,77,17,11,
24/01/2024,Nenagh Hospital,,,,,2,,,HSE Mid West
24/01/2024,St. John's Hospital Limerick,,,,,1,,,HSE Mid West
24/01/2024,UH Limerick,25,41,66,38,12,15,5,HSE Mid West
24/01/2024,HSE Mid West Total,25,41,66,38,16,15,5,
24/01/2024,Letterkenny University Hospital,26,11,37,28,19,2,,HSE West & North West
24/01/2024,Mayo University Hospital,13,10,23,10,13,5,,HSE West & North West
24/01/2024,Portiuncula University Hospital,1,0,1,4,3,,,HSE West & North West
24/01/2024,Roscommon University Hospital,,,,,5,,,HSE West & North West
24/01/2024,Sligo University Hospital,8,14,22,12,20,3,,HSE West & North West
24/01/2024,HSE West and North West Total,67,54,121,74,85,24,1,
24/01/2024,National Total,351,140,491,462,364,82,19,
25/01/2024,Cavan General Hospital,8,0,8,5,2,,,HSE Dublin & North East
25/01/2024,Connolly Hospital,8,0,8,20,6,,,HSE Dublin & North East
25/01/2024,Louth County Hospital,,,,,0,,,HSE Dublin & North East
25/01/2024,Mater Misericordiae University Hospital,22,0,22,9,17,,,HSE Dublin & North East
25/01/2024,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin & North East
25/01/2024,Our Lady of Lourdes Hospital,16,0,16,22,0,,,HSE Dublin & North East
25/01/2024,Our Lady's Hospital Navan,6,0,6,4,0,,,HSE Dublin & North East
25/01/2024,HSE Dublin and North East Total,86,0,86,63,42,0,0,
25/01/2024,CHI at Tallaght,0,0,0,,1,,,HSE Dublin & Midlands
25/01/2024,CHI at Temple Street,4,,4,,4,,,HSE Dublin & Midlands
25/01/2024,MRH Mullingar,9,1,10,7,0,,,HSE Dublin & Midlands
25/01/2024,MRH Portlaoise,1,0,1,23,5,,,HSE Dublin & Midlands
25/01/2024,MRH Tullamore,0,0,0,24,4,,,HSE Dublin & Midlands
25/01/2024,Naas General Hospital,8,3,11,6,10,,,HSE Dublin & Midlands
25/01/2024,St. James's Hospital,20,0,20,16,20,2,,HSE Dublin & Midlands
25/01/2024,St. Luke's Radiation Oncology Network,,,,,3,,,HSE Dublin & Midlands
25/01/2024,Tallaght University Hospital,26,10,36,22,14,17,,HSE Dublin & Midlands
25/01/2024,HSE Dublin and Midlands Total,71,14,85,98,64,19,0,
25/01/2024,St. Columcille's Hospital,,,,,10,,,HSE Dublin & South East
25/01/2024,St Luke's General Hospital Kilkenny,0,0,0,27,6,,,
25/01/2024,St. Michael's Hospital,,,,,5,,,HSE Dublin & South East
25/01/2024,St. Vincent's University Hospital,19,6,25,45,15,,2,HSE Dublin & South East
25/01/2024,Tipperary University Hospital,12,0,12,24,12,1,,HSE Dublin & South East
25/01/2024,UH Waterford,0,0,0,10,10,,,HSE Dublin & South East
25/01/2024,Wexford General Hospital,2,0,2,16,6,,,HSE Dublin & South East
25/01/2024,HSE Dublin and South East Total,33,6,39,122,76,1,2,
25/01/2024,Cork University Hospital,28,16,44,25,37,8,,HSE South West
25/01/2024,Mallow General Hospital,,,,,0,,,HSE South West
25/01/2024,Mercy University Hospital,27,7,34,11,14,16,13,HSE South West
25/01/2024,South Infirmary Victoria University Hospital,,,,,5,,,HSE South West
25/01/2024,UH Kerry,17,3,20,14,20,3,,HSE South West
25/01/2024,HSE South West Total,72,26,98,50,82,27,13,
25/01/2024,Nenagh Hospital,,,,,2,,,HSE Mid West
25/01/2024,St. John's Hospital Limerick,,,,,1,,,HSE Mid West
25/01/2024,UH Limerick,18,39,57,44,11,9,3,HSE Mid West
25/01/2024,HSE Mid West Total,18,39,57,44,15,9,3,
25/01/2024,Letterkenny University Hospital,11,9,20,25,24,4,,HSE West & North West
25/01/2024,Mayo University Hospital,5,12,17,13,13,8,,HSE West & North West
25/01/2024,Portiuncula University Hospital,2,0,2,0,3,,,HSE West & North West
25/01/2024,Roscommon University Hospital,,,,,4,,,HSE West & North West
25/01/2024,Sligo University Hospital,6,15,21,12,20,8,,HSE West & North West
25/01/2024,HSE West and North West Total,44,52,96,78,98,30,0,
25/01/2024,National Total,324,137,461,455,377,86,18,
26/01/2024,Cavan General Hospital,7,0,7,6,2,,,HSE Dublin & North East
26/01/2024,Connolly Hospital,4,0,4,19,6,,,HSE Dublin & North East
26/01/2024,Louth County Hospital,,,,,0,,,HSE Dublin & North East
26/01/2024,Mater Misericordiae University Hospital,7,0,7,9,17,,,HSE Dublin & North East
26/01/2024,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin & North East
26/01/2024,Our Lady of Lourdes Hospital,16,0,16,26,0,1,,HSE Dublin & North East
26/01/2024,Our Lady's Hospital Navan,5,0,5,5,0,,,HSE Dublin & North East
26/01/2024,HSE Dublin and North East Total,48,0,48,66,39,1,0,
26/01/2024,CHI at Tallaght,0,1,1,,1,,,HSE Dublin & Midlands
26/01/2024,CHI at Temple Street,10,,10,,3,,,HSE Dublin & Midlands
26/01/2024,MRH Mullingar,7,1,8,9,0,,,HSE Dublin & Midlands
26/01/2024,MRH Portlaoise,5,0,5,26,5,,,HSE Dublin & Midlands
26/01/2024,MRH Tullamore,0,0,0,30,4,,,HSE Dublin & Midlands
26/01/2024,Naas General Hospital,2,3,5,1,9,,,HSE Dublin & Midlands
26/01/2024,St. James's Hospital,25,0,25,15,21,,,HSE Dublin & Midlands
26/01/2024,St. Luke's Radiation Oncology Network,,,,,3,,,HSE Dublin & Midlands
26/01/2024,Tallaght University Hospital,21,4,25,25,12,8,,HSE Dublin & Midlands
26/01/2024,HSE Dublin and Midlands Total,78,9,87,106,60,8,0,
26/01/2024,St. Columcille's Hospital,,,,,10,,,HSE Dublin & South East
26/01/2024,St Luke's General Hospital Kilkenny,3,4,7,37,5,,,
26/01/2024,St. Michael's Hospital,,,,,5,,,HSE Dublin & South East
26/01/2024,St. Vincent's University Hospital,25,0,25,50,15,7,3,HSE Dublin & South East
26/01/2024,Tipperary University Hospital,14,0,14,12,11,5,,HSE Dublin & South East
26/01/2024,UH Waterford,0,0,0,14,13,,,HSE Dublin & South East
26/01/2024,Wexford General Hospital,0,0,0,14,5,,,HSE Dublin & South East
26/01/2024,HSE Dublin and South East Total,42,4,46,127,77,12,3,
26/01/2024,Cork University Hospital,33,16,49,28,38,19,4,HSE South West
26/01/2024,Mallow General Hospital,,,,,0,,,HSE South West
26/01/2024,Mercy University Hospital,13,7,20,10,13,9,2,HSE South West
26/01/2024,South Infirmary Victoria University Hospital,,,,,2,,,HSE South West
26/01/2024,UH Kerry,18,0,18,14,25,5,,HSE South West
26/01/2024,HSE South West Total,64,23,87,52,84,33,6,
26/01/2024,Nenagh Hospital,,,,,2,,,HSE Mid West
26/01/2024,St. John's Hospital Limerick,,,,,1,,,HSE Mid West
26/01/2024,UH Limerick,18,38,56,39,12,13,2,HSE Mid West
26/01/2024,HSE Mid West Total,18,38,56,39,16,13,2,
26/01/2024,Letterkenny University Hospital,8,7,15,19,21,5,,HSE West & North West
26/01/2024,Mayo University Hospital,5,10,15,10,7,8,,HSE West & North West
26/01/2024,Portiuncula University Hospital,3,0,3,4,2,,,HSE West & North West
26/01/2024,Roscommon University Hospital,,,,,3,,,HSE West & North West
26/01/2024,Sligo University Hospital,10,15,25,13,19,11,,HSE West & North West
26/01/2024,HSE West and North West Total,32,35,67,74,89,25,0,
26/01/2024,National Total,282,109,391,464,365,92,11,
27/01/2024,Cavan General Hospital,0,2,2,10,2,,,HSE Dublin & North East
27/01/2024,Connolly Hospital,0,0,0,14,6,,,HSE Dublin & North East
27/01/2024,Louth County Hospital,,,,,0,,,HSE Dublin & North East
27/01/2024,Mater Misericordiae University Hospital,0,0,0,12,14,,,HSE Dublin & North East
27/01/2024,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin & North East
27/01/2024,Our Lady of Lourdes Hospital,0,0,0,12,0,,,HSE Dublin & North East
27/01/2024,Our Lady's Hospital Navan,0,0,0,4,0,,,HSE Dublin & North East
27/01/2024,HSE Dublin and North East Total,0,2,2,52,40,0,0,
27/01/2024,CHI at Tallaght,1,,1,,1,,,HSE Dublin & Midlands
27/01/2024,CHI at Temple Street,4,,4,0,3,,,HSE Dublin & Midlands
27/01/2024,MRH Mullingar,9,0,9,7,0,,,HSE Dublin & Midlands
27/01/2024,MRH Portlaoise,0,0,0,13,5,,,HSE Dublin & Midlands
27/01/2024,MRH Tullamore,0,0,0,29,6,,,HSE Dublin & Midlands
27/01/2024,Naas General Hospital,2,0,2,0,6,,,HSE Dublin & Midlands
27/01/2024,St. James's Hospital,10,0,10,9,19,,,HSE Dublin & Midlands
27/01/2024,St. Luke's Radiation Oncology Network,,,,,3,,,HSE Dublin & Midlands
27/01/2024,Tallaght University Hospital,12,0,12,16,14,1,,HSE Dublin & Midlands
27/01/2024,HSE Dublin and Midlands Total,40,0,40,74,59,1,0,
27/01/2024,St. Columcille's Hospital,,,,,10,,,HSE Dublin & South East
27/01/2024,St Luke's General Hospital Kilkenny,0,0,0,3,6,,,
27/01/2024,St. Michael's Hospital,,,,,5,,,HSE Dublin & South East
27/01/2024,St. Vincent's University Hospital,22,0,22,50,15,3,1,HSE Dublin & South East
27/01/2024,Tipperary University Hospital,0,0,0,11,11,,,HSE Dublin & South East
27/01/2024,UH Waterford,0,0,0,6,15,,,HSE Dublin & South East
27/01/2024,Wexford General Hospital,0,0,0,6,5,,,HSE Dublin & South East
27/01/2024,HSE Dublin and South East Total,22,0,22,76,80,3,1,
27/01/2024,Cork University Hospital,18,14,32,23,39,3,2,HSE South West
27/01/2024,Mallow General Hospital,,,,,0,,,HSE South West
27/01/2024,Mercy University Hospital,8,0,8,10,12,,,HSE South West
27/01/2024,South Infirmary Victoria University Hospital,,,,,2,,,HSE South West
27/01/2024,UH Kerry,9,0,9,13,23,4,,HSE South West
27/01/2024,HSE South West Total,35,14,49,46,82,7,2,
27/01/2024,Nenagh Hospital,,,,,2,,,HSE Mid West
27/01/2024,St. John's Hospital Limerick,,,,,3,,,HSE Mid West
27/01/2024,UH Limerick,7,42,49,17,11,9,,HSE Mid West
27/01/2024,HSE Mid West Total,7,42,49,17,17,9,0,
27/01/2024,Letterkenny University Hospital,9,3,12,12,19,,,HSE West & North West
27/01/2024,Mayo University Hospital,1,7,8,6,6,1,,HSE West & North West
27/01/2024,Portiuncula University Hospital,1,2,3,0,3,,,HSE West & North West
27/01/2024,Roscommon University Hospital,,,,,2,,,HSE West & North West
27/01/2024,Sligo University Hospital,4,8,12,11,16,5,,HSE West & North West
27/01/2024,HSE West and North West Total,17,20,37,51,80,6,0,
27/01/2024,National Total,121,78,199,316,358,26,3,
28/01/2024,Cavan General Hospital,1,2,3,10,2,,,HSE Dublin & North East
28/01/2024,Connolly Hospital,0,7,7,17,6,,,HSE Dublin & North East
28/01/2024,Louth County Hospital,,,,,0,,,HSE Dublin & North East
28/01/2024,Mater Misericordiae University Hospital,2,0,2,0,14,,,HSE Dublin & North East
28/01/2024,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin & North East
28/01/2024,Our Lady of Lourdes Hospital,7,0,7,16,1,,,HSE Dublin & North East
28/01/2024,Our Lady's Hospital Navan,0,0,0,3,0,,,HSE Dublin & North East
28/01/2024,HSE Dublin and North East Total,10,9,19,46,41,0,0,
28/01/2024,CHI at Tallaght,0,,0,,1,,,HSE Dublin & Midlands
28/01/2024,CHI at Temple Street,1,,1,0,3,,,HSE Dublin & Midlands
28/01/2024,MRH Mullingar,5,,5,10,0,,,HSE Dublin & Midlands
28/01/2024,MRH Portlaoise,0,0,0,15,5,,,HSE Dublin & Midlands
28/01/2024,MRH Tullamore,0,0,0,25,6,,,HSE Dublin & Midlands
28/01/2024,Naas General Hospital,6,0,6,0,6,,,HSE Dublin & Midlands
28/01/2024,St. James's Hospital,5,0,5,8,19,,,HSE Dublin & Midlands
28/01/2024,St. Luke's Radiation Oncology Network,,,,,3,,,HSE Dublin & Midlands
28/01/2024,Tallaght University Hospital,11,0,11,26,14,2,,HSE Dublin & Midlands
28/01/2024,HSE Dublin and Midlands Total,36,0,36,84,59,2,0,
28/01/2024,St. Columcille's Hospital,,,,,10,,,HSE Dublin & South East
28/01/2024,St Luke's General Hospital Kilkenny,1,5,6,6,6,2,,
28/01/2024,St. Michael's Hospital,,,,,5,,,HSE Dublin & South East
28/01/2024,St. Vincent's University Hospital,26,0,26,41,15,7,1,HSE Dublin & South East
28/01/2024,Tipperary University Hospital,1,0,1,12,11,,,HSE Dublin & South East
28/01/2024,UH Waterford,0,0,0,3,15,,,HSE Dublin & South East
28/01/2024,Wexford General Hospital,3,1,4,13,5,,,HSE Dublin & South East
28/01/2024,HSE Dublin and South East Total,31,6,37,75,80,9,1,
28/01/2024,Cork University Hospital,16,14,30,29,37,,,HSE South West
28/01/2024,Mallow General Hospital,,,,,0,,,HSE South West
28/01/2024,Mercy University Hospital,7,0,7,11,12,,,HSE South West
28/01/2024,South Infirmary Victoria University Hospital,,,,,2,,,HSE South West
28/01/2024,UH Kerry,15,0,15,14,23,7,2,HSE South West
28/01/2024,HSE South West Total,38,14,52,54,80,7,2,
28/01/2024,Nenagh Hospital,,,,,2,,,HSE Mid West
28/01/2024,St. John's Hospital Limerick,,,,,3,,,HSE Mid West
28/01/2024,UH Limerick,22,40,62,28,11,29,4,HSE Mid West
28/01/2024,HSE Mid West Total,22,40,62,28,17,29,4,
28/01/2024,Letterkenny University Hospital,0,8,8,11,19,,,HSE West & North West
28/01/2024,Mayo University Hospital,2,5,7,6,6,3,,HSE West & North West
28/01/2024,Portiuncula University Hospital,4,,4,5,3,1,,HSE West & North West
28/01/2024,Roscommon University Hospital,,,,,2,,,HSE West & North West
28/01/2024,Sligo University Hospital,2,11,13,11,16,9,,HSE West & North West
28/01/2024,HSE West and North West Total,8,25,33,70,80,13,0,
28/01/2024,National Total,145,94,239,357,357,60,7,
29/01/2024,Cavan General Hospital,5,2,7,5,2,,,HSE Dublin & North East
29/01/2024,Connolly Hospital,0,0,0,19,6,,,HSE Dublin & North East
29/01/2024,Louth County Hospital,,,,,0,,,HSE Dublin & North East
29/01/2024,Mater Misericordiae University Hospital,17,0,17,15,14,,1,HSE Dublin & North East
29/01/2024,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin & North East
29/01/2024,Our Lady of Lourdes Hospital,18,0,18,22,1,1,,HSE Dublin & North East
29/01/2024,Our Lady's Hospital Navan,5,0,5,6,0,,,HSE Dublin & North East
29/01/2024,HSE Dublin and North East Total,57,2,59,70,41,1,1,
29/01/2024,CHI at Tallaght,3,0,3,0,1,,,HSE Dublin & Midlands
29/01/2024,CHI at Temple Street,3,,3,,3,,,HSE Dublin & Midlands
29/01/2024,MRH Mullingar,3,0,3,21,0,,,HSE Dublin & Midlands
29/01/2024,MRH Portlaoise,1,0,1,15,5,,,HSE Dublin & Midlands
29/01/2024,MRH Tullamore,0,0,0,28,6,,,HSE Dublin & Midlands
29/01/2024,Naas General Hospital,7,2,9,6,6,2,,HSE Dublin & Midlands
29/01/2024,St. James's Hospital,17,0,17,12,19,,,HSE Dublin & Midlands
29/01/2024,St. Luke's Radiation Oncology Network,,,,,3,,,HSE Dublin & Midlands
29/01/2024,Tallaght University Hospital,15,4,19,22,14,4,,HSE Dublin & Midlands
29/01/2024,HSE Dublin and Midlands Total,53,6,59,104,59,6,0,
29/01/2024,St. Columcille's Hospital,,,,,10,,,HSE Dublin & South East
29/01/2024,St Luke's General Hospital Kilkenny,3,4,7,36,6,3,,
29/01/2024,St. Michael's Hospital,,,,,5,,,HSE Dublin & South East
29/01/2024,St. Vincent's University Hospital,23,2,25,35,15,9,2,HSE Dublin & South East
29/01/2024,Tipperary University Hospital,9,0,9,24,11,1,,HSE Dublin & South East
29/01/2024,UH Waterford,0,0,0,9,15,,,HSE Dublin & South East
29/01/2024,Wexford General Hospital,3,6,9,20,5,1,,HSE Dublin & South East
29/01/2024,HSE Dublin and South East Total,38,12,50,124,80,14,2,
29/01/2024,Cork University Hospital,19,19,38,26,34,6,,HSE South West
29/01/2024,Mallow General Hospital,,,,,0,,,HSE South West
29/01/2024,Mercy University Hospital,12,0,12,11,12,2,,HSE South West
29/01/2024,South Infirmary Victoria University Hospital,,,,,2,,,HSE South West
29/01/2024,UH Kerry,15,0,15,14,23,4,,HSE South West
29/01/2024,HSE South West Total,46,19,65,51,77,12,0,
29/01/2024,Nenagh Hospital,,,,,2,,,HSE Mid West
29/01/2024,St. John's Hospital Limerick,,,,,3,,,HSE Mid West
29/01/2024,UH Limerick,27,40,67,47,11,31,3,HSE Mid West
29/01/2024,HSE Mid West Total,27,40,67,47,17,31,3,
29/01/2024,Letterkenny University Hospital,11,9,20,17,19,6,,HSE West & North West
29/01/2024,Mayo University Hospital,8,8,16,9,5,8,,HSE West & North West
29/01/2024,Portiuncula University Hospital,9,0,9,6,3,2,,HSE West & North West
29/01/2024,Roscommon University Hospital,,,,,2,,,HSE West & North West
29/01/2024,Sligo University Hospital,12,12,24,10,16,11,,HSE West & North West
29/01/2024,HSE West and North West Total,48,30,78,63,79,27,0,
29/01/2024,National Total,269,109,378,459,353,91,6,
30/01/2024,Cavan General Hospital,2,4,6,3,2,,,HSE Dublin & North East
30/01/2024,Connolly Hospital,5,0,5,15,6,,,HSE Dublin & North East
30/01/2024,Louth County Hospital,,,,,0,,,HSE Dublin & North East
30/01/2024,Mater Misericordiae University Hospital,13,0,13,6,18,,1,HSE Dublin & North East
30/01/2024,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin & North East
30/01/2024,Our Lady of Lourdes Hospital,19,0,19,23,1,1,,HSE Dublin & North East
30/01/2024,Our Lady's Hospital Navan,4,0,4,4,0,,,HSE Dublin & North East
30/01/2024,HSE Dublin and North East Total,59,4,63,64,42,1,1,
30/01/2024,CHI at Tallaght,1,0,1,0,1,,,HSE Dublin & Midlands
30/01/2024,CHI at Temple Street,6,,6,,3,,,HSE Dublin & Midlands
30/01/2024,MRH Mullingar,0,0,0,16,0,,,HSE Dublin & Midlands
30/01/2024,MRH Portlaoise,0,0,0,15,3,,,HSE Dublin & Midlands
30/01/2024,MRH Tullamore,0,0,0,31,5,,,HSE Dublin & Midlands
30/01/2024,Naas General Hospital,4,0,4,5,3,1,,HSE Dublin & Midlands
30/01/2024,St. James's Hospital,18,0,18,17,19,1,,HSE Dublin & Midlands
30/01/2024,St. Luke's Radiation Oncology Network,,,,,3,,,HSE Dublin & Midlands
30/01/2024,Tallaght University Hospital,20,10,30,21,15,10,,HSE Dublin & Midlands
30/01/2024,HSE Dublin and Midlands Total,58,10,68,105,54,12,0,
30/01/2024,St. Columcille's Hospital,,,,,10,,,HSE Dublin & South East
30/01/2024,St Luke's General Hospital Kilkenny,9,5,14,44,8,2,,
30/01/2024,St. Michael's Hospital,,,,,5,,,HSE Dublin & South East
30/01/2024,St. Vincent's University Hospital,20,0,20,48,15,3,1,HSE Dublin & South East
30/01/2024,Tipperary University Hospital,12,0,12,10,12,3,,HSE Dublin & South East
30/01/2024,UH Waterford,0,0,0,9,16,,,HSE Dublin & South East
30/01/2024,Wexford General Hospital,12,8,20,11,9,2,,HSE Dublin & South East
30/01/2024,HSE Dublin and South East Total,53,13,66,122,90,10,1,
30/01/2024,Cork University Hospital,27,19,46,29,37,7,3,HSE South West
30/01/2024,Mallow General Hospital,,,,,0,,,HSE South West
30/01/2024,Mercy University Hospital,18,0,18,11,10,1,,HSE South West
30/01/2024,South Infirmary Victoria University Hospital,,,,,1,,,HSE South West
30/01/2024,UH Kerry,17,0,17,31,23,2,,HSE South West
30/01/2024,HSE South West Total,62,19,81,71,77,10,3,
30/01/2024,Nenagh Hospital,,,,,1,,,HSE Mid West
30/01/2024,St. John's Hospital Limerick,,,,,3,,,HSE Mid West
30/01/2024,UH Limerick,11,49,60,39,11,9,1,HSE Mid West
30/01/2024,HSE Mid West Total,11,49,60,39,15,9,1,
30/01/2024,Letterkenny University Hospital,6,8,14,11,19,5,,HSE West & North West
30/01/2024,Mayo University Hospital,2,11,13,12,3,6,,HSE West & North West
30/01/2024,Portiuncula University Hospital,5,0,5,11,2,,,HSE West & North West
30/01/2024,Roscommon University Hospital,,,,,2,,,HSE West & North West
30/01/2024,Sligo University Hospital,10,16,26,12,25,7,,HSE West & North West
30/01/2024,HSE West and North West Total,46,47,93,67,83,19,0,
30/01/2024,National Total,289,142,431,468,361,61,6,
31/01/2024,Cavan General Hospital,4,0,4,2,3,,,HSE Dublin & North East
31/01/2024,Connolly Hospital,0,0,0,14,6,,,HSE Dublin & North East
31/01/2024,Louth County Hospital,,,,,0,,,HSE Dublin & North East
31/01/2024,Mater Misericordiae University Hospital,19,0,19,5,17,,,HSE Dublin & North East
31/01/2024,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin & North East
31/01/2024,Our Lady of Lourdes Hospital,16,0,16,23,1,,,HSE Dublin & North East
31/01/2024,Our Lady's Hospital Navan,4,0,4,4,0,,,HSE Dublin & North East
31/01/2024,HSE Dublin and North East Total,50,0,50,51,45,0,0,
31/01/2024,CHI at Tallaght,3,0,3,0,1,,,HSE Dublin & Midlands
31/01/2024,CHI at Temple Street,2,,2,,3,,,HSE Dublin & Midlands
31/01/2024,MRH Mullingar,1,0,1,21,0,,,HSE Dublin & Midlands
31/01/2024,MRH Portlaoise,5,0,5,13,4,,,HSE Dublin & Midlands
31/01/2024,MRH Tullamore,0,0,0,31,4,,,HSE Dublin & Midlands
31/01/2024,Naas General Hospital,4,0,4,6,6,,,HSE Dublin & Midlands
31/01/2024,St. James's Hospital,21,0,21,12,19,2,,HSE Dublin & Midlands
31/01/2024,St. Luke's Radiation Oncology Network,,,,,3,,,HSE Dublin & Midlands
31/01/2024,Tallaght University Hospital,20,5,25,25,16,9,,HSE Dublin & Midlands
31/01/2024,HSE Dublin and Midlands Total,63,5,68,108,58,11,0,
31/01/2024,St. Columcille's Hospital,,,,,11,,,HSE Dublin & South East
31/01/2024,St Luke's General Hospital Kilkenny,6,2,8,41,6,,,
31/01/2024,St. Michael's Hospital,,,,,7,,,HSE Dublin & South East
31/01/2024,St. Vincent's University Hospital,32,2,34,52,15,7,1,HSE Dublin & South East
31/01/2024,Tipperary University Hospital,6,0,6,19,11,5,,HSE Dublin & South East
31/01/2024,UH Waterford,0,0,0,9,18,,,HSE Dublin & South East
31/01/2024,Wexford General Hospital,9,9,18,20,8,2,,HSE Dublin & South East
31/01/2024,HSE Dublin and South East Total,53,13,66,141,91,14,1,
31/01/2024,Cork University Hospital,27,16,43,27,34,11,2,HSE South West
31/01/2024,Mallow General Hospital,,,,,0,,,HSE South West
31/01/2024,Mercy University Hospital,16,0,16,9,12,3,,HSE South West
31/01/2024,South Infirmary Victoria University Hospital,,,,,1,,,HSE South West
31/01/2024,UH Kerry,16,0,16,14,20,5,,HSE South West
31/01/2024,HSE South West Total,59,16,75,50,73,19,2,
31/01/2024,Nenagh Hospital,,,,,0,,,HSE Mid West
31/01/2024,St. John's Hospital Limerick,,,,,5,,,HSE Mid West
31/01/2024,UH Limerick,38,47,85,54,13,14,5,HSE Mid West
31/01/2024,HSE Mid West Total,38,47,85,54,18,14,5,
31/01/2024,Letterkenny University Hospital,5,5,10,8,18,3,,HSE West & North West
31/01/2024,Mayo University Hospital,5,9,14,12,14,6,,HSE West & North West
31/01/2024,Portiuncula University Hospital,7,0,7,8,2,,,HSE West & North West
31/01/2024,Roscommon University Hospital,,,,,2,,,HSE West & North West
31/01/2024,Sligo University Hospital,9,13,22,12,27,4,,HSE West & North West
31/01/2024,HSE West and North West Total,54,38,92,61,91,14,0,
31/01/2024,National Total,317,119,436,465,376,72,8,
01/02/2024,Cavan General Hospital,5,0,5,6,3,,,HSE Dublin & North East
01/02/2024,Connolly Hospital,0,1,1,16,5,,,HSE Dublin & North East
01/02/2024,Louth County Hospital,,,,,0,,,HSE Dublin & North East
01/02/2024,Mater Misericordiae University Hospital,20,0,20,6,20,1,,HSE Dublin & North East
01/02/2024,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin & North East
01/02/2024,Our Lady of Lourdes Hospital,26,0,26,26,1,3,3,HSE Dublin & North East
01/02/2024,Our Lady's Hospital Navan,1,0,1,4,0,,,HSE Dublin & North East
01/02/2024,HSE Dublin and North East Total,63,1,64,61,49,4,3,
01/02/2024,CHI at Tallaght,0,0,0,0,1,,,HSE Dublin & Midlands
01/02/2024,CHI at Temple Street,3,,3,,3,1,,HSE Dublin & Midlands
01/02/2024,MRH Mullingar,4,0,4,7,0,,,HSE Dublin & Midlands
01/02/2024,MRH Portlaoise,11,0,11,9,4,,,HSE Dublin & Midlands
01/02/2024,MRH Tullamore,0,0,0,34,6,,,HSE Dublin & Midlands
01/02/2024,Naas General Hospital,9,2,11,10,6,,,HSE Dublin & Midlands
01/02/2024,St. James's Hospital,23,0,23,15,20,,,HSE Dublin & Midlands
01/02/2024,St. Luke's Radiation Oncology Network,,,,,3,,,HSE Dublin & Midlands
01/02/2024,Tallaght University Hospital,24,0,24,24,13,5,,HSE Dublin & Midlands
01/02/2024,HSE Dublin and Midlands Total,78,2,80,99,58,6,0,
01/02/2024,St. Columcille's Hospital,,,,,10,,,HSE Dublin & South East
01/02/2024,St Luke's General Hospital Kilkenny,6,6,12,43,6,1,,
01/02/2024,St. Michael's Hospital,,,,,7,,,HSE Dublin & South East
01/02/2024,St. Vincent's University Hospital,24,0,24,55,15,2,,HSE Dublin & South East
01/02/2024,Tipperary University Hospital,4,0,4,18,11,2,,HSE Dublin & South East
01/02/2024,UH Waterford,0,0,0,11,19,,,HSE Dublin & South East
01/02/2024,Wexford General Hospital,4,4,8,16,7,2,,HSE Dublin & South East
01/02/2024,HSE Dublin and South East Total,38,10,48,143,89,7,0,
01/02/2024,Cork University Hospital,24,15,39,26,36,8,,HSE South West
01/02/2024,Mallow General Hospital,,,,,0,,,HSE South West
01/02/2024,Mercy University Hospital,4,0,4,6,11,,,HSE South West
01/02/2024,South Infirmary Victoria University Hospital,,,,,1,,,HSE South West
