Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs,Region
05/08/2023,MRH Portlaoise,1,0,1,0,7,,,HSE Dublin & Midlands
05/08/2023,MRH Tullamore,0,0,0,0,5,,,HSE Dublin & Midlands
05/08/2023,Naas General Hospital,0,0,0,0,12,,,HSE Dublin & Midlands
05/08/2023,St. James's Hospital,5,0,5,0,61,,,HSE Dublin & Midlands
05/08/2023,Tallaght University Hospital,8,0,8,8,37,,,HSE Dublin & Midlands
05/08/2023,St Luke's General Hospital Kilkenny,0,,0,21,8,,,
05/08/2023,St. Vincent's University Hospital,20,0,20,21,46,1,,HSE Dublin & South East
05/08/2023,Tipperary University Hospital,0,,0,12,3,,,HSE Dublin & South East
05/08/2023,HSE Dublin and Midlands Total,35,2,37,62,184,1,0,
05/08/2023,Wexford General Hospital,1,,1,0,4,,,HSE Dublin & South East
05/08/2023,Cork University Hospital,0,0,0,0,44,,,HSE South West
05/08/2023,Mercy University Hospital,6,,6,8,17,3,,HSE South West
05/08/2023,UH Kerry,1,0,1,16,21,,,HSE South West
05/08/2023,UH Limerick,0,26,26,22,7,,,HSE Mid West
05/08/2023,Galway University Hospital,7,0,7,20,17,,,HSE West & North West
05/08/2023,Letterkenny University Hospital,0,0,0,0,13,,,HSE West & North West
05/08/2023,HSE Dublin and South East Total,15,26,41,81,137,3,0,
05/08/2023,Portiuncula University Hospital,6,,6,4,5,,,HSE West & North West
05/08/2023,Sligo University Hospital,13,,13,8,11,6,,HSE West & North West
05/08/2023,National Total,73,37,110,175,397,12,Unnamed: 20_level_1,
06/08/2023,Cavan General Hospital,0,0,0,5,2,,,HSE Dublin & North East
06/08/2023,Connolly Hospital,0,0,0,16,9,,,HSE Dublin & North East
06/08/2023,Mater Misericordiae University Hospital,0,,0,0,15,,,HSE Dublin & North East
06/08/2023,Our Lady of Lourdes Hospital,0,0,0,0,2,,,HSE Dublin & North East
06/08/2023,Our Lady's Hospital Navan,0,,0,0,1,,,HSE Dublin & North East
06/08/2023,CHI at Crumlin,1,,1,,4,,,HSE Dublin & Midlands
06/08/2023,CHI at Tallaght,0,,0,,2,,,HSE Dublin & Midlands
06/08/2023,HSE Dublin and North East Total,1,0,1,21,51,0,0,
06/08/2023,MRH Mullingar,3,0,3,0,0,,,HSE Dublin & Midlands
06/08/2023,MRH Portlaoise,6,0,6,0,7,,,HSE Dublin & Midlands
06/08/2023,MRH Tullamore,0,0,0,0,5,,,HSE Dublin & Midlands
06/08/2023,Naas General Hospital,2,,2,0,12,,,HSE Dublin & Midlands
06/08/2023,St. James's Hospital,3,0,3,0,61,,,HSE Dublin & Midlands
06/08/2023,Tallaght University Hospital,3,0,3,8,37,1,,HSE Dublin & Midlands
06/08/2023,St Luke's General Hospital Kilkenny,0,,0,17,8,,,
06/08/2023,St. Vincent's University Hospital,16,0,16,22,46,4,,HSE Dublin & South East
06/08/2023,Tipperary University Hospital,13,,13,12,3,,,HSE Dublin & South East
06/08/2023,HSE Dublin and Midlands Total,50,0,50,59,184,5,0,
06/08/2023,Wexford General Hospital,5,0,5,4,4,,,HSE Dublin & South East
06/08/2023,Cork University Hospital,0,0,0,0,44,,,HSE South West
06/08/2023,Mercy University Hospital,2,,2,7,17,,,HSE South West
06/08/2023,UH Kerry,3,0,3,19,21,,,HSE South West
06/08/2023,UH Limerick,0,31,31,25,7,,,HSE Mid West
06/08/2023,Galway University Hospital,12,3,15,0,17,,,HSE West & North West
06/08/2023,Letterkenny University Hospital,1,1,2,0,13,,,HSE West & North West
06/08/2023,HSE Dublin and South East Total,23,35,58,68,137,0,0,
06/08/2023,Portiuncula University Hospital,6,0,6,6,5,2,,HSE West & North West
06/08/2023,Sligo University Hospital,6,13,19,8,11,6,,HSE West & North West
06/08/2023,National Total,87,53,140,167,397,14,Unnamed: 20_level_1,
07/08/2023,Cavan General Hospital,0,0,0,9,2,,,HSE Dublin & North East
07/08/2023,Connolly Hospital,0,0,0,21,9,,,HSE Dublin & North East
07/08/2023,Mater Misericordiae University Hospital,12,,12,0,15,,,HSE Dublin & North East
07/08/2023,Our Lady of Lourdes Hospital,2,1,3,12,2,,,HSE Dublin & North East
07/08/2023,Our Lady's Hospital Navan,0,,0,5,1,,,HSE Dublin & North East
07/08/2023,CHI at Crumlin,1,,1,,4,,,HSE Dublin & Midlands
07/08/2023,CHI at Tallaght,0,,0,,2,,,HSE Dublin & Midlands
07/08/2023,HSE Dublin and North East Total,15,1,16,47,51,0,0,
07/08/2023,MRH Mullingar,3,0,3,0,0,,,HSE Dublin & Midlands
07/08/2023,MRH Portlaoise,5,,5,0,7,1,,HSE Dublin & Midlands
07/08/2023,MRH Tullamore,0,0,0,0,5,,,HSE Dublin & Midlands
07/08/2023,Naas General Hospital,3,3,6,3,12,,,HSE Dublin & Midlands
07/08/2023,St. James's Hospital,5,0,5,0,61,,,HSE Dublin & Midlands
07/08/2023,Tallaght University Hospital,4,0,4,5,37,,,HSE Dublin & Midlands
07/08/2023,St Luke's General Hospital Kilkenny,0,0,0,0,8,,,
07/08/2023,St. Vincent's University Hospital,24,0,24,22,46,3,,HSE Dublin & South East
07/08/2023,Tipperary University Hospital,15,,15,12,3,7,,HSE Dublin & South East
07/08/2023,HSE Dublin and Midlands Total,59,4,63,42,184,11,0,
07/08/2023,Wexford General Hospital,-2,4,2,4,4,,,HSE Dublin & South East
07/08/2023,Cork University Hospital,2,0,2,0,44,,,HSE South West
07/08/2023,Mercy University Hospital,6,,6,7,17,,,HSE South West
07/08/2023,UH Kerry,10,0,10,20,21,,,HSE South West
07/08/2023,UH Limerick,11,34,45,28,7,,,HSE Mid West
07/08/2023,Galway University Hospital,12,3,15,22,17,3,,HSE West & North West
07/08/2023,Letterkenny University Hospital,3,,3,5,13,,,HSE West & North West
07/08/2023,HSE Dublin and South East Total,42,41,83,94,137,3,0,
07/08/2023,Portiuncula University Hospital,7,,7,7,5,2,,HSE West & North West
07/08/2023,Sligo University Hospital,7,13,20,8,11,13,,HSE West & North West
07/08/2023,National Total,133,66,199,205,397,31,Unnamed: 20_level_1,
08/08/2023,Cavan General Hospital,10,0,10,0,2,,,HSE Dublin & North East
08/08/2023,Connolly Hospital,2,0,2,24,9,,,HSE Dublin & North East
08/08/2023,Mater Misericordiae University Hospital,16,,16,0,15,1,,HSE Dublin & North East
08/08/2023,Our Lady of Lourdes Hospital,18,3,21,19,2,,,HSE Dublin & North East
08/08/2023,Our Lady's Hospital Navan,1,0,1,7,1,,,HSE Dublin & North East
08/08/2023,CHI at Crumlin,5,,5,,4,,,HSE Dublin & Midlands
08/08/2023,CHI at Tallaght,1,,1,,2,,,HSE Dublin & Midlands
08/08/2023,HSE Dublin and North East Total,53,3,56,50,51,1,0,
08/08/2023,MRH Mullingar,4,0,4,0,0,,,HSE Dublin & Midlands
08/08/2023,MRH Portlaoise,4,0,4,2,7,2,,HSE Dublin & Midlands
08/08/2023,MRH Tullamore,0,,0,0,5,,,HSE Dublin & Midlands
08/08/2023,Naas General Hospital,10,4,14,4,12,,,HSE Dublin & Midlands
08/08/2023,St. James's Hospital,6,0,6,0,61,,,HSE Dublin & Midlands
08/08/2023,Tallaght University Hospital,6,0,6,8,37,,,HSE Dublin & Midlands
08/08/2023,St Luke's General Hospital Kilkenny,2,0,2,24,8,,,
08/08/2023,St. Vincent's University Hospital,26,0,26,22,46,6,,HSE Dublin & South East
08/08/2023,Tipperary University Hospital,23,0,23,12,3,12,,HSE Dublin & South East
08/08/2023,HSE Dublin and Midlands Total,84,4,88,72,184,20,0,
08/08/2023,Wexford General Hospital,0,14,14,14,4,3,,HSE Dublin & South East
08/08/2023,Cork University Hospital,1,3,4,10,44,,,HSE South West
08/08/2023,Mercy University Hospital,6,0,6,0,17,,,HSE South West
08/08/2023,UH Kerry,8,0,8,29,21,,,HSE South West
08/08/2023,UH Limerick,20,36,56,46,7,4,,HSE Mid West
08/08/2023,Galway University Hospital,24,7,31,31,17,7,,HSE West & North West
08/08/2023,Letterkenny University Hospital,7,6,13,9,13,1,,HSE West & North West
08/08/2023,HSE Dublin and South East Total,66,66,132,139,137,15,0,
08/08/2023,Portiuncula University Hospital,5,0,5,10,5,1,,HSE West & North West
08/08/2023,Sligo University Hospital,15,13,28,12,11,13,,HSE West & North West
08/08/2023,National Total,232,98,330,291,397,53,Unnamed: 20_level_1,
09/08/2023,Cavan General Hospital,19,1,20,0,2,,,HSE Dublin & North East
09/08/2023,Connolly Hospital,3,0,3,21,8,,,HSE Dublin & North East
09/08/2023,Mater Misericordiae University Hospital,14,,14,0,15,,,HSE Dublin & North East
09/08/2023,Our Lady of Lourdes Hospital,10,1,11,16,1,,,HSE Dublin & North East
09/08/2023,Our Lady's Hospital Navan,6,,6,7,1,,,HSE Dublin & North East
09/08/2023,CHI at Crumlin,4,,4,,4,,,HSE Dublin & Midlands
09/08/2023,CHI at Tallaght,0,,0,,2,,,HSE Dublin & Midlands
09/08/2023,HSE Dublin and North East Total,56,2,58,44,49,0,0,
09/08/2023,MRH Mullingar,4,0,4,0,0,,,HSE Dublin & Midlands
09/08/2023,MRH Portlaoise,2,0,2,0,9,,,HSE Dublin & Midlands
09/08/2023,MRH Tullamore,0,0,0,0,5,,,HSE Dublin & Midlands
09/08/2023,Naas General Hospital,6,5,11,5,9,,,HSE Dublin & Midlands
09/08/2023,St. James's Hospital,13,0,13,0,63,,,HSE Dublin & Midlands
09/08/2023,Tallaght University Hospital,13,0,13,14,37,,,HSE Dublin & Midlands
09/08/2023,St Luke's General Hospital Kilkenny,2,0,2,12,6,,,
09/08/2023,St. Vincent's University Hospital,32,0,32,21,51,5,,HSE Dublin & South East
09/08/2023,Tipperary University Hospital,10,0,10,12,3,4,,HSE Dublin & South East
09/08/2023,HSE Dublin and Midlands Total,88,5,93,64,188,10,0,
09/08/2023,Wexford General Hospital,-3,15,12,15,4,5,,HSE Dublin & South East
09/08/2023,Cork University Hospital,8,1,9,12,44,,,HSE South West
09/08/2023,Mercy University Hospital,9,0,9,6,17,,,HSE South West
09/08/2023,UH Kerry,16,0,16,27,21,3,,HSE South West
09/08/2023,UH Limerick,26,33,59,35,5,2,,HSE Mid West
09/08/2023,Galway University Hospital,32,7,39,20,16,7,,HSE West & North West
09/08/2023,Letterkenny University Hospital,8,1,9,1,14,3,,HSE West & North West
09/08/2023,HSE Dublin and South East Total,96,57,153,130,134,20,0,
09/08/2023,Portiuncula University Hospital,13,0,13,10,6,1,,HSE West & North West
09/08/2023,Sligo University Hospital,14,13,27,11,14,11,,HSE West & North West
09/08/2023,National Total,277,77,354,265,400,48,Unnamed: 20_level_1,
10/08/2023,Cavan General Hospital,15,0,15,5,3,4,,HSE Dublin & North East
10/08/2023,Connolly Hospital,0,0,0,16,8,,,HSE Dublin & North East
10/08/2023,Mater Misericordiae University Hospital,11,,11,0,15,,,HSE Dublin & North East
10/08/2023,Our Lady of Lourdes Hospital,5,4,9,19,1,,,HSE Dublin & North East
10/08/2023,Our Lady's Hospital Navan,0,0,0,5,1,,,HSE Dublin & North East
10/08/2023,CHI at Crumlin,7,,7,,4,,,HSE Dublin & Midlands
10/08/2023,CHI at Tallaght,0,,0,,2,,,HSE Dublin & Midlands
10/08/2023,HSE Dublin and North East Total,45,4,49,45,49,4,0,
10/08/2023,MRH Mullingar,4,0,4,0,1,,,HSE Dublin & Midlands
10/08/2023,MRH Portlaoise,2,,2,0,9,1,,HSE Dublin & Midlands
10/08/2023,MRH Tullamore,0,0,0,0,4,,,HSE Dublin & Midlands
10/08/2023,Naas General Hospital,1,4,5,4,7,,,HSE Dublin & Midlands
10/08/2023,St. James's Hospital,16,0,16,0,62,,,HSE Dublin & Midlands
10/08/2023,Tallaght University Hospital,15,,15,14,39,1,,HSE Dublin & Midlands
10/08/2023,St Luke's General Hospital Kilkenny,0,0,0,10,5,,,
10/08/2023,St. Vincent's University Hospital,26,0,26,22,48,4,,HSE Dublin & South East
10/08/2023,Tipperary University Hospital,12,0,12,12,4,3,,HSE Dublin & South East
10/08/2023,HSE Dublin and Midlands Total,84,4,88,62,184,9,0,
10/08/2023,Wexford General Hospital,2,0,2,0,4,,,HSE Dublin & South East
10/08/2023,Cork University Hospital,12,4,16,13,42,,,HSE South West
10/08/2023,Mercy University Hospital,2,0,2,7,16,,,HSE South West
10/08/2023,UH Kerry,12,0,12,30,20,1,,HSE South West
10/08/2023,UH Limerick,11,35,46,48,13,1,,HSE Mid West
10/08/2023,Galway University Hospital,19,10,29,20,20,6,,HSE West & North West
10/08/2023,Letterkenny University Hospital,7,8,15,8,15,3,,HSE West & North West
10/08/2023,HSE Dublin and South East Total,65,57,122,140,144,11,0,
10/08/2023,Portiuncula University Hospital,5,0,5,11,6,,,HSE West & North West
10/08/2023,Sligo University Hospital,16,12,28,11,14,9,,HSE West & North West
10/08/2023,National Total,232,77,309,280,406,41,Unnamed: 20_level_1,
11/08/2023,Cavan General Hospital,3,,3,3,2,,,HSE Dublin & North East
11/08/2023,Connolly Hospital,0,0,0,16,8,,,HSE Dublin & North East
11/08/2023,Mater Misericordiae University Hospital,18,,18,0,15,,,HSE Dublin & North East
11/08/2023,Our Lady of Lourdes Hospital,6,1,7,24,1,,,HSE Dublin & North East
11/08/2023,Our Lady's Hospital Navan,2,0,2,7,1,,,HSE Dublin & North East
11/08/2023,CHI at Crumlin,4,,4,,4,,,HSE Dublin & Midlands
11/08/2023,CHI at Tallaght,1,,1,,2,,,HSE Dublin & Midlands
11/08/2023,HSE Dublin and North East Total,34,1,35,50,52,0,0,
11/08/2023,MRH Mullingar,3,,3,0,1,,,HSE Dublin & Midlands
11/08/2023,MRH Portlaoise,0,,0,0,9,,,HSE Dublin & Midlands
11/08/2023,MRH Tullamore,0,0,0,10,4,,,HSE Dublin & Midlands
11/08/2023,Naas General Hospital,6,0,6,0,9,1,,HSE Dublin & Midlands
11/08/2023,St. James's Hospital,12,0,12,0,63,,,HSE Dublin & Midlands
11/08/2023,Tallaght University Hospital,11,,11,14,40,,,HSE Dublin & Midlands
11/08/2023,St Luke's General Hospital Kilkenny,1,0,1,22,6,,,
11/08/2023,St. Vincent's University Hospital,10,,10,22,50,3,,HSE Dublin & South East
11/08/2023,Tipperary University Hospital,12,,12,15,5,4,,HSE Dublin & South East
11/08/2023,HSE Dublin and Midlands Total,59,0,59,83,192,8,0,
11/08/2023,Wexford General Hospital,2,0,2,0,4,,,HSE Dublin & South East
11/08/2023,Cork University Hospital,8,0,8,9,42,1,,HSE South West
11/08/2023,Mercy University Hospital,7,0,7,5,14,,,HSE South West
11/08/2023,UH Kerry,14,0,14,17,22,,,HSE South West
11/08/2023,UH Limerick,8,30,38,34,13,,,HSE Mid West
11/08/2023,Galway University Hospital,15,4,19,20,21,2,,HSE West & North West
11/08/2023,Letterkenny University Hospital,14,7,21,10,15,,,HSE West & North West
11/08/2023,HSE Dublin and South East Total,68,41,109,107,145,3,0,
11/08/2023,Portiuncula University Hospital,11,0,11,7,6,1,,HSE West & North West
11/08/2023,Sligo University Hospital,15,13,28,12,14,10,,HSE West & North West
11/08/2023,National Total,207,55,262,270,417,26,Unnamed: 20_level_1,
12/08/2023,Cavan General Hospital,0,0,0,5,2,,,HSE Dublin & North East
12/08/2023,Connolly Hospital,0,0,0,14,8,,,HSE Dublin & North East
12/08/2023,Mater Misericordiae University Hospital,14,,14,0,20,,,HSE Dublin & North East
12/08/2023,Our Lady of Lourdes Hospital,2,0,2,8,1,,,HSE Dublin & North East
12/08/2023,Our Lady's Hospital Navan,0,,0,7,2,,,HSE Dublin & North East
12/08/2023,CHI at Crumlin,2,,2,,4,,,HSE Dublin & Midlands
12/08/2023,CHI at Tallaght,0,,0,,2,,,HSE Dublin & Midlands
12/08/2023,HSE Dublin and North East Total,18,0,18,34,60,0,0,
12/08/2023,MRH Mullingar,1,0,1,0,1,,,HSE Dublin & Midlands
12/08/2023,MRH Portlaoise,4,0,4,0,9,,,HSE Dublin & Midlands
12/08/2023,MRH Tullamore,0,0,0,0,4,,,HSE Dublin & Midlands
12/08/2023,Naas General Hospital,5,0,5,0,8,,,HSE Dublin & Midlands
12/08/2023,St. James's Hospital,6,0,6,0,63,,,HSE Dublin & Midlands
12/08/2023,Tallaght University Hospital,8,0,8,8,40,,,HSE Dublin & Midlands
12/08/2023,St Luke's General Hospital Kilkenny,0,7,7,16,6,,,
12/08/2023,St. Vincent's University Hospital,6,,6,33,46,,,HSE Dublin & South East
12/08/2023,Tipperary University Hospital,0,,0,7,6,,,HSE Dublin & South East
12/08/2023,HSE Dublin and Midlands Total,34,7,41,64,188,1,0,
12/08/2023,Wexford General Hospital,2,0,2,0,4,,,HSE Dublin & South East
12/08/2023,Cork University Hospital,7,0,7,9,42,,,HSE South West
12/08/2023,Mercy University Hospital,3,0,3,0,14,,,HSE South West
12/08/2023,UH Kerry,24,0,24,18,22,9,,HSE South West
12/08/2023,UH Limerick,6,24,30,11,12,2,,HSE Mid West
12/08/2023,Galway University Hospital,21,1,22,22,20,1,,HSE West & North West
12/08/2023,Letterkenny University Hospital,8,,8,7,16,6,,HSE West & North West
12/08/2023,HSE Dublin and South East Total,71,25,96,76,143,18,0,
12/08/2023,Portiuncula University Hospital,7,,7,6,7,,,HSE West & North West
12/08/2023,Sligo University Hospital,6,13,19,9,14,9,,HSE West & North West
12/08/2023,National Total,141,53,194,189,420,31,Unnamed: 20_level_1,
13/08/2023,Cavan General Hospital,2,0,2,9,2,,,HSE Dublin & North East
13/08/2023,Connolly Hospital,0,0,0,15,8,,,HSE Dublin & North East
13/08/2023,Mater Misericordiae University Hospital,22,,22,0,20,2,,HSE Dublin & North East
13/08/2023,Our Lady of Lourdes Hospital,6,1,7,17,1,,,HSE Dublin & North East
13/08/2023,Our Lady's Hospital Navan,0,,0,6,2,,,HSE Dublin & North East
13/08/2023,CHI at Crumlin,0,,0,,4,,,HSE Dublin & Midlands
13/08/2023,CHI at Tallaght,1,,1,,2,,,HSE Dublin & Midlands
13/08/2023,HSE Dublin and North East Total,31,1,32,47,60,2,0,
13/08/2023,MRH Mullingar,2,0,2,0,1,,,HSE Dublin & Midlands
13/08/2023,MRH Portlaoise,3,0,3,0,9,,,HSE Dublin & Midlands
13/08/2023,MRH Tullamore,0,,0,0,4,,,HSE Dublin & Midlands
13/08/2023,Naas General Hospital,17,4,21,0,8,3,,HSE Dublin & Midlands
13/08/2023,St. James's Hospital,16,0,16,0,63,,,HSE Dublin & Midlands
13/08/2023,Tallaght University Hospital,9,,9,8,40,,,HSE Dublin & Midlands
13/08/2023,St Luke's General Hospital Kilkenny,-2,2,0,18,6,,,
13/08/2023,St. Vincent's University Hospital,5,,5,33,46,,,HSE Dublin & South East
13/08/2023,Tipperary University Hospital,6,,6,12,6,,,HSE Dublin & South East
13/08/2023,HSE Dublin and Midlands Total,59,6,65,71,188,3,0,
13/08/2023,Wexford General Hospital,0,0,0,0,4,,,HSE Dublin & South East
13/08/2023,Cork University Hospital,7,0,7,15,42,,,HSE South West
13/08/2023,Mercy University Hospital,2,0,2,0,14,,,HSE South West
13/08/2023,UH Kerry,13,0,13,18,22,3,,HSE South West
13/08/2023,UH Limerick,17,30,47,13,12,1,,HSE Mid West
13/08/2023,Galway University Hospital,15,1,16,22,20,1,,HSE West & North West
13/08/2023,Letterkenny University Hospital,5,7,12,16,16,2,,HSE West & North West
13/08/2023,HSE Dublin and South East Total,59,38,97,98,143,7,0,
13/08/2023,Portiuncula University Hospital,16,,16,6,7,4,,HSE West & North West
13/08/2023,Sligo University Hospital,4,12,16,9,14,9,,HSE West & North West
13/08/2023,National Total,179,70,249,235,420,35,Unnamed: 20_level_1,
14/08/2023,Cavan General Hospital,0,0,0,4,2,,,HSE Dublin & North East
14/08/2023,Connolly Hospital,0,0,0,19,8,,,HSE Dublin & North East
14/08/2023,Mater Misericordiae University Hospital,20,,20,0,20,2,,HSE Dublin & North East
14/08/2023,Our Lady of Lourdes Hospital,11,1,12,17,1,,,HSE Dublin & North East
14/08/2023,Our Lady's Hospital Navan,1,,1,0,2,,,HSE Dublin & North East
14/08/2023,CHI at Crumlin,1,,1,,4,,,HSE Dublin & Midlands
14/08/2023,CHI at Tallaght,0,,0,,2,,,HSE Dublin & Midlands
14/08/2023,HSE Dublin and North East Total,33,1,34,40,60,2,0,
14/08/2023,MRH Mullingar,11,0,11,0,1,2,,HSE Dublin & Midlands
14/08/2023,MRH Portlaoise,6,0,6,0,9,2,,HSE Dublin & Midlands
14/08/2023,MRH Tullamore,0,0,0,0,4,,,HSE Dublin & Midlands
14/08/2023,Naas General Hospital,11,7,18,13,8,10,,HSE Dublin & Midlands
14/08/2023,St. James's Hospital,22,0,22,0,63,1,,HSE Dublin & Midlands
14/08/2023,Tallaght University Hospital,21,0,21,14,40,2,3,HSE Dublin & Midlands
14/08/2023,St Luke's General Hospital Kilkenny,6,0,6,33,6,,,
14/08/2023,St. Vincent's University Hospital,20,0,20,22,46,2,,HSE Dublin & South East
14/08/2023,Tipperary University Hospital,9,0,9,15,6,4,,HSE Dublin & South East
14/08/2023,HSE Dublin and Midlands Total,107,7,114,97,188,23,3,
14/08/2023,Wexford General Hospital,2,3,5,0,4,,,HSE Dublin & South East
14/08/2023,Cork University Hospital,20,6,26,14,42,,4,HSE South West
14/08/2023,Mercy University Hospital,3,,3,0,14,,,HSE South West
14/08/2023,UH Kerry,8,0,8,18,22,3,,HSE South West
14/08/2023,UH Limerick,12,31,43,29,12,4,3,HSE Mid West
14/08/2023,Galway University Hospital,22,6,28,21,20,8,9,HSE West & North West
14/08/2023,Letterkenny University Hospital,14,8,22,29,16,7,,HSE West & North West
14/08/2023,HSE Dublin and South East Total,81,54,135,129,143,22,16,
14/08/2023,Portiuncula University Hospital,19,0,19,13,7,8,1,HSE West & North West
14/08/2023,Sligo University Hospital,12,13,25,11,14,13,1,HSE West & North West
14/08/2023,National Total,260,88,348,301,420,82,21,
15/08/2023,Cavan General Hospital,8,1,9,4,1,,1,HSE Dublin & North East
15/08/2023,Connolly Hospital,0,0,0,19,8,,,HSE Dublin & North East
15/08/2023,Mater Misericordiae University Hospital,28,,28,0,19,4,,HSE Dublin & North East
15/08/2023,Our Lady of Lourdes Hospital,6,1,7,11,1,,,HSE Dublin & North East
15/08/2023,Our Lady's Hospital Navan,2,,2,4,2,,,HSE Dublin & North East
15/08/2023,CHI at Crumlin,2,,2,,4,,,HSE Dublin & Midlands
15/08/2023,CHI at Tallaght,1,,1,,3,,,HSE Dublin & Midlands
15/08/2023,HSE Dublin and North East Total,47,2,49,38,56,4,1,
15/08/2023,MRH Mullingar,15,0,15,2,1,1,,HSE Dublin & Midlands
15/08/2023,MRH Portlaoise,11,,11,5,10,3,,HSE Dublin & Midlands
15/08/2023,MRH Tullamore,0,0,0,0,4,,,HSE Dublin & Midlands
15/08/2023,Naas General Hospital,15,7,22,7,9,10,9,HSE Dublin & Midlands
15/08/2023,St. James's Hospital,25,0,25,0,62,,,HSE Dublin & Midlands
15/08/2023,Tallaght University Hospital,22,,22,14,40,6,,HSE Dublin & Midlands
15/08/2023,St Luke's General Hospital Kilkenny,4,3,7,21,6,1,,
15/08/2023,St. Vincent's University Hospital,20,,20,22,46,2,1,HSE Dublin & South East
15/08/2023,Tipperary University Hospital,5,,5,12,6,1,,HSE Dublin & South East
15/08/2023,HSE Dublin and Midlands Total,120,10,130,83,189,24,10,
15/08/2023,Wexford General Hospital,2,2,4,0,4,,,HSE Dublin & South East
15/08/2023,Cork University Hospital,31,9,40,26,42,,,HSE South West
15/08/2023,Mercy University Hospital,3,0,3,0,17,,,HSE South West
15/08/2023,UH Kerry,8,0,8,17,19,1,1,HSE South West
15/08/2023,UH Limerick,20,31,51,29,12,8,,HSE Mid West
15/08/2023,Galway University Hospital,21,6,27,20,21,3,,HSE West & North West
15/08/2023,Letterkenny University Hospital,8,8,16,26,18,3,,HSE West & North West
15/08/2023,HSE Dublin and South East Total,93,56,149,132,142,15,1,
15/08/2023,Portiuncula University Hospital,7,0,7,15,6,2,,HSE West & North West
15/08/2023,Sligo University Hospital,11,14,25,12,14,8,,HSE West & North West
15/08/2023,National Total,286,96,382,294,415,65,12,
16/08/2023,Cavan General Hospital,22,1,23,5,1,,4,HSE Dublin & North East
16/08/2023,Connolly Hospital,0,0,0,17,8,,,HSE Dublin & North East
16/08/2023,Mater Misericordiae University Hospital,32,,32,0,19,4,,HSE Dublin & North East
16/08/2023,Our Lady of Lourdes Hospital,4,1,5,4,1,,,HSE Dublin & North East
16/08/2023,Our Lady's Hospital Navan,3,0,3,10,2,,,HSE Dublin & North East
16/08/2023,CHI at Crumlin,0,,0,,4,,,HSE Dublin & Midlands
16/08/2023,CHI at Tallaght,0,,0,,2,,,HSE Dublin & Midlands
16/08/2023,HSE Dublin and North East Total,61,2,63,36,56,4,4,
16/08/2023,MRH Mullingar,3,0,3,0,1,,,HSE Dublin & Midlands
16/08/2023,MRH Portlaoise,5,,5,0,10,,,HSE Dublin & Midlands
16/08/2023,MRH Tullamore,0,0,0,6,4,,,HSE Dublin & Midlands
16/08/2023,Naas General Hospital,10,7,17,7,8,2,,HSE Dublin & Midlands
16/08/2023,St. James's Hospital,32,0,32,3,61,4,,HSE Dublin & Midlands
16/08/2023,Tallaght University Hospital,26,0,26,14,38,7,,HSE Dublin & Midlands
16/08/2023,St Luke's General Hospital Kilkenny,4,4,8,22,7,,,
16/08/2023,St. Vincent's University Hospital,19,0,19,35,44,1,1,HSE Dublin & South East
16/08/2023,Tipperary University Hospital,5,0,5,11,6,2,,HSE Dublin & South East
16/08/2023,HSE Dublin and Midlands Total,105,11,116,98,184,16,1,
16/08/2023,Wexford General Hospital,4,3,7,5,4,1,1,HSE Dublin & South East
16/08/2023,Cork University Hospital,11,6,17,17,46,,3,HSE South West
16/08/2023,Mercy University Hospital,15,0,15,0,15,,,HSE South West
16/08/2023,UH Kerry,11,0,11,16,18,5,,HSE South West
16/08/2023,UH Limerick,28,28,56,48,11,3,8,HSE Mid West
16/08/2023,Galway University Hospital,19,7,26,20,20,4,,HSE West & North West
16/08/2023,Letterkenny University Hospital,17,,17,17,20,3,,HSE West & North West
16/08/2023,HSE Dublin and South East Total,105,44,149,139,143,16,12,
16/08/2023,Portiuncula University Hospital,9,0,9,6,6,,,HSE West & North West
16/08/2023,Sligo University Hospital,6,13,19,11,14,9,,HSE West & North West
16/08/2023,National Total,287,80,367,301,412,53,17,
17/08/2023,Cavan General Hospital,9,0,9,0,1,5,4,HSE Dublin & North East
17/08/2023,Connolly Hospital,0,0,0,17,8,,,HSE Dublin & North East
17/08/2023,Mater Misericordiae University Hospital,18,,18,0,19,1,,HSE Dublin & North East
17/08/2023,Our Lady of Lourdes Hospital,5,1,6,9,1,,,HSE Dublin & North East
17/08/2023,Our Lady's Hospital Navan,1,0,1,0,2,,,HSE Dublin & North East
17/08/2023,CHI at Crumlin,7,,7,,4,,,HSE Dublin & Midlands
17/08/2023,CHI at Tallaght,1,,1,,0,,,HSE Dublin & Midlands
17/08/2023,HSE Dublin and North East Total,41,1,42,26,51,6,4,
17/08/2023,MRH Mullingar,2,0,2,1,1,,,HSE Dublin & Midlands
17/08/2023,MRH Portlaoise,2,0,2,0,9,1,,HSE Dublin & Midlands
17/08/2023,MRH Tullamore,0,0,0,5,4,,,HSE Dublin & Midlands
17/08/2023,Naas General Hospital,4,4,8,4,10,,,HSE Dublin & Midlands
17/08/2023,St. James's Hospital,23,0,23,0,60,2,,HSE Dublin & Midlands
17/08/2023,Tallaght University Hospital,13,0,13,14,41,2,,HSE Dublin & Midlands
17/08/2023,St Luke's General Hospital Kilkenny,3,0,3,25,5,,,
