Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs,Region
28/06/2025,Tallaght University Hospital,14,0,14,20,6,,,HSE Dublin & Midlands
28/06/2025,HSE Dublin and Midlands Total,25,0,25,39,61,0,0,
28/06/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
28/06/2025,St Luke's General Hospital Kilkenny,0,0,0,0,8,,,
28/06/2025,St. Michael's Hospital,,,,,6,,,HSE Dublin & South East
28/06/2025,St. Vincent's University Hospital,2,0,2,22,12,1,,HSE Dublin & South East
28/06/2025,Tipperary University Hospital,1,0,1,1,7,1,,HSE Dublin & South East
28/06/2025,UH Waterford,0,0,0,0,20,,,HSE Dublin & South East
28/06/2025,Wexford General Hospital,2,0,2,16,8,,,HSE Dublin & South East
28/06/2025,HSE Dublin and South East Total,5,0,5,39,74,2,0,
28/06/2025,Cork University Hospital,1,0,1,0,18,,,HSE South West
28/06/2025,Mallow General Hospital,,,,,4,,,HSE South West
28/06/2025,Mercy University Hospital,5,0,5,15,16,,,HSE South West
28/06/2025,South Infirmary Victoria University Hospital,,,,,1,,,HSE South West
28/06/2025,UH Kerry,7,0,7,9,26,1,,HSE South West
28/06/2025,HSE South West Total,13,0,13,24,72,1,0,
28/06/2025,Nenagh Hospital,,,,,3,,,HSE Mid West
28/06/2025,St. John's Hospital Limerick,,,,,4,,,HSE Mid West
28/06/2025,UH Limerick,11,35,46,1,4,16,,HSE Mid West
28/06/2025,HSE Mid West Total,11,35,46,1,13,16,0,
28/06/2025,Letterkenny University Hospital,10,2,12,4,36,,,HSE West & North West
28/06/2025,Mayo University Hospital,0,1,1,12,12,1,,HSE West & North West
28/06/2025,Portiuncula University Hospital,0,0,0,0,5,,,HSE West & North West
28/06/2025,Roscommon University Hospital,,,,,2,,,HSE West & North West
28/06/2025,Sligo University Hospital,3,3,6,9,26,,,HSE West & North West
28/06/2025,HSE West and North West Total,28,6,34,47,127,1,0,
28/06/2025,National Total,84,41,125,188,394,20,0,
29/06/2025,Cavan General Hospital,1,0,1,11,2,,,HSE Dublin & North East
29/06/2025,Connolly Hospital,0,0,0,0,6,,,HSE Dublin & North East
29/06/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
29/06/2025,Mater Misericordiae University Hospital,0,0,0,0,16,,,HSE Dublin & North East
29/06/2025,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin & North East
29/06/2025,Our Lady of Lourdes Hospital,9,0,9,33,9,,,HSE Dublin & North East
29/06/2025,Our Lady's Hospital Navan,0,0,0,11,0,,,HSE Dublin & North East
29/06/2025,HSE Dublin and North East Total,12,0,12,55,47,0,0,
29/06/2025,CHI at Tallaght,0,0,0,0,0,,,HSE Dublin & Midlands
29/06/2025,CHI at Temple Street,1,0,1,0,3,,,HSE Dublin & Midlands
29/06/2025,MRH Mullingar,1,0,1,0,1,,,HSE Dublin & Midlands
29/06/2025,MRH Portlaoise,2,0,2,0,4,,,HSE Dublin & Midlands
29/06/2025,MRH Tullamore,0,0,0,22,10,,,HSE Dublin & Midlands
29/06/2025,Naas General Hospital,5,0,5,0,9,1,,HSE Dublin & Midlands
29/06/2025,St. James's Hospital,1,0,1,5,20,,,HSE Dublin & Midlands
29/06/2025,St. Luke's Radiation Oncology Network,,,,,1,,,HSE Dublin & Midlands
29/06/2025,Tallaght University Hospital,14,0,14,24,6,5,,HSE Dublin & Midlands
29/06/2025,HSE Dublin and Midlands Total,25,0,25,51,61,6,0,
29/06/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
29/06/2025,St Luke's General Hospital Kilkenny,0,0,0,0,8,,,
29/06/2025,St. Michael's Hospital,,,,,6,,,HSE Dublin & South East
29/06/2025,St. Vincent's University Hospital,7,0,7,22,12,,,HSE Dublin & South East
29/06/2025,Tipperary University Hospital,0,0,0,2,7,,,HSE Dublin & South East
29/06/2025,UH Waterford,0,0,0,0,20,,,HSE Dublin & South East
29/06/2025,Wexford General Hospital,4,1,5,16,8,,,HSE Dublin & South East
29/06/2025,HSE Dublin and South East Total,11,1,12,40,74,0,0,
29/06/2025,Cork University Hospital,11,0,11,11,18,,,HSE South West
29/06/2025,Mallow General Hospital,,,,,4,,,HSE South West
29/06/2025,Mercy University Hospital,4,0,4,16,16,,,HSE South West
29/06/2025,South Infirmary Victoria University Hospital,,,,,1,,,HSE South West
29/06/2025,UH Kerry,8,0,8,8,22,1,,HSE South West
29/06/2025,HSE South West Total,23,0,23,35,68,1,0,
29/06/2025,Nenagh Hospital,,,,,3,,,HSE Mid West
29/06/2025,St. John's Hospital Limerick,,,,,4,,,HSE Mid West
29/06/2025,UH Limerick,10,45,55,5,4,17,,HSE Mid West
29/06/2025,HSE Mid West Total,10,45,55,5,13,17,0,
29/06/2025,Letterkenny University Hospital,2,5,7,15,36,1,,HSE West & North West
29/06/2025,Mayo University Hospital,6,10,16,12,12,2,,HSE West & North West
29/06/2025,Portiuncula University Hospital,0,0,0,0,5,,,HSE West & North West
29/06/2025,Roscommon University Hospital,,,,,2,,,HSE West & North West
29/06/2025,Sligo University Hospital,3,4,7,10,26,1,,HSE West & North West
29/06/2025,HSE West and North West Total,22,22,44,58,127,6,1,
29/06/2025,National Total,103,68,171,244,390,30,1,
30/06/2025,Cavan General Hospital,6,0,6,3,2,,,HSE Dublin & North East
30/06/2025,Connolly Hospital,0,0,0,3,6,,,HSE Dublin & North East
30/06/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
30/06/2025,Mater Misericordiae University Hospital,2,0,2,0,16,,,HSE Dublin & North East
30/06/2025,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin & North East
30/06/2025,Our Lady of Lourdes Hospital,10,0,10,43,9,,,HSE Dublin & North East
30/06/2025,Our Lady's Hospital Navan,0,0,0,11,0,,,HSE Dublin & North East
30/06/2025,HSE Dublin and North East Total,30,0,30,79,47,0,0,
30/06/2025,CHI at Tallaght,0,0,0,0,0,,,HSE Dublin & Midlands
30/06/2025,CHI at Temple Street,1,0,1,0,3,,,HSE Dublin & Midlands
30/06/2025,MRH Mullingar,4,0,4,0,1,,,HSE Dublin & Midlands
30/06/2025,MRH Portlaoise,0,0,0,0,4,,,HSE Dublin & Midlands
30/06/2025,MRH Tullamore,0,0,0,33,10,,,HSE Dublin & Midlands
30/06/2025,Naas General Hospital,12,5,17,8,9,3,,HSE Dublin & Midlands
30/06/2025,St. James's Hospital,1,0,1,0,20,,,HSE Dublin & Midlands
30/06/2025,St. Luke's Radiation Oncology Network,,,,,1,,,HSE Dublin & Midlands
30/06/2025,Tallaght University Hospital,22,8,30,24,6,10,,HSE Dublin & Midlands
30/06/2025,HSE Dublin and Midlands Total,42,13,55,65,61,13,0,
30/06/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
30/06/2025,St Luke's General Hospital Kilkenny,0,0,0,0,8,,,
30/06/2025,St. Michael's Hospital,,,,,6,,,HSE Dublin & South East
30/06/2025,St. Vincent's University Hospital,20,0,20,22,12,1,,HSE Dublin & South East
30/06/2025,Tipperary University Hospital,7,0,7,10,7,,,HSE Dublin & South East
30/06/2025,UH Waterford,0,0,0,9,20,,,HSE Dublin & South East
30/06/2025,Wexford General Hospital,4,8,12,27,8,1,,HSE Dublin & South East
30/06/2025,HSE Dublin and South East Total,31,8,39,68,74,2,0,
30/06/2025,Cork University Hospital,14,5,19,17,18,1,,HSE South West
30/06/2025,Mallow General Hospital,,,,,4,,,HSE South West
30/06/2025,Mercy University Hospital,5,3,8,16,16,1,,HSE South West
30/06/2025,South Infirmary Victoria University Hospital,,,,,1,,,HSE South West
30/06/2025,UH Kerry,12,7,19,7,21,4,,HSE South West
30/06/2025,HSE South West Total,31,15,46,40,67,6,0,
30/06/2025,Nenagh Hospital,,,,,3,,,HSE Mid West
30/06/2025,St. John's Hospital Limerick,,,,,4,,,HSE Mid West
30/06/2025,UH Limerick,12,49,61,4,4,28,,HSE Mid West
30/06/2025,HSE Mid West Total,12,49,61,4,13,28,0,
30/06/2025,Letterkenny University Hospital,8,5,13,21,36,5,,HSE West & North West
30/06/2025,Mayo University Hospital,8,10,18,15,12,7,,HSE West & North West
30/06/2025,Portiuncula University Hospital,0,0,0,0,5,,,HSE West & North West
30/06/2025,Roscommon University Hospital,,,,,2,,,HSE West & North West
30/06/2025,Sligo University Hospital,9,6,15,11,26,2,,HSE West & North West
30/06/2025,HSE West and North West Total,51,35,86,69,127,26,4,
30/06/2025,National Total,197,120,317,325,389,75,4,
01/07/2025,Cavan General Hospital,19,0,19,3,2,1,,HSE Dublin & North East
01/07/2025,Connolly Hospital,0,0,0,4,5,,,HSE Dublin & North East
01/07/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
01/07/2025,Mater Misericordiae University Hospital,11,0,11,0,14,,,HSE Dublin & North East
01/07/2025,National Orthopaedic Hospital Cappagh,,,,,0,,,HSE Dublin & North East
01/07/2025,Our Lady of Lourdes Hospital,12,0,12,34,7,,,HSE Dublin & North East
01/07/2025,Our Lady's Hospital Navan,0,0,0,6,0,,,HSE Dublin & North East
01/07/2025,HSE Dublin and North East Total,46,0,46,68,46,1,0,
01/07/2025,CHI at Tallaght,1,0,1,0,0,,,HSE Dublin & Midlands
01/07/2025,CHI at Temple Street,1,0,1,0,4,,,HSE Dublin & Midlands
01/07/2025,MRH Mullingar,2,0,2,0,1,,,HSE Dublin & Midlands
01/07/2025,MRH Portlaoise,4,0,4,0,3,,,HSE Dublin & Midlands
01/07/2025,MRH Tullamore,0,0,0,41,10,,,HSE Dublin & Midlands
01/07/2025,Naas General Hospital,4,6,10,5,6,,,HSE Dublin & Midlands
01/07/2025,St. James's Hospital,3,0,3,0,19,,,HSE Dublin & Midlands
01/07/2025,St. Luke's Radiation Oncology Network,,,,,1,,,HSE Dublin & Midlands
01/07/2025,Tallaght University Hospital,16,11,27,24,6,13,,HSE Dublin & Midlands
01/07/2025,HSE Dublin and Midlands Total,31,17,48,70,57,13,0,
01/07/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
01/07/2025,St Luke's General Hospital Kilkenny,2,0,2,3,9,,,
01/07/2025,St. Michael's Hospital,,,,,6,,,HSE Dublin & South East
01/07/2025,St. Vincent's University Hospital,18,0,18,22,11,2,,HSE Dublin & South East
01/07/2025,Tipperary University Hospital,5,0,5,8,11,2,,HSE Dublin & South East
01/07/2025,UH Waterford,0,0,0,0,19,,,HSE Dublin & South East
01/07/2025,Wexford General Hospital,3,5,8,20,7,1,,HSE Dublin & South East
01/07/2025,HSE Dublin and South East Total,28,5,33,53,76,5,0,
01/07/2025,Cork University Hospital,8,6,14,28,18,,,HSE South West
01/07/2025,Mallow General Hospital,,,,,3,,,HSE South West
01/07/2025,Mercy University Hospital,9,3,12,16,17,1,,HSE South West
01/07/2025,South Infirmary Victoria University Hospital,,,,,0,,,HSE South West
01/07/2025,UH Kerry,15,7,22,11,21,3,,HSE South West
01/07/2025,HSE South West Total,32,16,48,55,67,4,0,
01/07/2025,Nenagh Hospital,,,,,2,,,HSE Mid West
01/07/2025,St. John's Hospital Limerick,,,,,4,,,HSE Mid West
01/07/2025,UH Limerick,15,52,67,5,4,22,,HSE Mid West
01/07/2025,HSE Mid West Total,15,52,67,5,12,22,0,
01/07/2025,Letterkenny University Hospital,2,4,6,20,32,2,,HSE West & North West
01/07/2025,Mayo University Hospital,6,15,21,13,12,11,,HSE West & North West
01/07/2025,Portiuncula University Hospital,3,0,3,0,5,,,HSE West & North West
01/07/2025,Roscommon University Hospital,,,,,2,,,HSE West & North West
01/07/2025,Sligo University Hospital,8,5,13,11,27,2,,HSE West & North West
01/07/2025,HSE West and North West Total,52,37,89,71,124,26,3,
01/07/2025,National Total,204,127,331,322,382,71,3,
02/07/2025,Cavan General Hospital,10,0,10,9,2,1,1,HSE Dublin & North East
02/07/2025,Connolly Hospital,0,0,0,8,5,,,HSE Dublin & North East
02/07/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
02/07/2025,Mater Misericordiae University Hospital,11,0,11,11,14,,,HSE Dublin & North East
02/07/2025,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
02/07/2025,Our Lady of Lourdes Hospital,10,0,10,24,7,,,HSE Dublin & North East
02/07/2025,Our Lady's Hospital Navan,0,0,0,6,0,,,HSE Dublin & North East
02/07/2025,HSE Dublin and North East Total,31,0,31,71,46,1,1,
02/07/2025,CHI at Tallaght,1,0,1,0,0,1,,HSE Dublin & Midlands
02/07/2025,CHI at Temple Street,1,0,1,0,4,,,HSE Dublin & Midlands
02/07/2025,MRH Mullingar,6,0,6,0,1,,,HSE Dublin & Midlands
02/07/2025,MRH Portlaoise,3,0,3,0,3,,,HSE Dublin & Midlands
02/07/2025,MRH Tullamore,0,0,0,27,13,,,HSE Dublin & Midlands
02/07/2025,Naas General Hospital,15,6,21,8,8,,,HSE Dublin & Midlands
02/07/2025,St. James's Hospital,9,0,9,0,20,,,HSE Dublin & Midlands
02/07/2025,St. Luke's Radiation Oncology Network,,,,,1,,,HSE Dublin & Midlands
02/07/2025,Tallaght University Hospital,14,8,22,24,9,8,,HSE Dublin & Midlands
02/07/2025,HSE Dublin and Midlands Total,49,14,63,59,66,9,0,
02/07/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
02/07/2025,St Luke's General Hospital Kilkenny,3,4,7,4,9,,,
02/07/2025,St. Michael's Hospital,,,,,6,,,HSE Dublin & South East
02/07/2025,St. Vincent's University Hospital,14,0,14,22,14,,,HSE Dublin & South East
02/07/2025,Tipperary University Hospital,4,0,4,7,12,2,,HSE Dublin & South East
02/07/2025,UH Waterford,0,0,0,0,16,,,HSE Dublin & South East
02/07/2025,Wexford General Hospital,0,1,1,17,7,,,HSE Dublin & South East
02/07/2025,HSE Dublin and South East Total,21,5,26,50,77,2,0,
02/07/2025,Cork University Hospital,10,4,14,20,19,,,HSE South West
02/07/2025,Mallow General Hospital,,,,,3,,,HSE South West
02/07/2025,Mercy University Hospital,5,3,8,16,16,,,HSE South West
02/07/2025,South Infirmary Victoria University Hospital,,,,,1,,,HSE South West
02/07/2025,UH Kerry,14,7,21,11,22,3,3,HSE South West
02/07/2025,HSE South West Total,29,14,43,47,69,3,3,
02/07/2025,Nenagh Hospital,,,,,2,,,HSE Mid West
02/07/2025,St. John's Hospital Limerick,,,,,3,,,HSE Mid West
02/07/2025,UH Limerick,15,50,65,5,4,16,,HSE Mid West
02/07/2025,HSE Mid West Total,15,50,65,5,11,16,0,
02/07/2025,Letterkenny University Hospital,6,4,10,15,34,3,,HSE West & North West
02/07/2025,Mayo University Hospital,6,15,21,14,11,12,,HSE West & North West
02/07/2025,Portiuncula University Hospital,0,0,0,0,6,,,HSE West & North West
02/07/2025,Roscommon University Hospital,,,,,2,,,HSE West & North West
02/07/2025,Sligo University Hospital,6,5,11,12,29,3,,HSE West & North West
02/07/2025,HSE West and North West Total,38,41,79,68,137,30,4,
02/07/2025,National Total,183,124,307,300,406,61,8,
03/07/2025,Cavan General Hospital,4,0,4,7,2,,,HSE Dublin & North East
03/07/2025,Connolly Hospital,0,0,0,10,5,,,HSE Dublin & North East
03/07/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
03/07/2025,Mater Misericordiae University Hospital,12,0,12,0,14,,,HSE Dublin & North East
03/07/2025,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
03/07/2025,Our Lady of Lourdes Hospital,14,0,14,28,7,,,HSE Dublin & North East
03/07/2025,Our Lady's Hospital Navan,0,0,0,6,0,,,HSE Dublin & North East
03/07/2025,HSE Dublin and North East Total,30,0,30,55,45,0,0,
03/07/2025,CHI at Tallaght,1,0,1,0,0,1,,HSE Dublin & Midlands
03/07/2025,CHI at Temple Street,3,0,3,0,4,,,HSE Dublin & Midlands
03/07/2025,MRH Mullingar,7,0,7,0,1,1,1,HSE Dublin & Midlands
03/07/2025,MRH Portlaoise,0,0,0,0,3,,,HSE Dublin & Midlands
03/07/2025,MRH Tullamore,0,0,0,22,12,,,HSE Dublin & Midlands
03/07/2025,Naas General Hospital,2,6,8,6,8,1,,HSE Dublin & Midlands
03/07/2025,St. James's Hospital,2,0,2,0,18,,,HSE Dublin & Midlands
03/07/2025,St. Luke's Radiation Oncology Network,,,,,1,,,HSE Dublin & Midlands
03/07/2025,Tallaght University Hospital,3,8,11,24,13,3,,HSE Dublin & Midlands
03/07/2025,HSE Dublin and Midlands Total,18,14,32,52,67,6,1,
03/07/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
03/07/2025,St Luke's General Hospital Kilkenny,1,3,4,4,12,,,
03/07/2025,St. Michael's Hospital,,,,,6,,,HSE Dublin & South East
03/07/2025,St. Vincent's University Hospital,14,0,14,22,14,,,HSE Dublin & South East
03/07/2025,Tipperary University Hospital,4,0,4,7,14,2,,HSE Dublin & South East
03/07/2025,UH Waterford,0,0,0,0,15,,,HSE Dublin & South East
03/07/2025,Wexford General Hospital,0,4,4,17,7,,,HSE Dublin & South East
03/07/2025,HSE Dublin and South East Total,19,7,26,50,81,2,0,
03/07/2025,Cork University Hospital,6,8,14,23,17,,,HSE South West
03/07/2025,Mallow General Hospital,,,,,3,,,HSE South West
03/07/2025,Mercy University Hospital,6,0,6,15,16,1,,HSE South West
03/07/2025,South Infirmary Victoria University Hospital,,,,,1,,,HSE South West
03/07/2025,UH Kerry,4,0,4,10,21,,,HSE South West
03/07/2025,HSE South West Total,16,8,24,48,65,1,0,
03/07/2025,Nenagh Hospital,,,,,2,,,HSE Mid West
03/07/2025,St. John's Hospital Limerick,,,,,3,,,HSE Mid West
03/07/2025,UH Limerick,14,47,61,5,4,21,,HSE Mid West
03/07/2025,HSE Mid West Total,14,47,61,5,13,21,0,
03/07/2025,Letterkenny University Hospital,2,6,8,9,38,1,,HSE West & North West
03/07/2025,Mayo University Hospital,9,10,19,13,13,3,,HSE West & North West
03/07/2025,Portiuncula University Hospital,0,0,0,0,5,,,HSE West & North West
03/07/2025,Roscommon University Hospital,,,,,5,,,HSE West & North West
03/07/2025,Sligo University Hospital,3,0,3,10,27,,,HSE West & North West
03/07/2025,HSE West and North West Total,25,33,58,60,142,12,0,
03/07/2025,National Total,122,109,231,270,413,42,1,
04/07/2025,Cavan General Hospital,0,0,0,9,2,,,HSE Dublin & North East
04/07/2025,Connolly Hospital,0,0,0,3,5,,,HSE Dublin & North East
04/07/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
04/07/2025,Mater Misericordiae University Hospital,14,0,14,0,14,1,,HSE Dublin & North East
04/07/2025,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
04/07/2025,Our Lady of Lourdes Hospital,14,0,14,34,7,,,HSE Dublin & North East
04/07/2025,Our Lady's Hospital Navan,0,0,0,0,0,,,HSE Dublin & North East
04/07/2025,HSE Dublin and North East Total,28,0,28,46,47,1,0,
04/07/2025,CHI at Tallaght,2,0,2,0,1,1,,HSE Dublin & Midlands
04/07/2025,CHI at Temple Street,0,0,0,0,4,,,HSE Dublin & Midlands
04/07/2025,MRH Mullingar,3,0,3,0,1,,0,HSE Dublin & Midlands
04/07/2025,MRH Portlaoise,0,0,0,0,4,,,HSE Dublin & Midlands
04/07/2025,MRH Tullamore,0,0,0,14,10,,,HSE Dublin & Midlands
04/07/2025,Naas General Hospital,16,3,19,7,8,2,,HSE Dublin & Midlands
04/07/2025,St. James's Hospital,1,0,1,0,17,,,HSE Dublin & Midlands
04/07/2025,St. Luke's Radiation Oncology Network,,,,,1,,,HSE Dublin & Midlands
04/07/2025,Tallaght University Hospital,14,0,14,24,13,,,HSE Dublin & Midlands
04/07/2025,HSE Dublin and Midlands Total,37,3,40,45,66,3,0,
04/07/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
04/07/2025,St Luke's General Hospital Kilkenny,0,0,0,1,12,,,
04/07/2025,St. Michael's Hospital,,,,,6,,,HSE Dublin & South East
04/07/2025,St. Vincent's University Hospital,11,0,11,22,14,,,HSE Dublin & South East
04/07/2025,Tipperary University Hospital,0,0,0,0,14,,,HSE Dublin & South East
04/07/2025,UH Waterford,0,0,0,0,25,,,HSE Dublin & South East
04/07/2025,Wexford General Hospital,1,2,3,16,9,,,HSE Dublin & South East
04/07/2025,HSE Dublin and South East Total,12,2,14,39,92,0,0,
04/07/2025,Cork University Hospital,7,3,10,14,17,1,1,HSE South West
04/07/2025,Mallow General Hospital,,,,,3,,,HSE South West
04/07/2025,Mercy University Hospital,7,4,11,16,18,,,HSE South West
04/07/2025,South Infirmary Victoria University Hospital,,,,,1,,,HSE South West
04/07/2025,UH Kerry,7,0,7,10,20,,,HSE South West
04/07/2025,HSE South West Total,21,7,28,40,65,1,1,
04/07/2025,Nenagh Hospital,,,,,2,,,HSE Mid West
04/07/2025,St. John's Hospital Limerick,,,,,5,,,HSE Mid West
04/07/2025,UH Limerick,15,38,53,2,4,12,,HSE Mid West
04/07/2025,HSE Mid West Total,15,38,53,2,15,12,0,
04/07/2025,Letterkenny University Hospital,8,3,11,1,35,3,,HSE West & North West
04/07/2025,Mayo University Hospital,4,12,16,12,15,9,,HSE West & North West
04/07/2025,Portiuncula University Hospital,0,0,0,0,6,,,HSE West & North West
04/07/2025,Roscommon University Hospital,,,,,5,,,HSE West & North West
04/07/2025,Sligo University Hospital,0,2,2,11,24,,,HSE West & North West
04/07/2025,HSE West and North West Total,19,26,45,46,136,16,0,
04/07/2025,National Total,132,76,208,218,421,33,1,
05/07/2025,Cavan General Hospital,0,0,0,10,2,,,HSE Dublin & North East
05/07/2025,Connolly Hospital,0,0,0,0,5,,,HSE Dublin & North East
05/07/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
05/07/2025,Mater Misericordiae University Hospital,1,0,1,1,14,,,HSE Dublin & North East
05/07/2025,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
05/07/2025,Our Lady of Lourdes Hospital,5,0,5,20,7,,,HSE Dublin & North East
05/07/2025,Our Lady's Hospital Navan,0,0,0,0,0,,,HSE Dublin & North East
05/07/2025,HSE Dublin and North East Total,6,0,6,31,42,0,0,
05/07/2025,CHI at Tallaght,2,0,2,0,1,1,,HSE Dublin & Midlands
05/07/2025,CHI at Temple Street,0,0,0,0,5,,,HSE Dublin & Midlands
05/07/2025,MRH Mullingar,1,0,1,0,1,,,HSE Dublin & Midlands
05/07/2025,MRH Portlaoise,2,0,2,0,4,,,HSE Dublin & Midlands
05/07/2025,MRH Tullamore,0,0,0,0,10,,,HSE Dublin & Midlands
05/07/2025,Naas General Hospital,2,0,2,0,8,,,HSE Dublin & Midlands
05/07/2025,St. James's Hospital,0,0,0,2,17,,,HSE Dublin & Midlands
05/07/2025,St. Luke's Radiation Oncology Network,,,,,1,,,HSE Dublin & Midlands
05/07/2025,Tallaght University Hospital,9,0,9,24,16,1,,HSE Dublin & Midlands
05/07/2025,HSE Dublin and Midlands Total,16,0,16,26,69,2,0,
05/07/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
05/07/2025,St Luke's General Hospital Kilkenny,0,0,0,0,12,,,
05/07/2025,St. Michael's Hospital,,,,,6,,,HSE Dublin & South East
05/07/2025,St. Vincent's University Hospital,5,0,5,22,13,,,HSE Dublin & South East
05/07/2025,Tipperary University Hospital,0,0,0,0,12,,,HSE Dublin & South East
05/07/2025,UH Waterford,0,0,0,0,27,,,HSE Dublin & South East
05/07/2025,Wexford General Hospital,0,0,0,8,8,,,HSE Dublin & South East
05/07/2025,HSE Dublin and South East Total,5,0,5,30,90,0,0,
05/07/2025,Cork University Hospital,2,0,2,0,14,,,HSE South West
05/07/2025,Mallow General Hospital,,,,,3,,,HSE South West
05/07/2025,Mercy University Hospital,4,0,4,16,15,1,,HSE South West
05/07/2025,South Infirmary Victoria University Hospital,,,,,1,,,HSE South West
05/07/2025,UH Kerry,2,0,2,12,22,,,HSE South West
05/07/2025,HSE South West Total,8,0,8,28,61,1,0,
05/07/2025,Nenagh Hospital,,,,,2,,,HSE Mid West
05/07/2025,St. John's Hospital Limerick,,,,,5,,,HSE Mid West
05/07/2025,UH Limerick,6,17,23,0,4,7,,HSE Mid West
05/07/2025,HSE Mid West Total,6,17,23,0,15,7,0,
05/07/2025,Letterkenny University Hospital,7,4,11,0,39,1,,HSE West & North West
05/07/2025,Mayo University Hospital,0,8,8,9,17,5,,HSE West & North West
05/07/2025,Portiuncula University Hospital,0,0,0,0,6,,,HSE West & North West
05/07/2025,Roscommon University Hospital,,,,,4,,,HSE West & North West
05/07/2025,Sligo University Hospital,0,1,1,8,23,1,,HSE West & North West
05/07/2025,HSE West and North West Total,15,14,29,39,139,7,0,
05/07/2025,National Total,56,31,87,154,416,17,0,
06/07/2025,Cavan General Hospital,0,0,0,10,2,,,HSE Dublin & North East
06/07/2025,Connolly Hospital,0,0,0,3,5,,,HSE Dublin & North East
06/07/2025,Louth County Hospital,,,,,0,,,HSE Dublin & North East
06/07/2025,Mater Misericordiae University Hospital,4,0,4,11,14,,,HSE Dublin & North East
06/07/2025,National Orthopaedic Hospital Cappagh,,,,,2,,,HSE Dublin & North East
06/07/2025,Our Lady of Lourdes Hospital,14,0,14,28,7,,,HSE Dublin & North East
06/07/2025,Our Lady's Hospital Navan,0,0,0,0,0,,,HSE Dublin & North East
06/07/2025,HSE Dublin and North East Total,18,0,18,52,42,0,0,
06/07/2025,CHI at Tallaght,1,0,1,0,1,1,,HSE Dublin & Midlands
06/07/2025,CHI at Temple Street,0,0,0,0,5,,,HSE Dublin & Midlands
06/07/2025,MRH Mullingar,2,0,2,0,1,,,HSE Dublin & Midlands
06/07/2025,MRH Portlaoise,3,0,3,0,4,,,HSE Dublin & Midlands
06/07/2025,MRH Tullamore,0,0,0,0,10,,,HSE Dublin & Midlands
06/07/2025,Naas General Hospital,6,0,6,6,8,,,HSE Dublin & Midlands
06/07/2025,St. James's Hospital,0,0,0,0,17,,,HSE Dublin & Midlands
06/07/2025,St. Luke's Radiation Oncology Network,,,,,1,,,HSE Dublin & Midlands
06/07/2025,Tallaght University Hospital,14,0,14,30,16,1,,HSE Dublin & Midlands
06/07/2025,HSE Dublin and Midlands Total,30,0,30,36,69,2,0,
06/07/2025,St. Columcille's Hospital,,,,,3,,,HSE Dublin & South East
06/07/2025,St Luke's General Hospital Kilkenny,3,0,3,0,12,,,
06/07/2025,St. Michael's Hospital,,,,,6,,,HSE Dublin & South East
06/07/2025,St. Vincent's University Hospital,9,0,9,22,13,1,1,HSE Dublin & South East
06/07/2025,Tipperary University Hospital,0,0,0,0,12,,,HSE Dublin & South East
06/07/2025,UH Waterford,0,0,0,0,27,,,HSE Dublin & South East
06/07/2025,Wexford General Hospital,5,9,14,21,8,,,HSE Dublin & South East
06/07/2025,HSE Dublin and South East Total,17,9,26,43,90,1,1,
06/07/2025,Cork University Hospital,0,5,5,11,14,,,HSE South West
06/07/2025,Mallow General Hospital,,,,,3,,,HSE South West
06/07/2025,Mercy University Hospital,5,0,5,16,15,,,HSE South West
06/07/2025,South Infirmary Victoria University Hospital,,,,,1,,,HSE South West
06/07/2025,UH Kerry,7,6,13,10,20,1,,HSE South West
06/07/2025,HSE South West Total,12,11,23,37,59,1,0,
06/07/2025,Nenagh Hospital,,,,,2,,,HSE Mid West
06/07/2025,St. John's Hospital Limerick,,,,,5,,,HSE Mid West
06/07/2025,UH Limerick,11,28,39,3,4,11,,HSE Mid West
06/07/2025,HSE Mid West Total,11,28,39,3,15,11,0,
06/07/2025,Letterkenny University Hospital,7,5,12,9,39,1,,HSE West & North West
