Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs,Region
12/02/2023,Our Lady of Lourdes Hospital,1,1,2,5,21,,,HSE Dublin & North East
12/02/2023,Our Lady's Hospital Navan,0,0,0,12,5,,,HSE Dublin & North East
12/02/2023,CHI at Crumlin,5,,5,,2,,,HSE Dublin & Midlands
12/02/2023,CHI at Tallaght,0,,0,,1,,,HSE Dublin & Midlands
12/02/2023,HSE Dublin and North East Total,31,1,32,53,94,0,0,
12/02/2023,MRH Mullingar,8,,8,0,2,,,HSE Dublin & Midlands
12/02/2023,MRH Portlaoise,4,0,4,0,10,,,HSE Dublin & Midlands
12/02/2023,MRH Tullamore,0,,0,0,7,,,HSE Dublin & Midlands
12/02/2023,Naas General Hospital,6,3,9,0,11,,,HSE Dublin & Midlands
12/02/2023,St. James's Hospital,9,0,9,0,62,,,HSE Dublin & Midlands
12/02/2023,Tallaght University Hospital,40,0,40,6,43,8,,HSE Dublin & Midlands
12/02/2023,St Luke's General Hospital Kilkenny,0,9,9,7,9,3,,
12/02/2023,St. Vincent's University Hospital,18,,18,8,36,5,,HSE Dublin & South East
12/02/2023,Tipperary University Hospital,0,,0,14,8,,,HSE Dublin & South East
12/02/2023,HSE Dublin and Midlands Total,90,12,102,35,190,16,0,
12/02/2023,Wexford General Hospital,4,7,11,24,8,7,,HSE Dublin & South East
12/02/2023,Cork University Hospital,23,4,27,19,52,,,HSE South West
12/02/2023,Mercy University Hospital,8,0,8,6,21,1,,HSE South West
12/02/2023,UH Kerry,5,0,5,11,7,,,HSE South West
12/02/2023,UH Limerick,11,19,30,58,14,5,,HSE Mid West
12/02/2023,Galway University Hospital,13,0,13,21,20,,,HSE West & North West
12/02/2023,Letterkenny University Hospital,10,,10,7,12,4,,HSE West & North West
12/02/2023,HSE Dublin and South East Total,74,30,104,203,164,17,0,
12/02/2023,Portiuncula University Hospital,5,,5,7,8,1,,HSE West & North West
12/02/2023,Sligo University Hospital,1,6,7,8,10,4,,HSE West & North West
12/02/2023,National Total,207,54,261,311,478,41,Unnamed: 20_level_1,
13/02/2023,Cavan General Hospital,4,0,4,1,3,,,HSE Dublin & North East
13/02/2023,Connolly Hospital,2,,2,24,8,,,HSE Dublin & North East
13/02/2023,Mater Misericordiae University Hospital,25,,25,0,43,4,,HSE Dublin & North East
13/02/2023,Our Lady of Lourdes Hospital,11,1,12,21,21,,,HSE Dublin & North East
13/02/2023,Our Lady's Hospital Navan,0,,0,17,5,,,HSE Dublin & North East
13/02/2023,CHI at Crumlin,5,,5,,2,,,HSE Dublin & Midlands
13/02/2023,CHI at Tallaght,7,,7,,1,,,HSE Dublin & Midlands
13/02/2023,HSE Dublin and North East Total,54,1,55,63,94,4,0,
13/02/2023,MRH Mullingar,19,,19,0,2,3,,HSE Dublin & Midlands
13/02/2023,MRH Portlaoise,11,0,11,0,10,1,,HSE Dublin & Midlands
13/02/2023,MRH Tullamore,0,,0,7,7,,,HSE Dublin & Midlands
13/02/2023,Naas General Hospital,9,4,13,8,11,3,,HSE Dublin & Midlands
13/02/2023,St. James's Hospital,15,0,15,0,62,,,HSE Dublin & Midlands
13/02/2023,Tallaght University Hospital,50,,50,12,45,23,,HSE Dublin & Midlands
13/02/2023,St Luke's General Hospital Kilkenny,14,1,15,14,9,9,,
13/02/2023,St. Vincent's University Hospital,27,0,27,20,36,8,,HSE Dublin & South East
13/02/2023,Tipperary University Hospital,8,,8,14,8,,,HSE Dublin & South East
13/02/2023,HSE Dublin and Midlands Total,159,5,164,75,192,47,0,
13/02/2023,Wexford General Hospital,14,9,23,11,8,9,,HSE Dublin & South East
13/02/2023,Cork University Hospital,28,8,36,25,52,1,,HSE South West
13/02/2023,Mercy University Hospital,16,0,16,7,21,4,,HSE South West
13/02/2023,UH Kerry,10,0,10,0,7,3,,HSE South West
13/02/2023,UH Limerick,18,25,43,34,14,7,,HSE Mid West
13/02/2023,Galway University Hospital,22,0,22,20,20,5,,HSE West & North West
13/02/2023,Letterkenny University Hospital,11,5,16,1,12,3,,HSE West & North West
13/02/2023,HSE Dublin and South East Total,119,47,166,158,164,32,0,
13/02/2023,Portiuncula University Hospital,7,0,7,10,8,,,HSE West & North West
13/02/2023,Sligo University Hospital,3,8,11,9,10,6,,HSE West & North West
13/02/2023,National Total,347,69,416,315,480,95,Unnamed: 20_level_1,
14/02/2023,Cavan General Hospital,3,,3,8,3,,,HSE Dublin & North East
14/02/2023,Connolly Hospital,0,0,0,22,8,,,HSE Dublin & North East
14/02/2023,Mater Misericordiae University Hospital,32,,32,0,43,4,,HSE Dublin & North East
14/02/2023,Our Lady of Lourdes Hospital,8,1,9,22,23,,,HSE Dublin & North East
14/02/2023,Our Lady's Hospital Navan,1,,1,10,5,,,HSE Dublin & North East
14/02/2023,CHI at Crumlin,10,,10,,2,1,,HSE Dublin & Midlands
14/02/2023,CHI at Tallaght,7,,7,2,1,,,HSE Dublin & Midlands
14/02/2023,HSE Dublin and North East Total,65,1,66,64,97,5,0,
14/02/2023,MRH Mullingar,17,0,17,0,0,3,,HSE Dublin & Midlands
14/02/2023,MRH Portlaoise,2,0,2,0,9,,,HSE Dublin & Midlands
14/02/2023,MRH Tullamore,0,0,0,4,7,,,HSE Dublin & Midlands
14/02/2023,Naas General Hospital,8,4,12,4,16,,,HSE Dublin & Midlands
14/02/2023,St. James's Hospital,15,0,15,0,60,,,HSE Dublin & Midlands
14/02/2023,Tallaght University Hospital,32,0,32,23,43,17,,HSE Dublin & Midlands
14/02/2023,St Luke's General Hospital Kilkenny,14,2,16,26,8,4,,
14/02/2023,St. Vincent's University Hospital,17,,17,21,35,2,,HSE Dublin & South East
14/02/2023,Tipperary University Hospital,12,0,12,15,8,2,,HSE Dublin & South East
14/02/2023,HSE Dublin and Midlands Total,126,6,132,93,188,29,0,
14/02/2023,Wexford General Hospital,7,9,16,33,8,4,,HSE Dublin & South East
14/02/2023,Cork University Hospital,22,7,29,23,47,,,HSE South West
14/02/2023,Mercy University Hospital,17,0,17,7,25,4,,HSE South West
14/02/2023,UH Kerry,12,0,12,0,7,2,,HSE South West
14/02/2023,UH Limerick,24,25,49,81,12,5,,HSE Mid West
14/02/2023,Galway University Hospital,19,5,24,0,17,1,,HSE West & North West
14/02/2023,Letterkenny University Hospital,10,5,15,1,11,5,,HSE West & North West
14/02/2023,HSE Dublin and South East Total,111,51,162,213,160,21,0,
14/02/2023,Portiuncula University Hospital,5,0,5,7,8,,,HSE West & North West
14/02/2023,Sligo University Hospital,2,10,12,8,7,3,,HSE West & North West
14/02/2023,National Total,318,76,394,385,471,66,Unnamed: 20_level_1,
15/02/2023,Cavan General Hospital,5,0,5,5,3,,,HSE Dublin & North East
15/02/2023,Connolly Hospital,0,0,0,20,8,,,HSE Dublin & North East
15/02/2023,Mater Misericordiae University Hospital,30,,30,0,39,4,,HSE Dublin & North East
15/02/2023,Our Lady of Lourdes Hospital,11,1,12,16,23,,,HSE Dublin & North East
15/02/2023,Our Lady's Hospital Navan,0,,0,8,5,,,HSE Dublin & North East
15/02/2023,CHI at Crumlin,13,,13,,2,,,HSE Dublin & Midlands
15/02/2023,CHI at Tallaght,1,,1,,1,,,HSE Dublin & Midlands
15/02/2023,HSE Dublin and North East Total,65,1,66,49,97,4,0,
15/02/2023,MRH Mullingar,8,0,8,0,0,1,,HSE Dublin & Midlands
15/02/2023,MRH Portlaoise,0,0,0,0,9,,,HSE Dublin & Midlands
15/02/2023,MRH Tullamore,0,0,0,7,7,,,HSE Dublin & Midlands
15/02/2023,Naas General Hospital,8,4,12,4,15,,,HSE Dublin & Midlands
15/02/2023,St. James's Hospital,17,0,17,0,58,,,HSE Dublin & Midlands
15/02/2023,Tallaght University Hospital,23,,23,7,43,9,,HSE Dublin & Midlands
15/02/2023,St Luke's General Hospital Kilkenny,8,3,11,15,11,3,,
15/02/2023,St. Vincent's University Hospital,28,0,28,19,39,4,,HSE Dublin & South East
15/02/2023,Tipperary University Hospital,14,,14,15,10,4,,HSE Dublin & South East
15/02/2023,HSE Dublin and Midlands Total,114,7,121,67,194,21,0,
15/02/2023,Wexford General Hospital,4,7,11,23,9,3,,HSE Dublin & South East
15/02/2023,Cork University Hospital,31,6,37,24,44,5,,HSE South West
15/02/2023,Mercy University Hospital,24,0,24,7,26,8,,HSE South West
15/02/2023,UH Kerry,19,,19,13,15,4,,HSE South West
15/02/2023,UH Limerick,19,22,41,76,18,3,,HSE Mid West
15/02/2023,Galway University Hospital,21,6,27,0,22,6,,HSE West & North West
15/02/2023,Letterkenny University Hospital,15,6,21,0,10,6,,HSE West & North West
15/02/2023,HSE Dublin and South East Total,133,47,180,197,177,35,0,
15/02/2023,Portiuncula University Hospital,3,0,3,6,8,,,HSE West & North West
15/02/2023,Sligo University Hospital,10,14,24,10,7,9,,HSE West & North West
15/02/2023,National Total,337,78,415,329,495,75,Unnamed: 20_level_1,
16/02/2023,Cavan General Hospital,10,,10,5,3,,,HSE Dublin & North East
16/02/2023,Connolly Hospital,0,0,0,19,8,,,HSE Dublin & North East
16/02/2023,Mater Misericordiae University Hospital,44,,44,0,41,12,,HSE Dublin & North East
16/02/2023,Our Lady of Lourdes Hospital,20,2,22,15,23,,,HSE Dublin & North East
16/02/2023,Our Lady's Hospital Navan,2,0,2,10,4,,,HSE Dublin & North East
16/02/2023,CHI at Crumlin,8,,8,,2,,,HSE Dublin & Midlands
16/02/2023,CHI at Tallaght,1,,1,,1,,,HSE Dublin & Midlands
16/02/2023,HSE Dublin and North East Total,85,2,87,80,96,12,0,
16/02/2023,MRH Mullingar,4,0,4,0,0,1,,HSE Dublin & Midlands
16/02/2023,MRH Portlaoise,2,,2,0,8,,,HSE Dublin & Midlands
16/02/2023,MRH Tullamore,0,0,0,4,6,,,HSE Dublin & Midlands
16/02/2023,Naas General Hospital,15,4,19,4,13,,,HSE Dublin & Midlands
16/02/2023,St. James's Hospital,30,0,30,0,59,,,HSE Dublin & Midlands
16/02/2023,Tallaght University Hospital,30,,30,13,42,15,,HSE Dublin & Midlands
16/02/2023,St Luke's General Hospital Kilkenny,9,0,9,22,13,2,,
16/02/2023,St. Vincent's University Hospital,25,0,25,20,39,3,,HSE Dublin & South East
16/02/2023,Tipperary University Hospital,8,,8,12,8,3,,HSE Dublin & South East
16/02/2023,HSE Dublin and Midlands Total,125,4,129,75,191,24,0,
16/02/2023,Wexford General Hospital,2,9,11,5,8,6,,HSE Dublin & South East
16/02/2023,Cork University Hospital,24,4,28,22,46,,,HSE South West
16/02/2023,Mercy University Hospital,27,0,27,9,25,9,,HSE South West
16/02/2023,UH Kerry,15,0,15,10,15,7,,HSE South West
16/02/2023,UH Limerick,17,23,40,25,23,5,,HSE Mid West
16/02/2023,Galway University Hospital,27,12,39,23,22,7,,HSE West & North West
16/02/2023,Letterkenny University Hospital,24,,24,12,12,4,,HSE West & North West
16/02/2023,HSE Dublin and South East Total,136,48,184,164,190,38,0,
16/02/2023,Portiuncula University Hospital,4,0,4,6,8,,,HSE West & North West
16/02/2023,Sligo University Hospital,1,10,11,9,8,9,,HSE West & North West
16/02/2023,National Total,359,70,429,339,502,88,Unnamed: 20_level_1,
17/02/2023,Cavan General Hospital,7,,7,5,3,1,,HSE Dublin & North East
17/02/2023,Connolly Hospital,0,,0,16,8,,,HSE Dublin & North East
17/02/2023,Mater Misericordiae University Hospital,46,,46,0,42,7,,HSE Dublin & North East
17/02/2023,Our Lady of Lourdes Hospital,14,1,15,24,23,,,HSE Dublin & North East
17/02/2023,Our Lady's Hospital Navan,5,0,5,10,4,,,HSE Dublin & North East
17/02/2023,CHI at Crumlin,6,,6,,2,,,HSE Dublin & Midlands
17/02/2023,CHI at Tallaght,1,,1,,0,,,HSE Dublin & Midlands
17/02/2023,HSE Dublin and North East Total,91,1,92,55,93,8,0,
17/02/2023,MRH Mullingar,3,,3,0,0,1,,HSE Dublin & Midlands
17/02/2023,MRH Portlaoise,0,0,0,0,8,,,HSE Dublin & Midlands
17/02/2023,MRH Tullamore,0,0,0,5,5,,,HSE Dublin & Midlands
17/02/2023,Naas General Hospital,14,4,18,10,15,2,,HSE Dublin & Midlands
17/02/2023,St. James's Hospital,26,0,26,0,59,3,,HSE Dublin & Midlands
17/02/2023,Tallaght University Hospital,18,0,18,6,42,9,,HSE Dublin & Midlands
17/02/2023,St Luke's General Hospital Kilkenny,9,2,11,9,12,1,,
17/02/2023,St. Vincent's University Hospital,37,,37,35,42,10,,HSE Dublin & South East
17/02/2023,Tipperary University Hospital,7,,7,12,8,1,,HSE Dublin & South East
17/02/2023,HSE Dublin and Midlands Total,124,6,130,77,194,27,0,
17/02/2023,Wexford General Hospital,2,8,10,0,8,2,,HSE Dublin & South East
17/02/2023,Cork University Hospital,19,3,22,26,40,2,,HSE South West
17/02/2023,Mercy University Hospital,15,0,15,8,23,4,,HSE South West
17/02/2023,UH Kerry,18,0,18,12,19,2,,HSE South West
17/02/2023,UH Limerick,22,25,47,23,19,1,,HSE Mid West
17/02/2023,Galway University Hospital,17,11,28,26,22,5,,HSE West & North West
17/02/2023,Letterkenny University Hospital,22,,22,9,11,4,,HSE West & North West
17/02/2023,HSE Dublin and South East Total,115,47,162,155,182,20,0,
17/02/2023,Portiuncula University Hospital,5,0,5,5,7,,,HSE West & North West
17/02/2023,Sligo University Hospital,6,9,15,8,10,6,,HSE West & North West
17/02/2023,National Total,350,70,420,305,494,65,Unnamed: 20_level_1,
18/02/2023,Cavan General Hospital,0,,0,9,3,,,HSE Dublin & North East
18/02/2023,Connolly Hospital,0,0,0,14,8,,,HSE Dublin & North East
18/02/2023,Mater Misericordiae University Hospital,20,,20,0,37,1,,HSE Dublin & North East
18/02/2023,Our Lady of Lourdes Hospital,12,2,14,8,26,,,HSE Dublin & North East
18/02/2023,Our Lady's Hospital Navan,2,,2,15,4,,,HSE Dublin & North East
18/02/2023,CHI at Crumlin,11,,11,,2,,,HSE Dublin & Midlands
18/02/2023,CHI at Tallaght,0,,0,,0,,,HSE Dublin & Midlands
18/02/2023,HSE Dublin and North East Total,45,2,47,46,91,1,0,
18/02/2023,MRH Mullingar,2,0,2,0,0,,,HSE Dublin & Midlands
18/02/2023,MRH Portlaoise,2,,2,0,8,,,HSE Dublin & Midlands
18/02/2023,MRH Tullamore,0,0,0,0,4,,,HSE Dublin & Midlands
18/02/2023,Naas General Hospital,3,1,4,0,13,,,HSE Dublin & Midlands
18/02/2023,St. James's Hospital,8,0,8,0,61,,,HSE Dublin & Midlands
18/02/2023,Tallaght University Hospital,23,0,23,6,45,8,,HSE Dublin & Midlands
18/02/2023,St Luke's General Hospital Kilkenny,0,0,0,4,12,,,
18/02/2023,St. Vincent's University Hospital,17,0,17,22,41,6,,HSE Dublin & South East
18/02/2023,Tipperary University Hospital,9,,9,12,8,1,,HSE Dublin & South East
18/02/2023,HSE Dublin and Midlands Total,68,1,69,44,195,16,0,
18/02/2023,Wexford General Hospital,15,,15,4,7,2,,HSE Dublin & South East
18/02/2023,Cork University Hospital,12,10,22,24,50,,,HSE South West
18/02/2023,Mercy University Hospital,4,,4,7,22,,,HSE South West
18/02/2023,UH Kerry,21,0,21,0,17,3,,HSE South West
18/02/2023,UH Limerick,17,14,31,16,15,3,,HSE Mid West
18/02/2023,Galway University Hospital,21,5,26,0,22,7,,HSE West & North West
18/02/2023,Letterkenny University Hospital,16,,16,1,11,3,,HSE West & North West
18/02/2023,HSE Dublin and South East Total,106,29,135,100,181,18,0,
18/02/2023,Portiuncula University Hospital,1,5,6,6,7,1,,HSE West & North West
18/02/2023,Sligo University Hospital,1,7,8,0,10,3,,HSE West & North West
18/02/2023,National Total,229,51,280,201,494,45,Unnamed: 20_level_1,
19/02/2023,Cavan General Hospital,7,,7,10,3,,,HSE Dublin & North East
19/02/2023,Connolly Hospital,0,0,0,13,8,,,HSE Dublin & North East
19/02/2023,Mater Misericordiae University Hospital,40,,40,,37,10,,HSE Dublin & North East
19/02/2023,Our Lady of Lourdes Hospital,15,,15,13,26,,,HSE Dublin & North East
19/02/2023,Our Lady's Hospital Navan,8,,8,16,4,,,HSE Dublin & North East
19/02/2023,CHI at Crumlin,11,,11,,2,,,HSE Dublin & Midlands
19/02/2023,CHI at Tallaght,2,,2,,0,,,HSE Dublin & Midlands
19/02/2023,HSE Dublin and North East Total,83,0,83,52,91,10,0,
19/02/2023,MRH Mullingar,3,0,3,0,0,,,HSE Dublin & Midlands
19/02/2023,MRH Portlaoise,7,0,7,0,8,,,HSE Dublin & Midlands
19/02/2023,MRH Tullamore,0,0,0,7,4,,,HSE Dublin & Midlands
19/02/2023,Naas General Hospital,9,0,9,0,13,1,,HSE Dublin & Midlands
19/02/2023,St. James's Hospital,5,0,5,0,61,,,HSE Dublin & Midlands
19/02/2023,Tallaght University Hospital,23,0,23,6,45,10,,HSE Dublin & Midlands
19/02/2023,St Luke's General Hospital Kilkenny,3,,3,0,12,,,
19/02/2023,St. Vincent's University Hospital,29,,29,,41,7,,HSE Dublin & South East
19/02/2023,Tipperary University Hospital,5,,5,,8,2,,HSE Dublin & South East
19/02/2023,HSE Dublin and Midlands Total,87,0,87,13,195,20,0,
19/02/2023,Wexford General Hospital,-1,12,11,6,7,4,,HSE Dublin & South East
19/02/2023,Cork University Hospital,27,8,35,20,50,,,HSE South West
19/02/2023,Mercy University Hospital,7,,7,7,22,,,HSE South West
19/02/2023,UH Kerry,23,0,23,0,17,9,,HSE South West
19/02/2023,UH Limerick,22,28,50,41,15,6,,HSE Mid West
19/02/2023,Galway University Hospital,31,7,38,22,22,14,,HSE West & North West
19/02/2023,Letterkenny University Hospital,16,9,25,0,11,5,,HSE West & North West
19/02/2023,HSE Dublin and South East Total,125,64,189,152,181,38,0,
19/02/2023,Portiuncula University Hospital,14,0,14,6,7,2,,HSE West & North West
19/02/2023,Sligo University Hospital,0,7,7,0,10,6,,HSE West & North West
19/02/2023,National Total,323,78,401,228,494,86,Unnamed: 20_level_1,
20/02/2023,Cavan General Hospital,14,0,14,4,3,4,,HSE Dublin & North East
20/02/2023,Connolly Hospital,0,0,0,18,8,,,HSE Dublin & North East
20/02/2023,Mater Misericordiae University Hospital,42,,42,0,37,8,,HSE Dublin & North East
20/02/2023,Our Lady of Lourdes Hospital,27,1,28,23,26,,,HSE Dublin & North East
20/02/2023,Our Lady's Hospital Navan,1,0,1,16,4,,,HSE Dublin & North East
20/02/2023,CHI at Crumlin,7,,7,,2,3,,HSE Dublin & Midlands
20/02/2023,CHI at Tallaght,6,,6,2,0,,,HSE Dublin & Midlands
20/02/2023,HSE Dublin and North East Total,112,1,113,63,91,15,0,
20/02/2023,MRH Mullingar,10,0,10,0,0,,,HSE Dublin & Midlands
20/02/2023,MRH Portlaoise,4,0,4,0,8,,,HSE Dublin & Midlands
20/02/2023,MRH Tullamore,0,0,0,15,4,,,HSE Dublin & Midlands
20/02/2023,Naas General Hospital,6,4,10,10,13,1,,HSE Dublin & Midlands
20/02/2023,St. James's Hospital,12,0,12,0,61,,,HSE Dublin & Midlands
20/02/2023,Tallaght University Hospital,36,0,36,6,45,10,,HSE Dublin & Midlands
20/02/2023,St Luke's General Hospital Kilkenny,6,0,6,4,12,,,
20/02/2023,St. Vincent's University Hospital,28,0,28,20,41,10,,HSE Dublin & South East
20/02/2023,Tipperary University Hospital,9,,9,12,8,2,,HSE Dublin & South East
20/02/2023,HSE Dublin and Midlands Total,117,4,121,67,195,23,0,
20/02/2023,Wexford General Hospital,17,0,17,11,7,5,,HSE Dublin & South East
20/02/2023,Cork University Hospital,21,13,34,25,50,,,HSE South West
20/02/2023,Mercy University Hospital,5,,5,7,22,,,HSE South West
20/02/2023,UH Kerry,30,0,30,13,17,13,,HSE South West
20/02/2023,UH Limerick,25,36,61,68,14,9,,HSE Mid West
20/02/2023,Galway University Hospital,31,13,44,0,22,17,,HSE West & North West
20/02/2023,Letterkenny University Hospital,22,9,31,16,11,13,,HSE West & North West
20/02/2023,HSE Dublin and South East Total,151,71,222,202,180,57,0,
20/02/2023,Portiuncula University Hospital,20,0,20,10,7,9,,HSE West & North West
20/02/2023,Sligo University Hospital,0,7,7,7,10,7,,HSE West & North West
20/02/2023,National Total,412,95,507,357,493,121,Unnamed: 20_level_1,
21/02/2023,Cavan General Hospital,4,0,4,4,3,,,HSE Dublin & North East
21/02/2023,Connolly Hospital,0,0,0,13,7,,,HSE Dublin & North East
21/02/2023,Mater Misericordiae University Hospital,49,,49,0,35,5,,HSE Dublin & North East
21/02/2023,Our Lady of Lourdes Hospital,20,1,21,23,28,,,HSE Dublin & North East
21/02/2023,Our Lady's Hospital Navan,5,0,5,10,4,,,HSE Dublin & North East
21/02/2023,CHI at Crumlin,14,,14,,2,,,HSE Dublin & Midlands
21/02/2023,CHI at Tallaght,1,,1,,0,,,HSE Dublin & Midlands
21/02/2023,HSE Dublin and North East Total,113,1,114,50,89,5,0,
21/02/2023,MRH Mullingar,12,,12,1,0,,,HSE Dublin & Midlands
21/02/2023,MRH Portlaoise,4,0,4,0,8,,,HSE Dublin & Midlands
21/02/2023,MRH Tullamore,0,0,0,11,3,,,HSE Dublin & Midlands
21/02/2023,Naas General Hospital,16,4,20,4,12,1,,HSE Dublin & Midlands
21/02/2023,St. James's Hospital,31,0,31,0,61,,,HSE Dublin & Midlands
21/02/2023,Tallaght University Hospital,32,,32,6,47,11,,HSE Dublin & Midlands
21/02/2023,St Luke's General Hospital Kilkenny,7,0,7,10,12,1,,
21/02/2023,St. Vincent's University Hospital,31,0,31,20,41,9,,HSE Dublin & South East
21/02/2023,Tipperary University Hospital,8,,8,14,8,2,,HSE Dublin & South East
21/02/2023,HSE Dublin and Midlands Total,149,4,153,66,195,25,0,
21/02/2023,Wexford General Hospital,7,6,13,12,7,2,,HSE Dublin & South East
21/02/2023,Cork University Hospital,35,15,50,24,53,3,,HSE South West
21/02/2023,Mercy University Hospital,12,0,12,8,17,1,,HSE South West
21/02/2023,UH Kerry,23,0,23,13,16,10,,HSE South West
21/02/2023,UH Limerick,24,34,58,22,14,13,,HSE Mid West
21/02/2023,Galway University Hospital,39,13,52,22,23,18,,HSE West & North West
21/02/2023,Letterkenny University Hospital,16,,16,25,15,8,,HSE West & North West
21/02/2023,HSE Dublin and South East Total,156,68,224,169,174,55,0,
21/02/2023,Portiuncula University Hospital,0,0,0,3,7,,,HSE West & North West
21/02/2023,Sligo University Hospital,4,9,13,8,10,3,,HSE West & North West
21/02/2023,National Total,441,82,523,306,485,93,Unnamed: 20_level_1,
22/02/2023,Cavan General Hospital,2,,2,4,5,,,HSE Dublin & North East
22/02/2023,Connolly Hospital,0,0,0,12,7,,,HSE Dublin & North East
22/02/2023,Mater Misericordiae University Hospital,34,,34,0,35,1,,HSE Dublin & North East
22/02/2023,Our Lady of Lourdes Hospital,18,1,19,24,28,,,HSE Dublin & North East
22/02/2023,Our Lady's Hospital Navan,5,,5,17,4,,,HSE Dublin & North East
22/02/2023,CHI at Crumlin,7,,7,,2,,,HSE Dublin & Midlands
22/02/2023,CHI at Tallaght,0,,0,,0,,,HSE Dublin & Midlands
22/02/2023,HSE Dublin and North East Total,94,1,95,57,92,1,0,
22/02/2023,MRH Mullingar,12,,12,2,0,,,HSE Dublin & Midlands
22/02/2023,MRH Portlaoise,4,0,4,0,8,,,HSE Dublin & Midlands
22/02/2023,MRH Tullamore,0,0,0,6,3,,,HSE Dublin & Midlands
22/02/2023,Naas General Hospital,13,4,17,4,12,1,,HSE Dublin & Midlands
22/02/2023,St. James's Hospital,40,0,40,0,63,4,,HSE Dublin & Midlands
22/02/2023,Tallaght University Hospital,23,0,23,1,49,10,,HSE Dublin & Midlands
22/02/2023,St Luke's General Hospital Kilkenny,7,4,11,8,10,2,,
22/02/2023,St. Vincent's University Hospital,23,0,23,11,44,10,,HSE Dublin & South East
22/02/2023,Tipperary University Hospital,15,,15,12,9,3,,HSE Dublin & South East
22/02/2023,HSE Dublin and Midlands Total,137,13,150,44,201,30,0,
22/02/2023,Wexford General Hospital,3,7,10,11,7,2,,HSE Dublin & South East
22/02/2023,Cork University Hospital,25,11,36,27,62,7,,HSE South West
22/02/2023,Mercy University Hospital,9,,9,8,16,1,,HSE South West
22/02/2023,UH Kerry,18,0,18,4,18,2,,HSE South West
22/02/2023,UH Limerick,28,33,61,49,22,12,,HSE Mid West
22/02/2023,Galway University Hospital,26,8,34,22,24,11,,HSE West & North West
22/02/2023,Letterkenny University Hospital,11,,11,17,15,6,,HSE West & North West
22/02/2023,HSE Dublin and South East Total,120,59,179,181,193,41,0,
22/02/2023,Portiuncula University Hospital,2,0,2,6,8,,,HSE West & North West
22/02/2023,Sligo University Hospital,7,11,18,9,10,4,,HSE West & North West
22/02/2023,National Total,370,91,461,306,516,81,Unnamed: 20_level_1,
23/02/2023,Cavan General Hospital,6,0,6,1,5,,,HSE Dublin & North East
23/02/2023,Connolly Hospital,0,0,0,8,7,,,HSE Dublin & North East
23/02/2023,Mater Misericordiae University Hospital,16,,16,0,35,,,HSE Dublin & North East
23/02/2023,Our Lady of Lourdes Hospital,5,0,5,20,28,,,HSE Dublin & North East
23/02/2023,Our Lady's Hospital Navan,4,0,4,17,4,,,HSE Dublin & North East
23/02/2023,CHI at Crumlin,11,,11,,2,,,HSE Dublin & Midlands
23/02/2023,CHI at Tallaght,7,,7,4,0,,,HSE Dublin & Midlands
23/02/2023,HSE Dublin and North East Total,60,0,60,50,96,0,0,
23/02/2023,MRH Mullingar,8,,8,0,0,,,HSE Dublin & Midlands
23/02/2023,MRH Portlaoise,5,0,5,0,8,2,,HSE Dublin & Midlands
23/02/2023,MRH Tullamore,0,0,0,9,3,,,HSE Dublin & Midlands
23/02/2023,Naas General Hospital,13,3,16,0,12,2,,HSE Dublin & Midlands
23/02/2023,St. James's Hospital,55,,55,0,63,10,,HSE Dublin & Midlands
23/02/2023,Tallaght University Hospital,33,0,33,10,49,8,,HSE Dublin & Midlands
23/02/2023,St Luke's General Hospital Kilkenny,7,0,7,7,10,1,,
23/02/2023,St. Vincent's University Hospital,21,0,21,20,42,4,,HSE Dublin & South East
23/02/2023,Tipperary University Hospital,9,0,9,0,6,6,,HSE Dublin & South East
23/02/2023,HSE Dublin and Midlands Total,157,3,160,46,196,33,0,
23/02/2023,Wexford General Hospital,8,6,14,4,6,2,,HSE Dublin & South East
23/02/2023,Cork University Hospital,33,16,49,26,57,12,,HSE South West
23/02/2023,Mercy University Hospital,17,0,17,6,16,,,HSE South West
23/02/2023,UH Kerry,11,0,11,0,16,1,,HSE South West
23/02/2023,UH Limerick,18,26,44,43,24,6,,HSE Mid West
23/02/2023,Galway University Hospital,18,15,33,22,24,5,,HSE West & North West
23/02/2023,Letterkenny University Hospital,15,,15,7,15,5,,HSE West & North West
23/02/2023,HSE Dublin and South East Total,120,63,183,146,186,31,0,
23/02/2023,Portiuncula University Hospital,0,,0,1,8,,,HSE West & North West
23/02/2023,Sligo University Hospital,3,10,13,9,10,5,,HSE West & North West
23/02/2023,National Total,356,76,432,261,508,79,Unnamed: 20_level_1,
24/02/2023,Cavan General Hospital,8,,8,4,5,,,HSE Dublin & North East
24/02/2023,Connolly Hospital,0,0,0,8,7,,,HSE Dublin & North East
24/02/2023,Mater Misericordiae University Hospital,23,,23,0,35,1,,HSE Dublin & North East
24/02/2023,Our Lady of Lourdes Hospital,6,1,7,13,28,,,HSE Dublin & North East
24/02/2023,Our Lady's Hospital Navan,3,,3,7,4,,,HSE Dublin & North East
24/02/2023,CHI at Crumlin,8,,8,,2,,,HSE Dublin & Midlands
24/02/2023,CHI at Tallaght,10,,10,,0,,,HSE Dublin & Midlands
