Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs
26/09/2023,Naas General Hospital,5.0,1,6.0,1.0,14,,
26/09/2023,St. James's Hospital,40.0,,40.0,0.0,64,4.0,
26/09/2023,Tallaght University Hospital,18.0,0,18.0,14.0,38,6.0,
26/09/2023,St Luke's General Hospital Kilkenny,2.0,,2.0,15.0,9,,
26/09/2023,St. Vincent's University Hospital,29.0,0,29.0,21.0,44,1.0,
26/09/2023,Tipperary University Hospital,21.0,,21.0,12.0,5,9.0,
26/09/2023,HSE Dublin and Midlands Total,141.0,1,142.0,90.0,189,22.0,0
26/09/2023,UH Waterford,0.0,0,0.0,0.0,24,,
26/09/2023,Wexford General Hospital,3.0,4,7.0,0.0,7,,
26/09/2023,Cork University Hospital,27.0,6,33.0,17.0,52,2.0,2
26/09/2023,Mercy University Hospital,16.0,0,16.0,8.0,15,,9
26/09/2023,UH Kerry,20.0,0,20.0,3.0,17,5.0,1
26/09/2023,UH Limerick,26.0,40,66.0,48.0,11,8.0,
26/09/2023,Galway University Hospital,10.0,3,13.0,21.0,32,,
26/09/2023,Letterkenny University Hospital,10.0,6,16.0,9.0,21,,
26/09/2023,HSE Dublin and South East Total,112.0,59,171.0,106.0,179,15.0,12
26/09/2023,Mayo University Hospital,10.0,11,21.0,13.0,7,8.0,
26/09/2023,Portiuncula University Hospital,4.0,0,4.0,6.0,10,,
26/09/2023,Sligo University Hospital,17.0,14,31.0,14.0,14,10.0,
26/09/2023,National Total,328.0,90,418.0,265.0,441,56.0,12
27/09/2023,Beaumont Hospital,0.0,0,0.0,0.0,8,,
27/09/2023,Cavan General Hospital,8.0,2,10.0,0.0,3,,
27/09/2023,Connolly Hospital,2.0,0,2.0,9.0,8,,
27/09/2023,Mater Misericordiae University Hospital,28.0,,28.0,0.0,12,4.0,1
27/09/2023,Our Lady of Lourdes Hospital,9.0,3,12.0,21.0,2,,
27/09/2023,Our Lady's Hospital Navan,0.0,0,0.0,5.0,3,,
27/09/2023,CHI at Crumlin,3.0,,3.0,,4,,
27/09/2023,CHI at Tallaght,2.0,,2.0,,1,,
27/09/2023,HSE Dublin and North East Total,52.0,5,57.0,35.0,41,4.0,1
27/09/2023,CHI at Temple Street,12.0,,12.0,,5,2.0,
27/09/2023,MRH Mullingar,4.0,0,4.0,2.0,1,,
27/09/2023,MRH Portlaoise,0.0,,0.0,0.0,6,,
27/09/2023,MRH Tullamore,0.0,0,0.0,25.0,5,,
27/09/2023,Naas General Hospital,8.0,4,12.0,4.0,15,,
27/09/2023,St. James's Hospital,32.0,,32.0,0.0,64,6.0,
27/09/2023,Tallaght University Hospital,21.0,0,21.0,16.0,37,2.0,1
27/09/2023,St Luke's General Hospital Kilkenny,7.0,4,11.0,22.0,9,,
27/09/2023,St. Vincent's University Hospital,22.0,,22.0,22.0,46,5.0,
27/09/2023,Tipperary University Hospital,20.0,0,20.0,16.0,4,7.0,
27/09/2023,HSE Dublin and Midlands Total,126.0,8,134.0,107.0,192,22.0,1
27/09/2023,UH Waterford,0.0,0,0.0,0.0,27,,
27/09/2023,Wexford General Hospital,9.0,4,13.0,0.0,6,2.0,
27/09/2023,Cork University Hospital,26.0,12,38.0,17.0,58,2.0,3
27/09/2023,Mercy University Hospital,31.0,0,31.0,8.0,15,5.0,
27/09/2023,UH Kerry,21.0,0,21.0,14.0,16,6.0,
27/09/2023,UH Limerick,39.0,34,73.0,43.0,10,12.0,5
27/09/2023,Galway University Hospital,11.0,5,16.0,20.0,31,1.0,
27/09/2023,Letterkenny University Hospital,8.0,4,12.0,10.0,21,2.0,
27/09/2023,HSE Dublin and South East Total,145.0,59,204.0,112.0,184,30.0,8
27/09/2023,Mayo University Hospital,5.0,9,14.0,8.0,13,7.0,
27/09/2023,Portiuncula University Hospital,1.0,0,1.0,4.0,10,,
27/09/2023,Sligo University Hospital,12.0,12,24.0,13.0,14,10.0,
27/09/2023,National Total,341.0,93,434.0,279.0,454,73.0,10
28/09/2023,Beaumont Hospital,0.0,0,0.0,0.0,12,,
28/09/2023,Cavan General Hospital,8.0,2,10.0,3.0,3,,
28/09/2023,Connolly Hospital,0.0,,0.0,4.0,8,,
28/09/2023,Mater Misericordiae University Hospital,20.0,,20.0,0.0,15,2.0,
28/09/2023,Our Lady of Lourdes Hospital,12.0,2,14.0,25.0,2,,1
28/09/2023,Our Lady's Hospital Navan,2.0,0,2.0,7.0,3,,
28/09/2023,CHI at Crumlin,3.0,,3.0,,4,,
28/09/2023,CHI at Tallaght,0.0,,0.0,,1,,
28/09/2023,HSE Dublin and North East Total,45.0,4,49.0,39.0,48,2.0,1
28/09/2023,CHI at Temple Street,4.0,,4.0,,5,1.0,
28/09/2023,MRH Mullingar,16.0,0,16.0,3.0,1,1.0,
28/09/2023,MRH Portlaoise,0.0,0,0.0,0.0,10,,
28/09/2023,MRH Tullamore,0.0,0,0.0,22.0,7,,
28/09/2023,Naas General Hospital,12.0,7,19.0,7.0,16,1.0,1
28/09/2023,St. James's Hospital,32.0,0,32.0,0.0,65,,
28/09/2023,Tallaght University Hospital,18.0,0,18.0,16.0,33,,1
28/09/2023,St Luke's General Hospital Kilkenny,1.0,8,9.0,30.0,10,,
28/09/2023,St. Vincent's University Hospital,15.0,0,15.0,22.0,45,1.0,
28/09/2023,Tipperary University Hospital,8.0,0,8.0,12.0,6,3.0,
28/09/2023,HSE Dublin and Midlands Total,106.0,15,121.0,112.0,198,7.0,2
28/09/2023,UH Waterford,0.0,,0.0,0.0,28,,
28/09/2023,Wexford General Hospital,1.0,0,1.0,0.0,6,,
28/09/2023,Cork University Hospital,34.0,9,43.0,17.0,60,6.0,3
28/09/2023,Mercy University Hospital,34.0,0,34.0,8.0,18,17.0,11
28/09/2023,UH Kerry,17.0,,17.0,13.0,16,6.0,1
28/09/2023,UH Limerick,22.0,38,60.0,45.0,9,11.0,
28/09/2023,Galway University Hospital,7.0,5,12.0,21.0,30,1.0,
28/09/2023,Letterkenny University Hospital,6.0,8,14.0,0.0,21,3.0,
28/09/2023,HSE Dublin and South East Total,121.0,60,181.0,104.0,188,44.0,15
28/09/2023,Mayo University Hospital,2.0,6,8.0,9.0,10,4.0,
28/09/2023,Portiuncula University Hospital,1.0,0,1.0,0.0,11,,
28/09/2023,Sligo University Hospital,11.0,7,18.0,12.0,15,7.0,
28/09/2023,National Total,286.0,92,378.0,276.0,470,64.0,18
29/09/2023,Beaumont Hospital,5.0,0,5.0,9.0,11,,
29/09/2023,Cavan General Hospital,-2.0,2,0.0,3.0,3,,
29/09/2023,Connolly Hospital,0.0,0,0.0,4.0,8,,
29/09/2023,Mater Misericordiae University Hospital,13.0,,13.0,0.0,18,,
29/09/2023,Our Lady of Lourdes Hospital,3.0,1,4.0,16.0,2,,
29/09/2023,Our Lady's Hospital Navan,0.0,0,0.0,7.0,4,,
29/09/2023,CHI at Crumlin,5.0,,5.0,,4,,
29/09/2023,CHI at Tallaght,0.0,,0.0,,2,,
29/09/2023,HSE Dublin and North East Total,24.0,3,27.0,39.0,52,0.0,0
29/09/2023,CHI at Temple Street,0.0,0,0.0,,6,,
29/09/2023,MRH Mullingar,17.0,0,17.0,3.0,1,5.0,
29/09/2023,MRH Portlaoise,0.0,0,0.0,0.0,9,,
29/09/2023,MRH Tullamore,0.0,0,0.0,16.0,8,,
29/09/2023,Naas General Hospital,7.0,7,14.0,7.0,15,1.0,
29/09/2023,St. James's Hospital,39.0,0,39.0,0.0,64,8.0,
29/09/2023,Tallaght University Hospital,19.0,0,19.0,16.0,38,2.0,1
29/09/2023,St Luke's General Hospital Kilkenny,5.0,6,11.0,25.0,9,1.0,
29/09/2023,St. Vincent's University Hospital,6.0,,6.0,33.0,46,,
29/09/2023,Tipperary University Hospital,5.0,0,5.0,12.0,6,,
29/09/2023,HSE Dublin and Midlands Total,98.0,13,111.0,112.0,202,17.0,1
29/09/2023,UH Waterford,0.0,,0.0,0.0,22,,
29/09/2023,Wexford General Hospital,2.0,0,2.0,2.0,6,,
29/09/2023,Cork University Hospital,20.0,13,33.0,17.0,59,4.0,4
29/09/2023,Mercy University Hospital,16.0,0,16.0,8.0,17,7.0,7
29/09/2023,UH Kerry,22.0,0,22.0,10.0,16,3.0,1
29/09/2023,UH Limerick,29.0,36,65.0,59.0,9,8.0,
29/09/2023,Galway University Hospital,17.0,4,21.0,19.0,29,,
29/09/2023,Letterkenny University Hospital,4.0,6,10.0,0.0,22,4.0,
29/09/2023,HSE Dublin and South East Total,110.0,59,169.0,115.0,180,26.0,12
29/09/2023,Mayo University Hospital,0.0,8,8.0,2.0,8,4.0,
29/09/2023,Portiuncula University Hospital,2.0,0,2.0,0.0,11,,
29/09/2023,Sligo University Hospital,8.0,10,18.0,12.0,15,7.0,
29/09/2023,National Total,242.0,93,335.0,280.0,468,54.0,13
30/09/2023,Beaumont Hospital,0.0,0,0.0,0.0,10,,
30/09/2023,Cavan General Hospital,2.0,,2.0,4.0,6,,
30/09/2023,Connolly Hospital,0.0,0,0.0,0.0,6,,
30/09/2023,Mater Misericordiae University Hospital,12.0,,12.0,0.0,24,,
30/09/2023,Our Lady of Lourdes Hospital,0.0,0,0.0,6.0,1,,
30/09/2023,Our Lady's Hospital Navan,1.0,0,1.0,,4,,
30/09/2023,CHI at Crumlin,2.0,,2.0,,4,,
30/09/2023,CHI at Tallaght,0.0,,0.0,,2,,
30/09/2023,HSE Dublin and North East Total,17.0,0,17.0,10.0,57,0.0,0
30/09/2023,CHI at Temple Street,5.0,,5.0,,6,,
30/09/2023,MRH Mullingar,8.0,,8.0,11.0,1,,
30/09/2023,MRH Portlaoise,4.0,0,4.0,0.0,9,,
30/09/2023,MRH Tullamore,0.0,,0.0,0.0,6,,
30/09/2023,Naas General Hospital,18.0,4,22.0,0.0,14,1.0,2
30/09/2023,St. James's Hospital,21.0,0,21.0,0.0,62,2.0,
30/09/2023,Tallaght University Hospital,16.0,0,16.0,8.0,39,1.0,
30/09/2023,St Luke's General Hospital Kilkenny,0.0,0,0.0,21.0,8,,
30/09/2023,St. Vincent's University Hospital,5.0,,5.0,22.0,46,,
30/09/2023,Tipperary University Hospital,4.0,,4.0,11.0,9,,
30/09/2023,HSE Dublin and Midlands Total,81.0,4,85.0,73.0,200,4.0,2
30/09/2023,UH Waterford,0.0,0,0.0,0.0,22,,
30/09/2023,Wexford General Hospital,0.0,1,1.0,5.0,5,,
30/09/2023,Cork University Hospital,24.0,0,24.0,14.0,58,,
30/09/2023,Mercy University Hospital,7.0,0,7.0,7.0,20,1.0,
30/09/2023,UH Kerry,25.0,0,25.0,15.0,16,2.0,1
30/09/2023,UH Limerick,12.0,25,37.0,26.0,9,5.0,
30/09/2023,Galway University Hospital,4.0,1,5.0,15.0,29,,
30/09/2023,Letterkenny University Hospital,-1.0,3,2.0,0.0,22,,
30/09/2023,HSE Dublin and South East Total,71.0,30,101.0,82.0,181,8.0,1
30/09/2023,Mayo University Hospital,5.0,8,13.0,0.0,9,2.0,
30/09/2023,Portiuncula University Hospital,0.0,,0.0,0.0,9,,
30/09/2023,Sligo University Hospital,11.0,,11.0,8.0,15,3.0,
30/09/2023,National Total,185.0,42,227.0,173.0,471,17.0,3
01/10/2023,Beaumont Hospital,0.0,0,0.0,0.0,10,,
01/10/2023,Cavan General Hospital,0.0,0,0.0,0.0,6,,
01/10/2023,Connolly Hospital,0.0,0,0.0,0.0,6,,
01/10/2023,Mater Misericordiae University Hospital,22.0,,22.0,0.0,24,1.0,
01/10/2023,Our Lady of Lourdes Hospital,-1.0,1,0.0,7.0,1,,
01/10/2023,Our Lady's Hospital Navan,0.0,,0.0,0.0,4,,
01/10/2023,CHI at Crumlin,2.0,,2.0,,4,,
01/10/2023,CHI at Tallaght,2.0,,2.0,,2,,
01/10/2023,HSE Dublin and North East Total,25.0,1,26.0,7.0,57,1.0,0
01/10/2023,CHI at Temple Street,6.0,,6.0,,6,,
01/10/2023,MRH Mullingar,14.0,,14.0,11.0,1,4.0,
01/10/2023,MRH Portlaoise,13.0,0,13.0,0.0,9,2.0,
01/10/2023,MRH Tullamore,0.0,0,0.0,7.0,6,,
01/10/2023,Naas General Hospital,5.0,4,9.0,5.0,14,,
01/10/2023,St. James's Hospital,16.0,0,16.0,0.0,62,,
01/10/2023,Tallaght University Hospital,13.0,0,13.0,8.0,39,,
01/10/2023,St Luke's General Hospital Kilkenny,0.0,9,9.0,26.0,8,,
01/10/2023,St. Vincent's University Hospital,4.0,0,4.0,22.0,46,,
01/10/2023,Tipperary University Hospital,8.0,,8.0,11.0,9,4.0,
01/10/2023,HSE Dublin and Midlands Total,79.0,13,92.0,90.0,200,10.0,0
01/10/2023,UH Waterford,0.0,0,0.0,0.0,22,,
01/10/2023,Wexford General Hospital,3.0,,3.0,6.0,5,,
01/10/2023,Cork University Hospital,19.0,5,24.0,17.0,58,5.0,7
01/10/2023,Mercy University Hospital,6.0,0,6.0,8.0,20,1.0,
01/10/2023,UH Kerry,29.0,0,29.0,15.0,16,10.0,5
01/10/2023,UH Limerick,19.0,35,54.0,43.0,9,6.0,1
01/10/2023,Galway University Hospital,6.0,0,6.0,18.0,29,,
01/10/2023,Letterkenny University Hospital,4.0,4,8.0,0.0,22,1.0,
01/10/2023,HSE Dublin and South East Total,86.0,44,130.0,107.0,181,23.0,13
01/10/2023,Mayo University Hospital,7.0,14,21.0,0.0,9,11.0,
01/10/2023,Portiuncula University Hospital,0.0,0,0.0,0.0,9,,
01/10/2023,Sligo University Hospital,4.0,7,11.0,9.0,15,5.0,
01/10/2023,National Total,201.0,79,280.0,213.0,471,50.0,13
02/10/2023,Beaumont Hospital,0.0,,0.0,0.0,10,,
02/10/2023,Cavan General Hospital,11.0,0,11.0,4.0,6,,1
02/10/2023,Connolly Hospital,0.0,0,0.0,5.0,6,,
02/10/2023,Mater Misericordiae University Hospital,29.0,,29.0,0.0,24,9.0,2
02/10/2023,Our Lady of Lourdes Hospital,11.0,1,12.0,9.0,1,,
02/10/2023,Our Lady's Hospital Navan,2.0,,2.0,0.0,4,,
02/10/2023,CHI at Crumlin,10.0,,10.0,,4,,
02/10/2023,CHI at Tallaght,2.0,,2.0,,2,,
02/10/2023,HSE Dublin and North East Total,65.0,1,66.0,18.0,57,9.0,3
02/10/2023,CHI at Temple Street,13.0,,13.0,,6,1.0,
02/10/2023,MRH Mullingar,11.0,,11.0,13.0,1,1.0,
02/10/2023,MRH Portlaoise,7.0,0,7.0,7.0,9,1.0,
02/10/2023,MRH Tullamore,0.0,0,0.0,18.0,6,,
02/10/2023,Naas General Hospital,6.0,6,12.0,12.0,14,2.0,
02/10/2023,St. James's Hospital,32.0,0,32.0,0.0,62,4.0,
02/10/2023,Tallaght University Hospital,23.0,0,23.0,10.0,39,5.0,
02/10/2023,St Luke's General Hospital Kilkenny,0.0,6,6.0,37.0,8,2.0,
02/10/2023,St. Vincent's University Hospital,10.0,0,10.0,21.0,46,2.0,
02/10/2023,Tipperary University Hospital,13.0,,13.0,12.0,9,5.0,
02/10/2023,HSE Dublin and Midlands Total,115.0,12,127.0,130.0,200,23.0,0
02/10/2023,UH Waterford,0.0,,0.0,8.0,22,,
02/10/2023,Wexford General Hospital,8.0,8,16.0,0.0,5,4.0,
02/10/2023,Cork University Hospital,27.0,6,33.0,19.0,58,10.0,12
02/10/2023,Mercy University Hospital,15.0,,15.0,8.0,20,4.0,4
02/10/2023,UH Kerry,27.0,0,27.0,25.0,16,8.0,2
02/10/2023,UH Limerick,30.0,37,67.0,39.0,9,7.0,4
02/10/2023,Galway University Hospital,12.0,0,12.0,22.0,29,,
02/10/2023,Letterkenny University Hospital,3.0,7,10.0,18.0,22,5.0,
02/10/2023,HSE Dublin and South East Total,122.0,58,180.0,139.0,181,38.0,22
02/10/2023,Mayo University Hospital,7.0,11,18.0,7.0,9,15.0,
02/10/2023,Portiuncula University Hospital,1.0,0,1.0,0.0,9,,
02/10/2023,Sligo University Hospital,8.0,11,19.0,11.0,15,6.0,
02/10/2023,National Total,318.0,93,411.0,305.0,471,91.0,25
03/10/2023,Beaumont Hospital,9.0,,9.0,0.0,9,,
03/10/2023,Cavan General Hospital,10.0,0,10.0,4.0,6,1.0,
03/10/2023,Connolly Hospital,3.0,0,3.0,12.0,6,,
03/10/2023,Mater Misericordiae University Hospital,21.0,,21.0,0.0,20,7.0,1
03/10/2023,Our Lady of Lourdes Hospital,11.0,1,12.0,14.0,1,,
03/10/2023,Our Lady's Hospital Navan,11.0,,11.0,7.0,4,,
03/10/2023,CHI at Crumlin,11.0,,11.0,,4,1.0,
03/10/2023,CHI at Tallaght,0.0,,0.0,,2,,
03/10/2023,HSE Dublin and North East Total,76.0,1,77.0,37.0,52,9.0,1
03/10/2023,CHI at Temple Street,0.0,8,8.0,,7,2.0,
03/10/2023,MRH Mullingar,15.0,1,16.0,6.0,1,2.0,
03/10/2023,MRH Portlaoise,3.0,0,3.0,0.0,9,,
03/10/2023,MRH Tullamore,0.0,0,0.0,18.0,5,,
03/10/2023,Naas General Hospital,13.0,7,20.0,7.0,12,2.0,3
03/10/2023,St. James's Hospital,40.0,0,40.0,0.0,62,5.0,
03/10/2023,Tallaght University Hospital,24.0,,24.0,14.0,36,7.0,
03/10/2023,St Luke's General Hospital Kilkenny,7.0,6,13.0,30.0,8,2.0,
03/10/2023,St. Vincent's University Hospital,16.0,0,16.0,22.0,44,,
03/10/2023,Tipperary University Hospital,17.0,0,17.0,12.0,8,6.0,2
03/10/2023,HSE Dublin and Midlands Total,135.0,22,157.0,109.0,192,26.0,5
03/10/2023,UH Waterford,0.0,0,0.0,16.0,20,,
03/10/2023,Wexford General Hospital,7.0,8,15.0,5.0,5,4.0,
03/10/2023,Cork University Hospital,34.0,6,40.0,22.0,58,5.0,7
03/10/2023,Mercy University Hospital,11.0,0,11.0,8.0,19,3.0,7
03/10/2023,UH Kerry,28.0,0,28.0,23.0,17,9.0,3
03/10/2023,UH Limerick,23.0,35,58.0,56.0,8,9.0,
03/10/2023,Galway University Hospital,12.0,5,17.0,19.0,30,,
03/10/2023,Letterkenny University Hospital,16.0,,16.0,10.0,22,1.0,
03/10/2023,HSE Dublin and South East Total,131.0,54,185.0,159.0,179,31.0,17
03/10/2023,Mayo University Hospital,8.0,10,18.0,0.0,10,8.0,
03/10/2023,Portiuncula University Hospital,1.0,0,1.0,0.0,8,,
03/10/2023,Sligo University Hospital,12.0,13,25.0,12.0,15,7.0,
03/10/2023,National Total,363.0,100,463.0,317.0,456,81.0,23
04/10/2023,Beaumont Hospital,7.0,,7.0,0.0,9,,
04/10/2023,Cavan General Hospital,5.0,1,6.0,4.0,6,,
04/10/2023,Connolly Hospital,0.0,0,0.0,13.0,6,,
04/10/2023,Mater Misericordiae University Hospital,20.0,,20.0,0.0,21,,
04/10/2023,Our Lady of Lourdes Hospital,6.0,1,7.0,19.0,1,,
04/10/2023,Our Lady's Hospital Navan,5.0,,5.0,7.0,4,,
04/10/2023,CHI at Crumlin,5.0,,5.0,,4,,
04/10/2023,CHI at Tallaght,1.0,,1.0,,2,,
04/10/2023,HSE Dublin and North East Total,49.0,2,51.0,43.0,53,0.0,0
04/10/2023,CHI at Temple Street,3.0,,3.0,,7,,
04/10/2023,MRH Mullingar,5.0,2,7.0,3.0,1,,
04/10/2023,MRH Portlaoise,0.0,0,0.0,0.0,6,,
04/10/2023,MRH Tullamore,0.0,0,0.0,17.0,5,,
04/10/2023,Naas General Hospital,10.0,1,11.0,1.0,8,,
04/10/2023,St. James's Hospital,33.0,0,33.0,0.0,62,5.0,
04/10/2023,Tallaght University Hospital,32.0,0,32.0,10.0,37,7.0,
04/10/2023,St Luke's General Hospital Kilkenny,12.0,6,18.0,37.0,9,4.0,
04/10/2023,St. Vincent's University Hospital,24.0,0,24.0,22.0,47,4.0,
04/10/2023,Tipperary University Hospital,10.0,0,10.0,10.0,5,3.0,
04/10/2023,HSE Dublin and Midlands Total,129.0,9,138.0,100.0,187,23.0,0
04/10/2023,UH Waterford,0.0,,0.0,14.0,20,,
04/10/2023,Wexford General Hospital,7.0,9,16.0,5.0,5,1.0,
04/10/2023,Cork University Hospital,17.0,4,21.0,19.0,57,3.0,2
04/10/2023,Mercy University Hospital,16.0,0,16.0,8.0,21,2.0,
04/10/2023,UH Kerry,22.0,0,22.0,25.0,20,3.0,5
04/10/2023,UH Limerick,36.0,36,72.0,34.0,8,9.0,
04/10/2023,Galway University Hospital,18.0,5,23.0,20.0,31,2.0,
04/10/2023,Letterkenny University Hospital,9.0,4,13.0,10.0,28,1.0,
04/10/2023,HSE Dublin and South East Total,125.0,58,183.0,135.0,190,21.0,7
04/10/2023,Mayo University Hospital,13.0,,13.0,4.0,9,8.0,
04/10/2023,Portiuncula University Hospital,0.0,0,0.0,0.0,8,,
04/10/2023,Sligo University Hospital,10.0,12,22.0,12.0,17,7.0,
04/10/2023,National Total,326.0,81,407.0,294.0,464,59.0,7
05/10/2023,Beaumont Hospital,5.0,,5.0,0.0,15,,
05/10/2023,Cavan General Hospital,5.0,0,5.0,6.0,6,,1
05/10/2023,Connolly Hospital,0.0,0,0.0,6.0,6,,
05/10/2023,Mater Misericordiae University Hospital,20.0,,20.0,0.0,21,,
05/10/2023,Our Lady of Lourdes Hospital,3.0,1,4.0,13.0,1,,
05/10/2023,Our Lady's Hospital Navan,0.0,0,0.0,7.0,4,,
05/10/2023,CHI at Crumlin,1.0,,1.0,,4,,
05/10/2023,CHI at Tallaght,0.0,,0.0,,2,,
05/10/2023,HSE Dublin and North East Total,34.0,1,35.0,32.0,59,0.0,1
05/10/2023,CHI at Temple Street,6.0,,6.0,,7,,
05/10/2023,MRH Mullingar,11.0,0,11.0,2.0,1,,1
05/10/2023,MRH Portlaoise,1.0,0,1.0,0.0,8,,
05/10/2023,MRH Tullamore,0.0,0,0.0,15.0,7,,
05/10/2023,Naas General Hospital,13.0,5,18.0,5.0,9,1.0,2
05/10/2023,St. James's Hospital,30.0,0,30.0,0.0,61,5.0,
05/10/2023,Tallaght University Hospital,21.0,9,30.0,10.0,37,11.0,
05/10/2023,St Luke's General Hospital Kilkenny,9.0,4,13.0,46.0,8,4.0,1
05/10/2023,St. Vincent's University Hospital,11.0,,11.0,21.0,47,1.0,
05/10/2023,Tipperary University Hospital,7.0,,7.0,12.0,4,2.0,
05/10/2023,HSE Dublin and Midlands Total,109.0,18,127.0,111.0,189,24.0,4
05/10/2023,UH Waterford,0.0,,0.0,13.0,17,,
05/10/2023,Wexford General Hospital,2.0,3,5.0,5.0,5,1.0,
05/10/2023,Cork University Hospital,15.0,2,17.0,16.0,53,,
05/10/2023,Mercy University Hospital,20.0,0,20.0,8.0,22,2.0,
05/10/2023,UH Kerry,28.0,0,28.0,0.0,18,9.0,
05/10/2023,UH Limerick,30.0,37,67.0,67.0,13,15.0,
05/10/2023,Galway University Hospital,15.0,4,19.0,24.0,31,,
05/10/2023,Letterkenny University Hospital,15.0,5,20.0,0.0,28,1.0,
05/10/2023,HSE Dublin and South East Total,125.0,51,176.0,133.0,187,28.0,0
05/10/2023,Mayo University Hospital,13.0,,13.0,0.0,8,4.0,
05/10/2023,Portiuncula University Hospital,1.0,0,1.0,0.0,8,,
05/10/2023,Sligo University Hospital,12.0,15,27.0,12.0,17,3.0,
05/10/2023,National Total,294.0,85,379.0,288.0,468,59.0,5
06/10/2023,Beaumont Hospital,9.0,,9.0,0.0,16,,
06/10/2023,Cavan General Hospital,7.0,1,8.0,3.0,6,,
06/10/2023,Connolly Hospital,0.0,0,0.0,2.0,6,,
06/10/2023,Mater Misericordiae University Hospital,14.0,,14.0,0.0,21,,
06/10/2023,Our Lady of Lourdes Hospital,3.0,0,3.0,11.0,1,,
06/10/2023,Our Lady's Hospital Navan,3.0,0,3.0,7.0,4,,
06/10/2023,CHI at Crumlin,6.0,,6.0,,4,,
06/10/2023,CHI at Tallaght,0.0,,0.0,,2,,
06/10/2023,HSE Dublin and North East Total,42.0,1,43.0,23.0,60,0.0,0
06/10/2023,CHI at Temple Street,0.0,4,4.0,,7,,
06/10/2023,MRH Mullingar,8.0,0,8.0,1.0,1,,
06/10/2023,MRH Portlaoise,1.0,0,1.0,0.0,7,,
06/10/2023,MRH Tullamore,0.0,0,0.0,7.0,5,,
06/10/2023,Naas General Hospital,8.0,3,11.0,3.0,10,,
06/10/2023,St. James's Hospital,16.0,0,16.0,0.0,61,,
06/10/2023,Tallaght University Hospital,25.0,0,25.0,10.0,37,6.0,
06/10/2023,St Luke's General Hospital Kilkenny,3.0,0,3.0,35.0,8,1.0,
06/10/2023,St. Vincent's University Hospital,15.0,,15.0,33.0,46,2.0,
06/10/2023,Tipperary University Hospital,5.0,,5.0,12.0,9,1.0,
06/10/2023,HSE Dublin and Midlands Total,81.0,7,88.0,101.0,191,10.0,0
06/10/2023,UH Waterford,0.0,,0.0,17.0,17,,
06/10/2023,Wexford General Hospital,5.0,3,8.0,0.0,5,3.0,
06/10/2023,Cork University Hospital,12.0,3,15.0,18.0,48,1.0,
06/10/2023,Mercy University Hospital,19.0,0,19.0,8.0,28,4.0,7
06/10/2023,UH Kerry,7.0,0,7.0,24.0,23,1.0,
06/10/2023,UH Limerick,14.0,37,51.0,51.0,13,5.0,
06/10/2023,Galway University Hospital,7.0,2,9.0,20.0,27,,
06/10/2023,Letterkenny University Hospital,24.0,,24.0,6.0,30,3.0,
06/10/2023,HSE Dublin and South East Total,88.0,45,133.0,144.0,191,17.0,7
06/10/2023,Mayo University Hospital,17.0,,17.0,0.0,8,8.0,
06/10/2023,Portiuncula University Hospital,0.0,0,0.0,0.0,8,,
06/10/2023,Sligo University Hospital,4.0,17,21.0,10.0,17,7.0,
06/10/2023,National Total,232.0,70,302.0,278.0,475,42.0,7
07/10/2023,Beaumont Hospital,0.0,0,0.0,0.0,14,,
07/10/2023,Cavan General Hospital,0.0,1,1.0,4.0,6,,
07/10/2023,Connolly Hospital,0.0,0,0.0,0.0,5,,
07/10/2023,Mater Misericordiae University Hospital,7.0,,7.0,0.0,21,,
07/10/2023,Our Lady of Lourdes Hospital,3.0,1,4.0,7.0,1,,
07/10/2023,Our Lady's Hospital Navan,0.0,,0.0,7.0,4,,
07/10/2023,CHI at Crumlin,3.0,,3.0,,4,,
07/10/2023,CHI at Tallaght,0.0,,0.0,,2,,
07/10/2023,HSE Dublin and North East Total,13.0,2,15.0,18.0,57,0.0,0
07/10/2023,CHI at Temple Street,3.0,,3.0,,5,,
07/10/2023,MRH Mullingar,6.0,0,6.0,2.0,1,,
07/10/2023,MRH Portlaoise,4.0,0,4.0,0.0,7,,
07/10/2023,MRH Tullamore,0.0,0,0.0,0.0,5,,
07/10/2023,Naas General Hospital,4.0,0,4.0,0.0,11,,
07/10/2023,St. James's Hospital,10.0,0,10.0,0.0,61,,
07/10/2023,Tallaght University Hospital,14.0,,14.0,9.0,37,1.0,
07/10/2023,St Luke's General Hospital Kilkenny,0.0,0,0.0,27.0,8,,
07/10/2023,St. Vincent's University Hospital,7.0,,7.0,33.0,43,,
07/10/2023,Tipperary University Hospital,0.0,,0.0,14.0,11,,
07/10/2023,HSE Dublin and Midlands Total,48.0,0,48.0,85.0,189,1.0,0
07/10/2023,UH Waterford,0.0,0,0.0,8.0,20,,
07/10/2023,Wexford General Hospital,3.0,1,4.0,0.0,5,1.0,
07/10/2023,Cork University Hospital,20.0,2,22.0,15.0,49,1.0,
07/10/2023,Mercy University Hospital,9.0,0,9.0,7.0,27,1.0,
07/10/2023,UH Kerry,9.0,0,9.0,19.0,24,1.0,
07/10/2023,UH Limerick,8.0,32,40.0,30.0,13,3.0,
07/10/2023,Galway University Hospital,17.0,0,17.0,22.0,27,,
