Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs
22/06/2024,Mercy University Hospital,7,0,7,0,11,1,
22/06/2024,South Infirmary Victoria University Hospital,,,,,3,,
22/06/2024,UH Kerry,9,0,9,8,20,1,1
22/06/2024,HSE South West Total,22,2,24,14,78,2,1
22/06/2024,Ennis Hospital,,,,,1,,
22/06/2024,Nenagh Hospital,,,,,4,,
22/06/2024,St. John's Hospital Limerick,,,,,1,,
22/06/2024,UH Limerick,8,4,12,25,12,,2
22/06/2024,HSE Mid West Total,8,4,12,25,18,0,2
22/06/2024,Galway University Hospital,3,2,5,21,32,,
22/06/2024,Letterkenny University Hospital,5,5,10,0,31,3,
22/06/2024,Mayo University Hospital,0,0,0,0,5,,
22/06/2024,Portiuncula University Hospital,3,0,3,0,4,,
22/06/2024,Roscommon University Hospital,,,,,6,,
22/06/2024,Sligo University Hospital,2,4,6,9,18,3,
22/06/2024,HSE West and North West Total,13,11,24,30,96,6,0
22/06/2024,National Total,98,17,115,237,377,15,4
23/06/2024,Beaumont Hospital,4,0,4,11,9,,
23/06/2024,Cavan General Hospital,8,0,8,10,0,,
23/06/2024,Connolly Hospital,0,0,0,0,4,,
23/06/2024,Louth County Hospital,,,,,0,,
23/06/2024,Mater Misericordiae University Hospital,3,,3,8,12,,
23/06/2024,National Orthopaedic Hospital Cappagh,,,,,2,,
23/06/2024,Our Lady of Lourdes Hospital,10,0,10,25,1,,
23/06/2024,Our Lady's Hospital Navan,0,0,0,9,1,,
23/06/2024,HSE Dublin and North East Total,25,0,25,63,29,0,0
23/06/2024,CHI at Crumlin,0,,0,,3,,
23/06/2024,CHI at Tallaght,1,0,1,,0,,
23/06/2024,CHI at Temple Street,1,,1,,3,,
23/06/2024,MRH Mullingar,7,0,7,7,0,,
23/06/2024,MRH Portlaoise,7,0,7,0,5,,
23/06/2024,MRH Tullamore,0,0,0,6,7,,
23/06/2024,Naas General Hospital,0,0,0,0,8,,
23/06/2024,St. James's Hospital,6,0,6,16,35,,
23/06/2024,St. Luke's Radiation Oncology Network,,,,,0,,
23/06/2024,Tallaght University Hospital,8,0,8,10,15,1,
23/06/2024,HSE Dublin and Midlands Total,30,0,30,39,76,1,0
23/06/2024,National Rehabilitation Hospital,,,,,7,,
23/06/2024,St. Columcille's Hospital,,,,,2,,
23/06/2024,St Luke's General Hospital Kilkenny,0,0,0,23,12,,
23/06/2024,St. Michael's Hospital,,,,,4,,
23/06/2024,St. Vincent's University Hospital,33,0,33,55,19,5,3
23/06/2024,Tipperary University Hospital,2,0,2,0,11,,
23/06/2024,UH Waterford,0,0,0,0,19,,
23/06/2024,Wexford General Hospital,0,0,0,3,6,,
23/06/2024,HSE Dublin and South East Total,35,0,35,81,80,5,3
23/06/2024,Bantry General Hospital,,,,,6,,
23/06/2024,Cork University Hospital,5,4,9,15,33,,
23/06/2024,Mallow General Hospital,,,,,5,,
23/06/2024,Mercy University Hospital,6,0,6,0,11,,
23/06/2024,South Infirmary Victoria University Hospital,,,,,3,,
23/06/2024,UH Kerry,8,0,8,8,20,1,
23/06/2024,HSE South West Total,19,4,23,23,78,1,0
23/06/2024,Ennis Hospital,,,,,1,,
23/06/2024,Nenagh Hospital,,,,,4,,
23/06/2024,St. John's Hospital Limerick,,,,,1,,
23/06/2024,UH Limerick,2,21,23,20,12,3,2
23/06/2024,HSE Mid West Total,2,21,23,20,18,3,2
23/06/2024,Galway University Hospital,13,10,23,22,32,3,
23/06/2024,Letterkenny University Hospital,0,7,7,7,31,4,
23/06/2024,Mayo University Hospital,2,6,8,0,5,,
23/06/2024,Portiuncula University Hospital,2,0,2,0,4,,
23/06/2024,Roscommon University Hospital,,,,,6,,
23/06/2024,Sligo University Hospital,4,4,8,9,18,3,
23/06/2024,HSE West and North West Total,21,27,48,38,96,10,0
23/06/2024,National Total,132,52,184,264,377,20,5
24/06/2024,Beaumont Hospital,23,0,23,23,9,,
24/06/2024,Cavan General Hospital,9,0,9,5,0,,
24/06/2024,Connolly Hospital,1,0,1,2,4,,
24/06/2024,Louth County Hospital,,,,,0,,
24/06/2024,Mater Misericordiae University Hospital,8,0,8,12,12,,
24/06/2024,National Orthopaedic Hospital Cappagh,,,,,2,,
24/06/2024,Our Lady of Lourdes Hospital,29,0,29,35,1,,
24/06/2024,Our Lady's Hospital Navan,5,0,5,11,1,,
24/06/2024,HSE Dublin and North East Total,75,0,75,88,29,0,0
24/06/2024,CHI at Crumlin,2,,2,,3,,
24/06/2024,CHI at Tallaght,0,0,0,,0,,
24/06/2024,CHI at Temple Street,4,,4,0,3,,
24/06/2024,MRH Mullingar,9,0,9,7,0,,
24/06/2024,MRH Portlaoise,0,0,0,0,5,,
24/06/2024,MRH Tullamore,0,0,0,19,7,,
24/06/2024,Naas General Hospital,0,0,0,0,8,,
24/06/2024,St. James's Hospital,16,0,16,16,35,,
24/06/2024,St. Luke's Radiation Oncology Network,,,,,0,,
24/06/2024,Tallaght University Hospital,16,0,16,19,15,2,
24/06/2024,HSE Dublin and Midlands Total,47,0,47,61,76,2,0
24/06/2024,National Rehabilitation Hospital,,,,,7,,
24/06/2024,St. Columcille's Hospital,,,,,2,,
24/06/2024,St Luke's General Hospital Kilkenny,7,1,8,26,12,,
24/06/2024,St. Michael's Hospital,,,,,4,,
24/06/2024,St. Vincent's University Hospital,40,0,40,59,19,19,8
24/06/2024,Tipperary University Hospital,11,0,11,7,11,1,
24/06/2024,UH Waterford,0,0,0,0,19,,
24/06/2024,Wexford General Hospital,0,2,2,3,6,,
24/06/2024,HSE Dublin and South East Total,58,3,61,95,80,20,8
24/06/2024,Bantry General Hospital,,,,,6,,
24/06/2024,Cork University Hospital,14,2,16,20,33,2,1
24/06/2024,Mallow General Hospital,,,,,5,,
24/06/2024,Mercy University Hospital,4,0,4,7,11,1,
24/06/2024,South Infirmary Victoria University Hospital,,,,,3,,
24/06/2024,UH Kerry,10,0,10,8,19,,
24/06/2024,HSE South West Total,28,2,30,35,77,3,1
24/06/2024,Ennis Hospital,,,,,1,,
24/06/2024,Nenagh Hospital,,,,,4,,
24/06/2024,St. John's Hospital Limerick,,,,,1,,
24/06/2024,UH Limerick,15,31,46,29,12,18,4
24/06/2024,HSE Mid West Total,15,31,46,29,18,18,4
24/06/2024,Galway University Hospital,23,7,30,28,32,12,
24/06/2024,Letterkenny University Hospital,1,9,10,6,31,7,
24/06/2024,Mayo University Hospital,3,5,8,3,5,3,
24/06/2024,Portiuncula University Hospital,3,0,3,0,4,,
24/06/2024,Roscommon University Hospital,,,,,6,,
24/06/2024,Sligo University Hospital,5,10,15,11,18,3,
24/06/2024,HSE West and North West Total,35,31,66,48,96,25,0
24/06/2024,National Total,258,67,325,356,376,68,13
25/06/2024,Beaumont Hospital,29,0,29,23,8,1,1
25/06/2024,Cavan General Hospital,7,0,7,6,1,,
25/06/2024,Connolly Hospital,4,0,4,5,4,,
25/06/2024,Louth County Hospital,,,,,0,,
25/06/2024,Mater Misericordiae University Hospital,20,0,20,12,12,,
25/06/2024,National Orthopaedic Hospital Cappagh,,,,,2,,
25/06/2024,Our Lady of Lourdes Hospital,29,0,29,35,1,3,
25/06/2024,Our Lady's Hospital Navan,6,0,6,11,1,,
25/06/2024,HSE Dublin and North East Total,95,0,95,92,29,4,1
25/06/2024,CHI at Crumlin,1,0,1,0,3,,
25/06/2024,CHI at Tallaght,0,0,0,,0,,
25/06/2024,CHI at Temple Street,1,,1,0,3,,
25/06/2024,MRH Mullingar,5,0,5,13,0,,
25/06/2024,MRH Portlaoise,6,0,6,6,5,,
25/06/2024,MRH Tullamore,0,0,0,20,8,,
25/06/2024,Naas General Hospital,0,0,0,0,9,,
25/06/2024,St. James's Hospital,30,0,30,15,32,1,
25/06/2024,St. Luke's Radiation Oncology Network,,,,,0,,
25/06/2024,Tallaght University Hospital,20,0,20,18,13,7,
25/06/2024,HSE Dublin and Midlands Total,63,0,63,72,73,8,0
25/06/2024,National Rehabilitation Hospital,,,,,6,,
25/06/2024,St. Columcille's Hospital,,,,,2,,
25/06/2024,St Luke's General Hospital Kilkenny,5,0,5,33,11,,
25/06/2024,St. Michael's Hospital,,,,,4,,
25/06/2024,St. Vincent's University Hospital,25,3,28,55,18,5,2
25/06/2024,Tipperary University Hospital,12,0,12,7,12,2,
25/06/2024,UH Waterford,0,0,0,0,17,,
25/06/2024,Wexford General Hospital,3,0,3,3,5,,
25/06/2024,HSE Dublin and South East Total,45,3,48,98,75,7,2
25/06/2024,Bantry General Hospital,,,,,7,,
25/06/2024,Cork University Hospital,18,5,23,28,40,,
25/06/2024,Mallow General Hospital,,,,,5,,
25/06/2024,Mercy University Hospital,7,0,7,6,13,,
25/06/2024,South Infirmary Victoria University Hospital,,,,,3,,
25/06/2024,UH Kerry,18,5,23,12,15,2,1
25/06/2024,HSE South West Total,43,10,53,46,83,2,1
25/06/2024,Ennis Hospital,,,,,1,,
25/06/2024,Nenagh Hospital,,,,,3,,
25/06/2024,St. John's Hospital Limerick,,,,,1,,
25/06/2024,UH Limerick,26,32,58,52,11,8,2
25/06/2024,HSE Mid West Total,26,32,58,52,16,8,2
25/06/2024,Galway University Hospital,34,14,48,22,36,8,1
25/06/2024,Letterkenny University Hospital,5,9,14,7,31,3,
25/06/2024,Mayo University Hospital,3,7,10,4,4,,
25/06/2024,Portiuncula University Hospital,2,0,2,0,5,,
25/06/2024,Roscommon University Hospital,,,,,6,,
25/06/2024,Sligo University Hospital,10,10,20,9,18,4,
25/06/2024,HSE West and North West Total,54,40,94,42,100,15,1
25/06/2024,National Total,326,85,411,402,376,44,7
26/06/2024,Beaumont Hospital,22,0,22,24,10,,
26/06/2024,Cavan General Hospital,2,0,2,0,1,,
26/06/2024,Connolly Hospital,3,0,3,4,4,1,
26/06/2024,Louth County Hospital,,,,,0,,
26/06/2024,Mater Misericordiae University Hospital,14,0,14,10,11,,
26/06/2024,National Orthopaedic Hospital Cappagh,,,,,3,,
26/06/2024,Our Lady of Lourdes Hospital,18,0,18,30,1,,
26/06/2024,Our Lady's Hospital Navan,2,0,2,11,1,,
26/06/2024,HSE Dublin and North East Total,61,0,61,79,31,1,0
26/06/2024,CHI at Crumlin,1,0,1,0,3,,
26/06/2024,CHI at Tallaght,1,0,1,,0,,
26/06/2024,CHI at Temple Street,4,0,4,0,3,,
26/06/2024,MRH Mullingar,5,0,5,15,0,,
26/06/2024,MRH Portlaoise,0,0,0,0,5,,
26/06/2024,MRH Tullamore,0,0,0,21,7,,
26/06/2024,Naas General Hospital,0,0,0,0,9,,
26/06/2024,St. James's Hospital,28,0,28,15,34,2,
26/06/2024,St. Luke's Radiation Oncology Network,,,,,0,,
26/06/2024,Tallaght University Hospital,21,0,21,18,13,3,
26/06/2024,HSE Dublin and Midlands Total,60,0,60,69,74,5,0
26/06/2024,National Rehabilitation Hospital,,,,,6,,
26/06/2024,St. Columcille's Hospital,,,,,2,,
26/06/2024,St Luke's General Hospital Kilkenny,7,2,9,30,11,,
26/06/2024,St. Michael's Hospital,,,,,4,,
26/06/2024,St. Vincent's University Hospital,34,1,35,52,19,2,
26/06/2024,Tipperary University Hospital,5,0,5,5,10,4,
26/06/2024,UH Waterford,0,0,0,0,16,,
26/06/2024,Wexford General Hospital,3,0,3,4,8,,
26/06/2024,HSE Dublin and South East Total,49,3,52,91,76,6,0
26/06/2024,Bantry General Hospital,,,,,7,,
26/06/2024,Cork University Hospital,18,7,25,29,44,1,
26/06/2024,Mallow General Hospital,,,,,5,,
26/06/2024,Mercy University Hospital,6,0,6,8,13,,
26/06/2024,South Infirmary Victoria University Hospital,,,,,3,,
26/06/2024,UH Kerry,17,5,22,10,18,9,1
26/06/2024,HSE South West Total,41,12,53,47,90,10,1
26/06/2024,Ennis Hospital,,,,,1,,
26/06/2024,Nenagh Hospital,,,,,3,,
26/06/2024,St. John's Hospital Limerick,,,,,2,,
26/06/2024,UH Limerick,20,31,51,34,18,10,4
26/06/2024,HSE Mid West Total,20,31,51,34,24,10,4
26/06/2024,Galway University Hospital,40,15,55,22,39,18,2
26/06/2024,Letterkenny University Hospital,10,8,18,9,35,5,
26/06/2024,Mayo University Hospital,0,5,5,0,4,1,
26/06/2024,Portiuncula University Hospital,1,0,1,6,4,,
26/06/2024,Roscommon University Hospital,,,,,4,,
26/06/2024,Sligo University Hospital,9,8,17,8,19,5,
26/06/2024,HSE West and North West Total,60,36,96,45,105,29,2
26/06/2024,National Total,291,82,373,365,400,61,7
27/06/2024,Beaumont Hospital,21,0,21,24,11,,
27/06/2024,Cavan General Hospital,6,0,6,0,1,,
27/06/2024,Connolly Hospital,0,0,0,0,4,,
27/06/2024,Louth County Hospital,,,,,0,,
27/06/2024,Mater Misericordiae University Hospital,16,0,16,8,15,,
27/06/2024,National Orthopaedic Hospital Cappagh,,,,,3,,
27/06/2024,Our Lady of Lourdes Hospital,7,0,7,27,1,,
27/06/2024,Our Lady's Hospital Navan,7,0,7,11,1,,
27/06/2024,HSE Dublin and North East Total,57,0,57,70,36,0,0
27/06/2024,CHI at Crumlin,1,,1,0,3,,
27/06/2024,CHI at Tallaght,1,0,1,0,0,,
27/06/2024,CHI at Temple Street,2,0,2,0,3,,
27/06/2024,MRH Mullingar,2,0,2,7,0,,
27/06/2024,MRH Portlaoise,15,0,15,10,7,,
27/06/2024,MRH Tullamore,0,0,0,15,9,,
27/06/2024,Naas General Hospital,1,0,1,0,11,,
27/06/2024,St. James's Hospital,29,0,29,15,36,4,
27/06/2024,St. Luke's Radiation Oncology Network,,,,,0,,
27/06/2024,Tallaght University Hospital,16,0,16,19,13,3,
27/06/2024,HSE Dublin and Midlands Total,67,0,67,66,82,7,0
27/06/2024,National Rehabilitation Hospital,,,,,6,,
27/06/2024,St. Columcille's Hospital,,,,,2,,
27/06/2024,St Luke's General Hospital Kilkenny,5,3,8,13,11,,
27/06/2024,St. Michael's Hospital,,,,,4,,
27/06/2024,St. Vincent's University Hospital,23,0,23,50,19,6,1
27/06/2024,Tipperary University Hospital,5,0,5,6,10,1,
27/06/2024,UH Waterford,0,0,0,0,21,,
27/06/2024,Wexford General Hospital,0,0,0,3,8,,
27/06/2024,HSE Dublin and South East Total,33,3,36,72,81,7,1
27/06/2024,Bantry General Hospital,,,,,5,,
27/06/2024,Cork University Hospital,15,0,15,24,37,,
27/06/2024,Mallow General Hospital,,,,,6,,
27/06/2024,Mercy University Hospital,14,2,16,8,11,2,
27/06/2024,South Infirmary Victoria University Hospital,,,,,3,,
27/06/2024,UH Kerry,13,0,13,10,15,2,
27/06/2024,HSE South West Total,42,2,44,42,77,4,0
27/06/2024,Ennis Hospital,,,,,1,,
27/06/2024,Nenagh Hospital,,,,,3,,
27/06/2024,St. John's Hospital Limerick,,,,,2,,
27/06/2024,UH Limerick,24,24,48,49,18,11,6
27/06/2024,HSE Mid West Total,24,24,48,49,24,11,6
27/06/2024,Galway University Hospital,18,8,26,27,36,7,1
27/06/2024,Letterkenny University Hospital,3,10,13,9,35,5,
27/06/2024,Mayo University Hospital,0,1,1,0,1,,
27/06/2024,Portiuncula University Hospital,1,0,1,0,4,,
27/06/2024,Roscommon University Hospital,,,,,4,,
27/06/2024,Sligo University Hospital,9,9,18,9,21,8,
27/06/2024,HSE West and North West Total,31,28,59,45,101,20,1
27/06/2024,National Total,254,57,311,344,401,49,8
28/06/2024,Beaumont Hospital,0,0,0,9,15,,
28/06/2024,Cavan General Hospital,1,0,1,8,1,,
28/06/2024,Connolly Hospital,0,0,0,4,4,,
28/06/2024,Louth County Hospital,,,,,0,,
28/06/2024,Mater Misericordiae University Hospital,17,0,17,11,15,,
28/06/2024,National Orthopaedic Hospital Cappagh,,,,,3,,
28/06/2024,Our Lady of Lourdes Hospital,6,0,6,23,1,,
28/06/2024,Our Lady's Hospital Navan,1,0,1,10,1,,
28/06/2024,HSE Dublin and North East Total,25,0,25,65,40,0,0
28/06/2024,CHI at Crumlin,0,,0,,3,,
28/06/2024,CHI at Tallaght,0,0,0,,0,,
28/06/2024,CHI at Temple Street,0,,0,0,3,,
28/06/2024,MRH Mullingar,0,0,0,5,0,,
28/06/2024,MRH Portlaoise,14,0,14,10,7,1,
28/06/2024,MRH Tullamore,0,0,0,10,8,,
28/06/2024,Naas General Hospital,0,0,0,0,11,,
28/06/2024,St. James's Hospital,19,0,19,15,36,3,
28/06/2024,St. Luke's Radiation Oncology Network,,,,,0,,
28/06/2024,Tallaght University Hospital,15,0,15,17,15,3,
28/06/2024,HSE Dublin and Midlands Total,48,0,48,57,83,7,0
28/06/2024,National Rehabilitation Hospital,,,,,10,,
28/06/2024,St. Columcille's Hospital,,,,,2,,
28/06/2024,St Luke's General Hospital Kilkenny,8,0,8,16,11,,
28/06/2024,St. Michael's Hospital,,,,,4,,
28/06/2024,St. Vincent's University Hospital,14,0,14,52,18,2,1
28/06/2024,Tipperary University Hospital,7,0,7,7,10,4,
28/06/2024,UH Waterford,0,0,0,0,20,,
28/06/2024,Wexford General Hospital,1,1,2,3,8,,
28/06/2024,HSE Dublin and South East Total,30,1,31,78,83,6,1
28/06/2024,Bantry General Hospital,,,,,4,,
28/06/2024,Cork University Hospital,10,0,10,22,35,1,
28/06/2024,Mallow General Hospital,,,,,6,,
28/06/2024,Mercy University Hospital,14,3,17,8,10,4,
28/06/2024,South Infirmary Victoria University Hospital,,,,,2,,
28/06/2024,UH Kerry,14,0,14,8,19,4,
28/06/2024,HSE South West Total,38,3,41,38,76,9,0
28/06/2024,Ennis Hospital,,,,,1,,
28/06/2024,Nenagh Hospital,,,,,2,,
28/06/2024,St. John's Hospital Limerick,,,,,2,,
28/06/2024,UH Limerick,23,32,55,38,21,14,7
28/06/2024,HSE Mid West Total,23,32,55,38,26,14,7
28/06/2024,Galway University Hospital,19,9,28,20,38,5,
28/06/2024,Letterkenny University Hospital,4,7,11,3,32,2,
28/06/2024,Mayo University Hospital,0,0,0,0,2,,
28/06/2024,Portiuncula University Hospital,3,0,3,0,4,,
28/06/2024,Roscommon University Hospital,,,,,4,,
28/06/2024,Sligo University Hospital,9,12,21,10,23,7,
28/06/2024,HSE West and North West Total,35,28,63,33,103,14,0
28/06/2024,National Total,199,64,263,309,411,50,8
29/06/2024,Beaumont Hospital,0,0,0,0,13,,
29/06/2024,Cavan General Hospital,2,0,2,11,1,1,
29/06/2024,Connolly Hospital,0,0,0,0,4,,
29/06/2024,Louth County Hospital,,,,,0,,
29/06/2024,Mater Misericordiae University Hospital,0,7,7,14,16,,
29/06/2024,National Orthopaedic Hospital Cappagh,,,,,3,,
29/06/2024,Our Lady of Lourdes Hospital,5,0,5,16,1,,
29/06/2024,Our Lady's Hospital Navan,0,0,0,7,1,,
29/06/2024,HSE Dublin and North East Total,7,7,14,48,39,1,0
29/06/2024,CHI at Crumlin,3,0,3,0,3,,
29/06/2024,CHI at Tallaght,0,0,0,0,0,,
29/06/2024,CHI at Temple Street,2,0,2,0,3,,
29/06/2024,MRH Mullingar,3,0,3,3,1,,
29/06/2024,MRH Portlaoise,0,0,0,9,7,,
29/06/2024,MRH Tullamore,0,0,0,0,8,,
29/06/2024,Naas General Hospital,0,0,0,0,9,,
29/06/2024,St. James's Hospital,7,0,7,12,35,,
29/06/2024,St. Luke's Radiation Oncology Network,,,,,0,,
29/06/2024,Tallaght University Hospital,6,0,6,10,15,2,
29/06/2024,HSE Dublin and Midlands Total,21,0,21,34,81,2,0
29/06/2024,National Rehabilitation Hospital,,,,,10,,
29/06/2024,St. Columcille's Hospital,,,,,2,,
29/06/2024,St Luke's General Hospital Kilkenny,0,0,0,4,9,,
29/06/2024,St. Michael's Hospital,,,,,4,,
29/06/2024,St. Vincent's University Hospital,10,0,10,52,18,1,
29/06/2024,Tipperary University Hospital,0,0,0,0,8,,
29/06/2024,UH Waterford,0,0,0,0,21,,
29/06/2024,Wexford General Hospital,2,0,2,0,9,,
29/06/2024,HSE Dublin and South East Total,12,0,12,56,81,1,0
29/06/2024,Bantry General Hospital,,,,,4,,
29/06/2024,Cork University Hospital,2,0,2,3,36,,
29/06/2024,Mallow General Hospital,,,,,6,,
29/06/2024,Mercy University Hospital,1,0,1,7,10,,
29/06/2024,South Infirmary Victoria University Hospital,,,,,2,,
29/06/2024,UH Kerry,11,0,11,8,18,4,
29/06/2024,HSE South West Total,14,0,14,18,76,4,0
29/06/2024,Ennis Hospital,,,,,1,,
29/06/2024,Nenagh Hospital,,,,,2,,
29/06/2024,St. John's Hospital Limerick,,,,,2,,
29/06/2024,UH Limerick,27,30,57,33,21,22,8
29/06/2024,HSE Mid West Total,27,30,57,33,26,22,8
29/06/2024,Galway University Hospital,11,5,16,22,34,2,
29/06/2024,Letterkenny University Hospital,3,3,6,2,32,2,
29/06/2024,Mayo University Hospital,0,0,0,0,2,,
29/06/2024,Portiuncula University Hospital,0,0,0,0,4,,
29/06/2024,Roscommon University Hospital,,,,,4,,
29/06/2024,Sligo University Hospital,3,11,14,9,24,3,
29/06/2024,HSE West and North West Total,17,19,36,33,100,7,0
29/06/2024,National Total,98,56,154,222,403,37,8
30/06/2024,Beaumont Hospital,0,0,0,0,13,,
30/06/2024,Cavan General Hospital,1,0,1,10,1,,
30/06/2024,Connolly Hospital,0,0,0,0,4,,
30/06/2024,Louth County Hospital,,,,,0,,
30/06/2024,Mater Misericordiae University Hospital,11,0,11,15,16,,
30/06/2024,National Orthopaedic Hospital Cappagh,,,,,3,,
30/06/2024,Our Lady of Lourdes Hospital,12,0,12,27,1,,
30/06/2024,Our Lady's Hospital Navan,2,0,2,11,1,,
30/06/2024,HSE Dublin and North East Total,26,0,26,63,39,0,0
30/06/2024,CHI at Crumlin,2,0,2,0,3,,
30/06/2024,CHI at Tallaght,0,0,0,,0,,
30/06/2024,CHI at Temple Street,0,0,0,0,3,,
30/06/2024,MRH Mullingar,1,0,1,1,1,,
30/06/2024,MRH Portlaoise,7,0,7,10,7,,
30/06/2024,MRH Tullamore,0,0,0,0,8,,
30/06/2024,Naas General Hospital,3,0,3,0,9,,
30/06/2024,St. James's Hospital,4,0,4,13,35,,
30/06/2024,St. Luke's Radiation Oncology Network,,,,,0,,
30/06/2024,Tallaght University Hospital,8,0,8,10,15,1,
30/06/2024,HSE Dublin and Midlands Total,25,0,25,34,81,1,0
30/06/2024,National Rehabilitation Hospital,,,,,10,,
30/06/2024,St. Columcille's Hospital,,,,,2,,
30/06/2024,St Luke's General Hospital Kilkenny,4,0,4,39,9,,
30/06/2024,St. Michael's Hospital,,,,,4,,
30/06/2024,St. Vincent's University Hospital,19,0,19,60,18,7,1
30/06/2024,Tipperary University Hospital,0,0,0,0,8,,
30/06/2024,UH Waterford,0,0,0,0,21,,
30/06/2024,Wexford General Hospital,5,2,7,4,9,,
30/06/2024,HSE Dublin and South East Total,28,2,30,103,81,7,1
30/06/2024,Bantry General Hospital,,,,,4,,
30/06/2024,Cork University Hospital,6,0,6,11,36,,
30/06/2024,Mallow General Hospital,,,,,6,,
30/06/2024,Mercy University Hospital,0,0,0,5,10,,
30/06/2024,South Infirmary Victoria University Hospital,,,,,2,,
30/06/2024,UH Kerry,7,0,7,8,19,1,
30/06/2024,HSE South West Total,13,0,13,24,77,1,0
30/06/2024,Ennis Hospital,,,,,1,,
30/06/2024,Nenagh Hospital,,,,,2,,
30/06/2024,St. John's Hospital Limerick,,,,,2,,
30/06/2024,UH Limerick,19,29,48,22,19,21,3
30/06/2024,HSE Mid West Total,19,29,48,22,24,21,3
30/06/2024,Galway University Hospital,15,7,22,6,34,3,3
30/06/2024,Letterkenny University Hospital,3,2,5,0,32,2,
30/06/2024,Mayo University Hospital,2,3,5,0,2,,
30/06/2024,Portiuncula University Hospital,0,0,0,0,4,,
30/06/2024,Roscommon University Hospital,,,,,4,,
30/06/2024,Sligo University Hospital,4,10,14,8,24,10,
30/06/2024,HSE West and North West Total,24,22,46,14,100,15,3
30/06/2024,National Total,135,53,188,260,402,45,7
01/07/2024,Beaumont Hospital,12,0,12,7,13,,
01/07/2024,Cavan General Hospital,7,0,7,7,1,,
01/07/2024,Connolly Hospital,0,0,0,0,4,,
01/07/2024,Louth County Hospital,,,,,0,,
01/07/2024,Mater Misericordiae University Hospital,22,0,22,16,16,3,3
01/07/2024,National Orthopaedic Hospital Cappagh,,,,,3,,
01/07/2024,Our Lady of Lourdes Hospital,21,0,21,31,1,,
01/07/2024,Our Lady's Hospital Navan,4,0,4,18,1,,
01/07/2024,HSE Dublin and North East Total,66,0,66,79,39,3,3
01/07/2024,CHI at Crumlin,1,,1,,3,,
01/07/2024,CHI at Tallaght,0,0,0,,0,,
01/07/2024,CHI at Temple Street,4,0,4,0,3,,
01/07/2024,MRH Mullingar,2,0,2,5,1,,
01/07/2024,MRH Portlaoise,1,0,1,10,7,,
01/07/2024,MRH Tullamore,0,0,0,0,8,,
01/07/2024,Naas General Hospital,8,0,8,0,9,1,
01/07/2024,St. James's Hospital,9,0,9,16,35,,
01/07/2024,St. Luke's Radiation Oncology Network,,,,,0,,
01/07/2024,Tallaght University Hospital,9,0,9,15,15,1,
01/07/2024,HSE Dublin and Midlands Total,34,0,34,46,81,2,0
01/07/2024,National Rehabilitation Hospital,,,,,10,,
01/07/2024,St. Columcille's Hospital,,,,,2,,
01/07/2024,St Luke's General Hospital Kilkenny,7,1,8,48,9,2,
01/07/2024,St. Michael's Hospital,,,,,4,,
01/07/2024,St. Vincent's University Hospital,23,0,23,60,18,9,1
01/07/2024,Tipperary University Hospital,6,0,6,1,8,,
01/07/2024,UH Waterford,0,0,0,10,21,,
01/07/2024,Wexford General Hospital,2,6,8,3,9,1,
01/07/2024,HSE Dublin and South East Total,38,7,45,122,81,12,1
01/07/2024,Bantry General Hospital,,,,,4,,
01/07/2024,Cork University Hospital,18,2,20,23,36,,
01/07/2024,Mallow General Hospital,,,,,7,,
01/07/2024,Mercy University Hospital,4,0,4,6,11,,
01/07/2024,South Infirmary Victoria University Hospital,,,,,2,,
01/07/2024,UH Kerry,16,2,18,8,16,2,
01/07/2024,HSE South West Total,38,4,42,37,76,2,0
01/07/2024,Ennis Hospital,,,,,1,,
01/07/2024,Nenagh Hospital,,,,,2,,
01/07/2024,St. John's Hospital Limerick,,,,,2,,
01/07/2024,UH Limerick,40,42,82,49,19,37,8
01/07/2024,HSE Mid West Total,40,42,82,49,24,37,8
01/07/2024,Galway University Hospital,24,9,33,27,34,12,5
01/07/2024,Letterkenny University Hospital,7,3,10,8,32,2,
01/07/2024,Mayo University Hospital,3,2,5,3,2,,
01/07/2024,Portiuncula University Hospital,0,0,0,0,4,,
01/07/2024,Roscommon University Hospital,,,,,4,,
01/07/2024,Sligo University Hospital,10,15,25,11,24,14,
01/07/2024,HSE West and North West Total,44,29,73,49,100,28,5
01/07/2024,National Total,260,82,342,382,401,84,17
02/07/2024,Beaumont Hospital,9,0,9,12,15,,
02/07/2024,Cavan General Hospital,5,0,5,7,1,,
02/07/2024,Connolly Hospital,0,0,0,0,4,,
02/07/2024,Louth County Hospital,,,,,0,,
02/07/2024,Mater Misericordiae University Hospital,32,0,32,12,17,1,
02/07/2024,National Orthopaedic Hospital Cappagh,,,,,3,,
02/07/2024,Our Lady of Lourdes Hospital,21,0,21,23,1,,
02/07/2024,Our Lady's Hospital Navan,5,0,5,10,1,,
02/07/2024,HSE Dublin and North East Total,72,0,72,64,42,1,0
02/07/2024,CHI at Crumlin,3,0,3,0,3,,
02/07/2024,CHI at Tallaght,0,0,0,0,0,,
02/07/2024,CHI at Temple Street,2,0,2,0,3,,
02/07/2024,MRH Mullingar,0,0,0,3,1,,
02/07/2024,MRH Portlaoise,0,0,0,9,7,,
02/07/2024,MRH Tullamore,0,0,0,13,8,,
