Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs
08/02/2025,Mayo University Hospital,5,10,15,9,16,7,
08/02/2025,Portiuncula University Hospital,2,0,2,0,9,,
08/02/2025,Roscommon University Hospital,,,,,7,,
08/02/2025,Sligo University Hospital,5,3,8,10,24,1,
08/02/2025,HSE West and North West Total,29,24,53,41,130,15,1
08/02/2025,National Total,142,59,201,393,402,30,4
09/02/2025,Beaumont Hospital,3,0,3,16,11,,
09/02/2025,Cavan General Hospital,24,0,24,10,1,,
09/02/2025,Connolly Hospital,0,0,0,0,4,,
09/02/2025,Louth County Hospital,,,,,0,,
09/02/2025,Mater Misericordiae University Hospital,0,0,0,24,15,,
09/02/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
09/02/2025,Our Lady of Lourdes Hospital,36,0,36,53,12,2,
09/02/2025,Our Lady's Hospital Navan,0,0,0,11,1,,
09/02/2025,HSE Dublin and North East Total,63,0,63,114,44,2,0
09/02/2025,CHI at Crumlin,1,0,1,0,4,,
09/02/2025,CHI at Tallaght,0,0,0,0,1,,
09/02/2025,CHI at Temple Street,2,0,2,0,1,,
09/02/2025,MRH Mullingar,4,0,4,26,3,,
09/02/2025,MRH Portlaoise,0,0,0,8,8,,
09/02/2025,MRH Tullamore,0,0,0,27,5,,
09/02/2025,Naas General Hospital,9,0,9,21,5,,
09/02/2025,St. James's Hospital,5,0,5,11,21,,
09/02/2025,St. Luke's Radiation Oncology Network,,,,,0,,
09/02/2025,Tallaght University Hospital,18,4,22,31,8,4,
09/02/2025,HSE Dublin and Midlands Total,39,4,43,124,56,4,0
09/02/2025,National Rehabilitation Hospital,,,,,8,,
09/02/2025,St. Columcille's Hospital,,,,,7,,
09/02/2025,St Luke's General Hospital Kilkenny,0,0,0,17,9,,
09/02/2025,St. Michael's Hospital,,,,,4,,
09/02/2025,St. Vincent's University Hospital,28,2,30,40,14,10,2
09/02/2025,Tipperary University Hospital,0,0,0,7,13,,
09/02/2025,UH Waterford,0,0,0,0,27,,
09/02/2025,Wexford General Hospital,7,5,12,27,4,1,
09/02/2025,HSE Dublin and South East Total,35,7,42,91,86,11,2
09/02/2025,Bantry General Hospital,,,,,3,,
09/02/2025,Cork University Hospital,11,2,13,26,25,,
09/02/2025,Mallow General Hospital,,,,,2,,
09/02/2025,Mercy University Hospital,4,0,4,7,15,,
09/02/2025,South Infirmary Victoria University Hospital,,,,,3,,
09/02/2025,UH Kerry,6,0,6,12,21,,
09/02/2025,HSE South West Total,21,2,23,45,69,0,0
09/02/2025,Ennis Hospital,,,,,2,,
09/02/2025,Nenagh Hospital,,,,,4,,
09/02/2025,St. John's Hospital Limerick,,,,,6,,
09/02/2025,UH Limerick,6,31,37,38,5,16,
09/02/2025,HSE Mid West Total,6,31,37,38,17,16,0
09/02/2025,Galway University Hospital,22,13,35,0,40,13,
09/02/2025,Letterkenny University Hospital,4,1,5,0,34,,
09/02/2025,Mayo University Hospital,7,11,18,11,16,9,
09/02/2025,Portiuncula University Hospital,11,0,11,14,9,4,
09/02/2025,Roscommon University Hospital,,,,,7,,
09/02/2025,Sligo University Hospital,4,9,13,12,24,3,
09/02/2025,HSE West and North West Total,48,34,82,37,130,29,0
09/02/2025,National Total,212,78,290,449,402,62,2
10/02/2025,Beaumont Hospital,15,0,15,23,11,,
10/02/2025,Cavan General Hospital,23,0,23,8,1,8,5
10/02/2025,Connolly Hospital,0,0,0,0,4,,
10/02/2025,Louth County Hospital,,,,,0,,
10/02/2025,Mater Misericordiae University Hospital,6,,6,32,15,,
10/02/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
10/02/2025,Our Lady of Lourdes Hospital,45,0,45,66,16,12,5
10/02/2025,Our Lady's Hospital Navan,0,0,0,17,1,,
10/02/2025,HSE Dublin and North East Total,89,0,89,146,48,20,10
10/02/2025,CHI at Crumlin,2,,2,,4,,
10/02/2025,CHI at Tallaght,0,0,0,0,1,,
10/02/2025,CHI at Temple Street,7,,7,,1,,
10/02/2025,MRH Mullingar,8,0,8,31,3,1,
10/02/2025,MRH Portlaoise,3,0,3,9,8,,
10/02/2025,MRH Tullamore,0,0,0,30,5,,
10/02/2025,Naas General Hospital,14,0,14,11,5,5,2
10/02/2025,St. James's Hospital,25,0,25,11,21,3,
10/02/2025,St. Luke's Radiation Oncology Network,,,,,0,,
10/02/2025,Tallaght University Hospital,32,7,39,31,8,16,1
10/02/2025,HSE Dublin and Midlands Total,91,7,98,123,56,25,3
10/02/2025,National Rehabilitation Hospital,,,,,8,,
10/02/2025,St. Columcille's Hospital,,,,,7,,
10/02/2025,St Luke's General Hospital Kilkenny,5,0,5,28,9,,
10/02/2025,St. Michael's Hospital,,,,,4,,
10/02/2025,St. Vincent's University Hospital,27,5,32,40,14,13,5
10/02/2025,Tipperary University Hospital,0,6,6,17,13,,
10/02/2025,UH Waterford,0,0,0,15,27,,
10/02/2025,Wexford General Hospital,8,4,12,32,4,3,1
10/02/2025,HSE Dublin and South East Total,40,15,55,132,86,16,6
10/02/2025,Bantry General Hospital,,,,,3,,
10/02/2025,Cork University Hospital,2,4,6,31,25,,
10/02/2025,Mallow General Hospital,,,,,2,,
10/02/2025,Mercy University Hospital,5,4,9,16,15,,
10/02/2025,South Infirmary Victoria University Hospital,,,,,3,,
10/02/2025,UH Kerry,12,0,12,10,22,,
10/02/2025,HSE South West Total,19,8,27,57,70,0,0
10/02/2025,Ennis Hospital,,,,,2,,
10/02/2025,Nenagh Hospital,,,,,4,,
10/02/2025,St. John's Hospital Limerick,,,,,6,,
10/02/2025,UH Limerick,8,37,45,41,5,15,
10/02/2025,HSE Mid West Total,8,37,45,41,17,15,0
10/02/2025,Galway University Hospital,25,16,41,33,40,12,2
10/02/2025,Letterkenny University Hospital,3,2,5,7,34,1,
10/02/2025,Mayo University Hospital,10,17,27,12,16,16,
10/02/2025,Portiuncula University Hospital,5,0,5,16,9,2,
10/02/2025,Roscommon University Hospital,,,,,7,,
10/02/2025,Sligo University Hospital,11,16,27,21,24,5,
10/02/2025,HSE West and North West Total,54,51,105,89,130,36,2
10/02/2025,National Total,301,118,419,588,407,112,21
11/02/2025,Beaumont Hospital,16,0,16,26,15,,
11/02/2025,Cavan General Hospital,9,,9,4,1,1,
11/02/2025,Connolly Hospital,0,,0,0,4,,
11/02/2025,Louth County Hospital,,,,,0,,
11/02/2025,Mater Misericordiae University Hospital,24,0,24,25,16,1,1
11/02/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
11/02/2025,Our Lady of Lourdes Hospital,29,0,29,56,16,4,2
11/02/2025,Our Lady's Hospital Navan,0,0,0,11,4,,
11/02/2025,HSE Dublin and North East Total,78,0,78,122,56,6,3
11/02/2025,CHI at Crumlin,0,,0,0,4,,
11/02/2025,CHI at Tallaght,0,0,0,0,1,,
11/02/2025,CHI at Temple Street,4,,4,1,1,1,
11/02/2025,MRH Mullingar,0,1,1,32,3,,
11/02/2025,MRH Portlaoise,1,0,1,17,8,,
11/02/2025,MRH Tullamore,0,0,0,36,6,,
11/02/2025,Naas General Hospital,12,1,13,17,6,4,
11/02/2025,St. James's Hospital,25,,25,22,24,2,
11/02/2025,St. Luke's Radiation Oncology Network,,,,,0,,
11/02/2025,Tallaght University Hospital,28,14,42,32,8,19,1
11/02/2025,HSE Dublin and Midlands Total,70,16,86,157,61,26,1
11/02/2025,National Rehabilitation Hospital,,,,,9,,
11/02/2025,St. Columcille's Hospital,,,,,7,,
11/02/2025,St Luke's General Hospital Kilkenny,2,0,2,27,9,,
11/02/2025,St. Michael's Hospital,,,,,4,,
11/02/2025,St. Vincent's University Hospital,27,11,38,40,15,4,2
11/02/2025,Tipperary University Hospital,0,3,3,15,14,1,
11/02/2025,UH Waterford,0,0,0,22,27,,
11/02/2025,Wexford General Hospital,7,5,12,31,6,1,
11/02/2025,HSE Dublin and South East Total,36,19,55,135,91,6,2
11/02/2025,Bantry General Hospital,,,,,4,,
11/02/2025,Cork University Hospital,15,13,28,29,24,,
11/02/2025,Mallow General Hospital,,,,,5,,
11/02/2025,Mercy University Hospital,8,6,14,17,12,,
11/02/2025,South Infirmary Victoria University Hospital,,,,,3,,
11/02/2025,UH Kerry,14,6,20,11,19,4,
11/02/2025,HSE South West Total,37,25,62,57,67,4,0
11/02/2025,Ennis Hospital,,,,,2,,
11/02/2025,Nenagh Hospital,,,,,4,,
11/02/2025,St. John's Hospital Limerick,,,,,6,,
11/02/2025,UH Limerick,15,33,48,52,5,9,
11/02/2025,HSE Mid West Total,15,33,48,52,17,9,0
11/02/2025,Galway University Hospital,33,20,53,33,42,16,5
11/02/2025,Letterkenny University Hospital,5,2,7,7,30,1,
11/02/2025,Mayo University Hospital,11,17,28,15,16,19,
11/02/2025,Portiuncula University Hospital,9,0,9,12,7,1,
11/02/2025,Roscommon University Hospital,,,,,5,,
11/02/2025,Sligo University Hospital,18,17,35,19,32,10,3
11/02/2025,HSE West and North West Total,76,56,132,86,132,47,8
11/02/2025,National Total,312,149,461,609,424,98,14
12/02/2025,Beaumont Hospital,24,0,24,29,16,,
12/02/2025,Cavan General Hospital,12,0,12,6,1,,
12/02/2025,Connolly Hospital,0,0,0,0,5,,
12/02/2025,Louth County Hospital,,,,,0,,
12/02/2025,Mater Misericordiae University Hospital,23,0,23,24,16,1,
12/02/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
12/02/2025,Our Lady of Lourdes Hospital,30,0,30,34,16,1,
12/02/2025,Our Lady's Hospital Navan,5,0,5,11,4,,
12/02/2025,HSE Dublin and North East Total,94,0,94,104,58,2,0
12/02/2025,CHI at Crumlin,1,0,1,0,4,,
12/02/2025,CHI at Tallaght,0,0,0,0,1,,
12/02/2025,CHI at Temple Street,3,0,3,0,1,,
12/02/2025,MRH Mullingar,2,0,2,30,3,,
12/02/2025,MRH Portlaoise,12,0,12,20,6,,
12/02/2025,MRH Tullamore,0,0,0,46,6,,
12/02/2025,Naas General Hospital,13,1,14,27,4,1,1
12/02/2025,St. James's Hospital,25,0,25,23,23,2,
12/02/2025,St. Luke's Radiation Oncology Network,,,,,0,,
12/02/2025,Tallaght University Hospital,21,9,30,31,8,8,
12/02/2025,HSE Dublin and Midlands Total,77,10,87,177,56,11,1
12/02/2025,National Rehabilitation Hospital,,,,,9,,
12/02/2025,St. Columcille's Hospital,,,,,4,,
12/02/2025,St Luke's General Hospital Kilkenny,4,0,4,11,9,,
12/02/2025,St. Michael's Hospital,,,,,4,,
12/02/2025,St. Vincent's University Hospital,20,4,24,42,17,5,1
12/02/2025,Tipperary University Hospital,0,0,0,14,14,,
12/02/2025,UH Waterford,0,0,0,15,22,,
12/02/2025,Wexford General Hospital,4,3,7,26,8,2,
12/02/2025,HSE Dublin and South East Total,28,7,35,108,87,7,1
12/02/2025,Bantry General Hospital,,,,,4,,
12/02/2025,Cork University Hospital,9,5,14,26,32,,
12/02/2025,Mallow General Hospital,,,,,3,,
12/02/2025,Mercy University Hospital,16,5,21,8,11,,
12/02/2025,South Infirmary Victoria University Hospital,,,,,3,,
12/02/2025,UH Kerry,14,0,14,14,17,1,
12/02/2025,HSE South West Total,39,10,49,48,70,1,0
12/02/2025,Ennis Hospital,,,,,6,,
12/02/2025,Nenagh Hospital,,,,,4,,
12/02/2025,St. John's Hospital Limerick,,,,,6,,
12/02/2025,UH Limerick,19,35,54,18,5,14,
12/02/2025,HSE Mid West Total,19,35,54,18,21,14,0
12/02/2025,Galway University Hospital,16,15,31,36,49,10,
12/02/2025,Letterkenny University Hospital,1,0,1,0,36,,
12/02/2025,Mayo University Hospital,16,17,33,10,13,14,
12/02/2025,Portiuncula University Hospital,4,0,4,15,6,1,
12/02/2025,Roscommon University Hospital,,,,,5,,
12/02/2025,Sligo University Hospital,8,15,23,20,31,12,
12/02/2025,HSE West and North West Total,45,47,92,81,140,37,0
12/02/2025,National Total,302,109,411,536,432,72,2
13/02/2025,Beaumont Hospital,10,0,10,25,17,,
13/02/2025,Cavan General Hospital,14,0,14,4,1,1,
13/02/2025,Connolly Hospital,0,0,0,0,5,,
13/02/2025,Louth County Hospital,,,,,0,,
13/02/2025,Mater Misericordiae University Hospital,13,0,13,24,19,,
13/02/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
13/02/2025,Our Lady of Lourdes Hospital,23,0,23,48,16,,
13/02/2025,Our Lady's Hospital Navan,10,,10,11,4,,
13/02/2025,HSE Dublin and North East Total,70,0,70,112,62,1,0
13/02/2025,CHI at Crumlin,0,0,0,0,4,,
13/02/2025,CHI at Tallaght,0,0,0,0,1,,
13/02/2025,CHI at Temple Street,5,0,5,3,1,,
13/02/2025,MRH Mullingar,0,0,0,25,4,,
13/02/2025,MRH Portlaoise,12,0,12,20,7,,
13/02/2025,MRH Tullamore,0,0,0,30,8,,
13/02/2025,Naas General Hospital,7,1,8,18,6,2,1
13/02/2025,St. James's Hospital,21,0,21,24,21,1,
13/02/2025,St. Luke's Radiation Oncology Network,,,,,0,,
13/02/2025,Tallaght University Hospital,27,6,33,31,8,3,
13/02/2025,HSE Dublin and Midlands Total,72,7,79,151,60,6,1
13/02/2025,National Rehabilitation Hospital,,,,,8,,
13/02/2025,St. Columcille's Hospital,,,,,4,,
13/02/2025,St Luke's General Hospital Kilkenny,0,0,0,27,9,,
13/02/2025,St. Michael's Hospital,,,,,4,,
13/02/2025,St. Vincent's University Hospital,21,4,25,40,16,2,
13/02/2025,Tipperary University Hospital,4,6,10,9,14,3,
13/02/2025,UH Waterford,0,0,0,5,18,,
13/02/2025,Wexford General Hospital,2,1,3,18,11,,
13/02/2025,HSE Dublin and South East Total,27,11,38,99,84,5,0
13/02/2025,Bantry General Hospital,,,,,3,,
13/02/2025,Cork University Hospital,12,6,18,30,29,3,
13/02/2025,Mallow General Hospital,,,,,4,,
13/02/2025,Mercy University Hospital,10,2,12,16,14,2,
13/02/2025,South Infirmary Victoria University Hospital,,,,,3,,
13/02/2025,UH Kerry,15,7,22,14,18,3,
13/02/2025,HSE South West Total,37,15,52,60,71,8,0
13/02/2025,Ennis Hospital,,,,,6,,
13/02/2025,Nenagh Hospital,,,,,3,,
13/02/2025,St. John's Hospital Limerick,,,,,6,,
13/02/2025,UH Limerick,18,38,56,52,5,11,
13/02/2025,HSE Mid West Total,18,38,56,52,20,11,0
13/02/2025,Galway University Hospital,12,8,20,31,49,6,
13/02/2025,Letterkenny University Hospital,3,5,8,6,39,1,
13/02/2025,Mayo University Hospital,7,17,24,8,12,15,
13/02/2025,Portiuncula University Hospital,4,0,4,6,5,,
13/02/2025,Roscommon University Hospital,,,,,8,,
13/02/2025,Sligo University Hospital,6,15,21,13,29,11,2
13/02/2025,HSE West and North West Total,32,45,77,64,142,33,2
13/02/2025,National Total,256,116,372,538,439,64,3
14/02/2025,Beaumont Hospital,0,0,0,16,19,,
14/02/2025,Cavan General Hospital,15,0,15,4,1,2,1
14/02/2025,Connolly Hospital,0,0,0,0,5,,
14/02/2025,Louth County Hospital,,,,,0,,
14/02/2025,Mater Misericordiae University Hospital,24,0,24,23,18,,
14/02/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
14/02/2025,Our Lady of Lourdes Hospital,25,0,25,50,16,,
14/02/2025,Our Lady's Hospital Navan,10,0,10,12,4,,
14/02/2025,HSE Dublin and North East Total,74,0,74,105,63,2,1
14/02/2025,CHI at Crumlin,1,0,1,0,4,,
14/02/2025,CHI at Tallaght,0,0,0,0,1,,
14/02/2025,CHI at Temple Street,7,0,7,0,1,2,
14/02/2025,MRH Mullingar,1,0,1,21,4,,
14/02/2025,MRH Portlaoise,10,0,10,19,6,,
14/02/2025,MRH Tullamore,0,0,0,34,8,,
14/02/2025,Naas General Hospital,4,0,4,16,5,,
14/02/2025,St. James's Hospital,23,0,23,22,22,,
14/02/2025,St. Luke's Radiation Oncology Network,,,,,0,,
14/02/2025,Tallaght University Hospital,24,5,29,31,8,5,
14/02/2025,HSE Dublin and Midlands Total,70,5,75,143,59,7,0
14/02/2025,National Rehabilitation Hospital,,,,,8,,
14/02/2025,St. Columcille's Hospital,,,,,3,,
14/02/2025,St Luke's General Hospital Kilkenny,0,0,0,23,10,,
14/02/2025,St. Michael's Hospital,,,,,4,,
14/02/2025,St. Vincent's University Hospital,12,0,12,40,17,1,
14/02/2025,Tipperary University Hospital,1,0,1,9,16,1,
14/02/2025,UH Waterford,0,0,0,9,27,,
14/02/2025,Wexford General Hospital,5,1,6,21,10,1,
14/02/2025,HSE Dublin and South East Total,18,1,19,102,95,3,0
14/02/2025,Bantry General Hospital,,,,,3,,
14/02/2025,Cork University Hospital,13,9,22,20,28,,
14/02/2025,Mallow General Hospital,,,,,4,,
14/02/2025,Mercy University Hospital,7,2,9,16,13,5,
14/02/2025,South Infirmary Victoria University Hospital,,,,,3,,
14/02/2025,UH Kerry,13,0,13,14,24,1,
14/02/2025,HSE South West Total,33,11,44,50,75,6,0
14/02/2025,Ennis Hospital,,,,,6,,
14/02/2025,Nenagh Hospital,,,,,3,,
14/02/2025,St. John's Hospital Limerick,,,,,6,,
14/02/2025,UH Limerick,17,43,60,46,5,12,
14/02/2025,HSE Mid West Total,17,43,60,46,20,12,0
14/02/2025,Galway University Hospital,16,10,26,22,49,2,
14/02/2025,Letterkenny University Hospital,5,4,9,5,39,1,
14/02/2025,Mayo University Hospital,5,12,17,9,9,9,
14/02/2025,Portiuncula University Hospital,1,0,1,0,7,,
14/02/2025,Roscommon University Hospital,,,,,7,,
14/02/2025,Sligo University Hospital,9,7,16,11,28,5,
14/02/2025,HSE West and North West Total,36,33,69,47,139,17,0
14/02/2025,National Total,248,93,341,493,451,47,1
15/02/2025,Beaumont Hospital,0,0,0,0,15,,
15/02/2025,Cavan General Hospital,7,0,7,10,1,,
15/02/2025,Connolly Hospital,0,0,0,0,5,,
15/02/2025,Louth County Hospital,,,,,0,,
15/02/2025,Mater Misericordiae University Hospital,1,0,1,29,18,,
15/02/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
15/02/2025,Our Lady of Lourdes Hospital,9,0,9,29,16,,
15/02/2025,Our Lady's Hospital Navan,0,0,0,12,1,,
15/02/2025,HSE Dublin and North East Total,17,0,17,80,56,0,0
15/02/2025,CHI at Crumlin,3,,3,,4,,
15/02/2025,CHI at Tallaght,0,0,0,,1,,
15/02/2025,CHI at Temple Street,1,0,1,,2,,
15/02/2025,MRH Mullingar,1,0,1,27,4,,
15/02/2025,MRH Portlaoise,5,0,5,18,5,1,
15/02/2025,MRH Tullamore,0,0,0,22,8,,
15/02/2025,Naas General Hospital,1,0,1,0,5,,
15/02/2025,St. James's Hospital,7,0,7,6,21,,
15/02/2025,St. Luke's Radiation Oncology Network,,,,,0,,
15/02/2025,Tallaght University Hospital,12,0,12,31,8,1,
15/02/2025,HSE Dublin and Midlands Total,30,0,30,104,58,2,0
15/02/2025,National Rehabilitation Hospital,,,,,8,,
15/02/2025,St. Columcille's Hospital,,,,,3,,
15/02/2025,St Luke's General Hospital Kilkenny,0,0,0,6,11,,
15/02/2025,St. Michael's Hospital,,,,,4,,
15/02/2025,St. Vincent's University Hospital,16,1,17,40,16,,
15/02/2025,Tipperary University Hospital,0,0,0,0,12,,
15/02/2025,UH Waterford,0,0,0,3,25,,
15/02/2025,Wexford General Hospital,2,0,2,17,6,,
15/02/2025,HSE Dublin and South East Total,18,1,19,66,85,0,0
15/02/2025,Bantry General Hospital,,,,,3,,
15/02/2025,Cork University Hospital,9,0,9,16,31,,
15/02/2025,Mallow General Hospital,,,,,1,,
15/02/2025,Mercy University Hospital,8,0,8,10,16,2,
15/02/2025,South Infirmary Victoria University Hospital,,,,,3,,
15/02/2025,UH Kerry,13,0,13,11,30,1,
15/02/2025,HSE South West Total,30,0,30,37,84,3,0
15/02/2025,Ennis Hospital,,,,,6,,
15/02/2025,Nenagh Hospital,,,,,3,,
15/02/2025,St. John's Hospital Limerick,,,,,6,,
15/02/2025,UH Limerick,16,26,42,36,5,16,
15/02/2025,HSE Mid West Total,16,26,42,36,20,16,0
15/02/2025,Galway University Hospital,3,3,6,21,45,2,
15/02/2025,Letterkenny University Hospital,0,1,1,0,36,,
15/02/2025,Mayo University Hospital,6,8,14,0,9,7,
15/02/2025,Portiuncula University Hospital,3,0,3,0,6,,
15/02/2025,Roscommon University Hospital,,,,,8,,
15/02/2025,Sligo University Hospital,5,0,5,12,27,,
15/02/2025,HSE West and North West Total,17,12,29,33,131,9,0
15/02/2025,National Total,128,39,167,356,434,30,0
16/02/2025,Beaumont Hospital,0,0,0,11,15,,
16/02/2025,Cavan General Hospital,16,0,16,8,1,,
16/02/2025,Connolly Hospital,0,0,0,0,5,,
16/02/2025,Louth County Hospital,,,,,0,,
16/02/2025,Mater Misericordiae University Hospital,0,0,0,31,18,,
16/02/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
16/02/2025,Our Lady of Lourdes Hospital,12,0,12,29,16,,
16/02/2025,Our Lady's Hospital Navan,2,0,2,10,1,,
16/02/2025,HSE Dublin and North East Total,30,0,30,89,56,0,0
16/02/2025,CHI at Crumlin,0,,0,,4,,
16/02/2025,CHI at Tallaght,1,0,1,,1,,
16/02/2025,CHI at Temple Street,3,0,3,,2,,
16/02/2025,MRH Mullingar,3,0,3,30,4,,
16/02/2025,MRH Portlaoise,1,0,1,15,5,,
16/02/2025,MRH Tullamore,0,0,0,44,8,,
16/02/2025,Naas General Hospital,0,0,0,8,5,,
16/02/2025,St. James's Hospital,8,0,8,7,21,,
16/02/2025,St. Luke's Radiation Oncology Network,,,,,0,,
16/02/2025,Tallaght University Hospital,8,0,8,31,8,1,
16/02/2025,HSE Dublin and Midlands Total,24,0,24,135,58,1,0
16/02/2025,National Rehabilitation Hospital,,,,,8,,
16/02/2025,St. Columcille's Hospital,,,,,3,,
16/02/2025,St Luke's General Hospital Kilkenny,0,0,0,0,11,,
16/02/2025,St. Michael's Hospital,,,,,4,,
16/02/2025,St. Vincent's University Hospital,21,0,21,40,16,,
16/02/2025,Tipperary University Hospital,2,0,2,2,12,,
16/02/2025,UH Waterford,0,0,0,5,25,,
16/02/2025,Wexford General Hospital,0,0,0,17,6,,
16/02/2025,HSE Dublin and South East Total,23,0,23,64,85,0,0
16/02/2025,Bantry General Hospital,,,,,3,,
16/02/2025,Cork University Hospital,9,4,13,23,31,,
16/02/2025,Mallow General Hospital,,,,,1,,
16/02/2025,Mercy University Hospital,15,2,17,13,16,5,
16/02/2025,South Infirmary Victoria University Hospital,,,,,3,,
16/02/2025,UH Kerry,18,0,18,10,26,4,1
16/02/2025,HSE South West Total,42,6,48,46,80,9,1
16/02/2025,Ennis Hospital,,,,,6,,
16/02/2025,Nenagh Hospital,,,,,3,,
16/02/2025,St. John's Hospital Limerick,,,,,6,,
16/02/2025,UH Limerick,13,31,44,35,5,14,
16/02/2025,HSE Mid West Total,13,31,44,35,20,14,0
16/02/2025,Galway University Hospital,8,3,11,39,45,4,
16/02/2025,Letterkenny University Hospital,2,1,3,1,36,,
16/02/2025,Mayo University Hospital,6,7,13,9,9,3,
16/02/2025,Portiuncula University Hospital,4,0,4,0,6,,
16/02/2025,Roscommon University Hospital,,,,,8,,
16/02/2025,Sligo University Hospital,10,3,13,13,27,1,1
16/02/2025,HSE West and North West Total,30,14,44,62,131,8,1
16/02/2025,National Total,162,51,213,431,430,32,2
17/02/2025,Beaumont Hospital,26,0,26,21,15,1,1
17/02/2025,Cavan General Hospital,14,0,14,8,1,2,1
17/02/2025,Connolly Hospital,0,0,0,0,5,,
17/02/2025,Louth County Hospital,,,,,0,,
17/02/2025,Mater Misericordiae University Hospital,17,0,17,29,18,,
17/02/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
17/02/2025,Our Lady of Lourdes Hospital,14,0,14,42,16,,
17/02/2025,Our Lady's Hospital Navan,3,0,3,18,1,,
17/02/2025,HSE Dublin and North East Total,74,0,74,118,56,3,2
17/02/2025,CHI at Crumlin,2,0,2,0,4,,
17/02/2025,CHI at Tallaght,1,0,1,0,1,,
17/02/2025,CHI at Temple Street,3,0,3,0,2,,
17/02/2025,MRH Mullingar,1,3,4,31,4,,
17/02/2025,MRH Portlaoise,1,0,1,20,5,,
17/02/2025,MRH Tullamore,0,0,0,51,8,,
17/02/2025,Naas General Hospital,9,0,9,19,5,,
17/02/2025,St. James's Hospital,21,0,21,11,21,4,
17/02/2025,St. Luke's Radiation Oncology Network,,,,,0,,
17/02/2025,Tallaght University Hospital,20,0,20,31,8,2,
17/02/2025,HSE Dublin and Midlands Total,58,3,61,163,58,6,0
17/02/2025,National Rehabilitation Hospital,,,,,8,,
17/02/2025,St. Columcille's Hospital,,,,,3,,
17/02/2025,St Luke's General Hospital Kilkenny,6,0,6,16,11,,
17/02/2025,St. Michael's Hospital,,,,,4,,
17/02/2025,St. Vincent's University Hospital,24,4,28,40,16,4,2
17/02/2025,Tipperary University Hospital,0,6,6,11,12,2,
17/02/2025,UH Waterford,0,0,0,6,25,,
17/02/2025,Wexford General Hospital,1,4,5,18,6,,
17/02/2025,HSE Dublin and South East Total,31,14,45,91,85,6,2
17/02/2025,Bantry General Hospital,,,,,3,,
17/02/2025,Cork University Hospital,32,7,39,32,31,1,
17/02/2025,Mallow General Hospital,,,,,1,,
17/02/2025,Mercy University Hospital,16,4,20,16,16,7,
17/02/2025,South Infirmary Victoria University Hospital,,,,,3,,
17/02/2025,UH Kerry,15,8,23,14,27,5,
17/02/2025,HSE South West Total,63,19,82,62,81,13,0
17/02/2025,Ennis Hospital,,,,,6,,
17/02/2025,Nenagh Hospital,,,,,3,,
17/02/2025,St. John's Hospital Limerick,,,,,6,,
17/02/2025,UH Limerick,17,43,60,25,5,27,
17/02/2025,HSE Mid West Total,17,43,60,25,20,27,0
17/02/2025,Galway University Hospital,21,16,37,24,45,8,2
17/02/2025,Letterkenny University Hospital,11,5,16,8,36,,
17/02/2025,Mayo University Hospital,7,9,16,12,9,9,
17/02/2025,Portiuncula University Hospital,7,0,7,7,6,1,
17/02/2025,Roscommon University Hospital,,,,,8,,
17/02/2025,Sligo University Hospital,8,3,11,21,27,,
17/02/2025,HSE West and North West Total,54,33,87,72,131,18,2
17/02/2025,National Total,297,112,409,531,431,73,6
18/02/2025,Beaumont Hospital,19,0,19,28,14,,
18/02/2025,Cavan General Hospital,14,0,14,11,1,2,
18/02/2025,Connolly Hospital,0,0,0,0,5,,
18/02/2025,Louth County Hospital,,,,,0,,
18/02/2025,Mater Misericordiae University Hospital,26,0,26,24,18,1,1
18/02/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
18/02/2025,Our Lady of Lourdes Hospital,29,0,29,44,15,,
18/02/2025,Our Lady's Hospital Navan,0,0,0,11,3,,
18/02/2025,HSE Dublin and North East Total,88,0,88,118,56,3,1
18/02/2025,CHI at Crumlin,6,0,6,0,4,,
18/02/2025,CHI at Tallaght,0,0,0,0,0,,
18/02/2025,CHI at Temple Street,3,0,3,0,2,1,
18/02/2025,MRH Mullingar,0,0,0,20,5,,
18/02/2025,MRH Portlaoise,8,0,8,18,5,,
18/02/2025,MRH Tullamore,0,0,0,43,7,,
18/02/2025,Naas General Hospital,14,1,15,17,8,2,
18/02/2025,St. James's Hospital,34,0,34,14,23,2,
18/02/2025,St. Luke's Radiation Oncology Network,,,,,0,,
18/02/2025,Tallaght University Hospital,26,0,26,31,9,7,
18/02/2025,HSE Dublin and Midlands Total,91,1,92,143,63,12,0
18/02/2025,National Rehabilitation Hospital,,,,,6,,
18/02/2025,St. Columcille's Hospital,,,,,3,,
18/02/2025,St Luke's General Hospital Kilkenny,6,0,6,19,12,,
18/02/2025,St. Michael's Hospital,,,,,4,,
