Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs
29/06/2025,Mercy University Hospital,4,0,4,16,16,,
29/06/2025,South Infirmary Victoria University Hospital,,,,,1,,
29/06/2025,UH Kerry,8,0,8,8,22,1,
29/06/2025,HSE South West Total,23,0,23,35,68,1,0
29/06/2025,Ennis Hospital,,,,,2,,
29/06/2025,Nenagh Hospital,,,,,3,,
29/06/2025,St. John's Hospital Limerick,,,,,4,,
29/06/2025,UH Limerick,10,45,55,5,4,17,
29/06/2025,HSE Mid West Total,10,45,55,5,13,17,0
29/06/2025,Galway University Hospital,11,3,14,21,46,2,1
29/06/2025,Letterkenny University Hospital,2,5,7,15,36,1,
29/06/2025,Mayo University Hospital,6,10,16,12,12,2,
29/06/2025,Portiuncula University Hospital,0,0,0,0,5,,
29/06/2025,Roscommon University Hospital,,,,,2,,
29/06/2025,Sligo University Hospital,3,4,7,10,26,1,
29/06/2025,HSE West and North West Total,22,22,44,58,127,6,1
29/06/2025,National Total,103,68,171,244,390,30,1
30/06/2025,Beaumont Hospital,12,0,12,19,14,,
30/06/2025,Cavan General Hospital,6,0,6,3,2,,
30/06/2025,Connolly Hospital,0,0,0,3,6,,
30/06/2025,Louth County Hospital,,,,,0,,
30/06/2025,Mater Misericordiae University Hospital,2,0,2,0,16,,
30/06/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
30/06/2025,Our Lady of Lourdes Hospital,10,0,10,43,9,,
30/06/2025,Our Lady's Hospital Navan,0,0,0,11,0,,
30/06/2025,HSE Dublin and North East Total,30,0,30,79,47,0,0
30/06/2025,CHI at Crumlin,2,0,2,0,7,,
30/06/2025,CHI at Tallaght,0,0,0,0,0,,
30/06/2025,CHI at Temple Street,1,0,1,0,3,,
30/06/2025,MRH Mullingar,4,0,4,0,1,,
30/06/2025,MRH Portlaoise,0,0,0,0,4,,
30/06/2025,MRH Tullamore,0,0,0,33,10,,
30/06/2025,Naas General Hospital,12,5,17,8,9,3,
30/06/2025,St. James's Hospital,1,0,1,0,20,,
30/06/2025,St. Luke's Radiation Oncology Network,,,,,1,,
30/06/2025,Tallaght University Hospital,22,8,30,24,6,10,
30/06/2025,HSE Dublin and Midlands Total,42,13,55,65,61,13,0
30/06/2025,National Rehabilitation Hospital,,,,,10,,
30/06/2025,St. Columcille's Hospital,,,,,3,,
30/06/2025,St Luke's General Hospital Kilkenny,0,0,0,0,8,,
30/06/2025,St. Michael's Hospital,,,,,6,,
30/06/2025,St. Vincent's University Hospital,20,0,20,22,12,1,
30/06/2025,Tipperary University Hospital,7,0,7,10,7,,
30/06/2025,UH Waterford,0,0,0,9,20,,
30/06/2025,Wexford General Hospital,4,8,12,27,8,1,
30/06/2025,HSE Dublin and South East Total,31,8,39,68,74,2,0
30/06/2025,Bantry General Hospital,,,,,7,,
30/06/2025,Cork University Hospital,14,5,19,17,18,1,
30/06/2025,Mallow General Hospital,,,,,4,,
30/06/2025,Mercy University Hospital,5,3,8,16,16,1,
30/06/2025,South Infirmary Victoria University Hospital,,,,,1,,
30/06/2025,UH Kerry,12,7,19,7,21,4,
30/06/2025,HSE South West Total,31,15,46,40,67,6,0
30/06/2025,Ennis Hospital,,,,,2,,
30/06/2025,Nenagh Hospital,,,,,3,,
30/06/2025,St. John's Hospital Limerick,,,,,4,,
30/06/2025,UH Limerick,12,49,61,4,4,28,
30/06/2025,HSE Mid West Total,12,49,61,4,13,28,0
30/06/2025,Galway University Hospital,26,14,40,22,46,12,4
30/06/2025,Letterkenny University Hospital,8,5,13,21,36,5,
30/06/2025,Mayo University Hospital,8,10,18,15,12,7,
30/06/2025,Portiuncula University Hospital,0,0,0,0,5,,
30/06/2025,Roscommon University Hospital,,,,,2,,
30/06/2025,Sligo University Hospital,9,6,15,11,26,2,
30/06/2025,HSE West and North West Total,51,35,86,69,127,26,4
30/06/2025,National Total,197,120,317,325,389,75,4
01/07/2025,Beaumont Hospital,4,0,4,21,18,,
01/07/2025,Cavan General Hospital,19,0,19,3,2,1,
01/07/2025,Connolly Hospital,0,0,0,4,5,,
01/07/2025,Louth County Hospital,,,,,0,,
01/07/2025,Mater Misericordiae University Hospital,11,0,11,0,14,,
01/07/2025,National Orthopaedic Hospital Cappagh,,,,,0,,
01/07/2025,Our Lady of Lourdes Hospital,12,0,12,34,7,,
01/07/2025,Our Lady's Hospital Navan,0,0,0,6,0,,
01/07/2025,HSE Dublin and North East Total,46,0,46,68,46,1,0
01/07/2025,CHI at Crumlin,0,0,0,0,7,,
01/07/2025,CHI at Tallaght,1,0,1,0,0,,
01/07/2025,CHI at Temple Street,1,0,1,0,4,,
01/07/2025,MRH Mullingar,2,0,2,0,1,,
01/07/2025,MRH Portlaoise,4,0,4,0,3,,
01/07/2025,MRH Tullamore,0,0,0,41,10,,
01/07/2025,Naas General Hospital,4,6,10,5,6,,
01/07/2025,St. James's Hospital,3,0,3,0,19,,
01/07/2025,St. Luke's Radiation Oncology Network,,,,,1,,
01/07/2025,Tallaght University Hospital,16,11,27,24,6,13,
01/07/2025,HSE Dublin and Midlands Total,31,17,48,70,57,13,0
01/07/2025,National Rehabilitation Hospital,,,,,10,,
01/07/2025,St. Columcille's Hospital,,,,,3,,
01/07/2025,St Luke's General Hospital Kilkenny,2,0,2,3,9,,
01/07/2025,St. Michael's Hospital,,,,,6,,
01/07/2025,St. Vincent's University Hospital,18,0,18,22,11,2,
01/07/2025,Tipperary University Hospital,5,0,5,8,11,2,
01/07/2025,UH Waterford,0,0,0,0,19,,
01/07/2025,Wexford General Hospital,3,5,8,20,7,1,
01/07/2025,HSE Dublin and South East Total,28,5,33,53,76,5,0
01/07/2025,Bantry General Hospital,,,,,8,,
01/07/2025,Cork University Hospital,8,6,14,28,18,,
01/07/2025,Mallow General Hospital,,,,,3,,
01/07/2025,Mercy University Hospital,9,3,12,16,17,1,
01/07/2025,South Infirmary Victoria University Hospital,,,,,0,,
01/07/2025,UH Kerry,15,7,22,11,21,3,
01/07/2025,HSE South West Total,32,16,48,55,67,4,0
01/07/2025,Ennis Hospital,,,,,2,,
01/07/2025,Nenagh Hospital,,,,,2,,
01/07/2025,St. John's Hospital Limerick,,,,,4,,
01/07/2025,UH Limerick,15,52,67,5,4,22,
01/07/2025,HSE Mid West Total,15,52,67,5,12,22,0
01/07/2025,Galway University Hospital,33,13,46,27,46,11,3
01/07/2025,Letterkenny University Hospital,2,4,6,20,32,2,
01/07/2025,Mayo University Hospital,6,15,21,13,12,11,
01/07/2025,Portiuncula University Hospital,3,0,3,0,5,,
01/07/2025,Roscommon University Hospital,,,,,2,,
01/07/2025,Sligo University Hospital,8,5,13,11,27,2,
01/07/2025,HSE West and North West Total,52,37,89,71,124,26,3
01/07/2025,National Total,204,127,331,322,382,71,3
02/07/2025,Beaumont Hospital,0,0,0,13,16,,
02/07/2025,Cavan General Hospital,10,0,10,9,2,1,1
02/07/2025,Connolly Hospital,0,0,0,8,5,,
02/07/2025,Louth County Hospital,,,,,0,,
02/07/2025,Mater Misericordiae University Hospital,11,0,11,11,14,,
02/07/2025,National Orthopaedic Hospital Cappagh,,,,,2,,
02/07/2025,Our Lady of Lourdes Hospital,10,0,10,24,7,,
02/07/2025,Our Lady's Hospital Navan,0,0,0,6,0,,
02/07/2025,HSE Dublin and North East Total,31,0,31,71,46,1,1
02/07/2025,CHI at Crumlin,0,0,0,0,7,,
02/07/2025,CHI at Tallaght,1,0,1,0,0,1,
02/07/2025,CHI at Temple Street,1,0,1,0,4,,
02/07/2025,MRH Mullingar,6,0,6,0,1,,
02/07/2025,MRH Portlaoise,3,0,3,0,3,,
02/07/2025,MRH Tullamore,0,0,0,27,13,,
02/07/2025,Naas General Hospital,15,6,21,8,8,,
02/07/2025,St. James's Hospital,9,0,9,0,20,,
02/07/2025,St. Luke's Radiation Oncology Network,,,,,1,,
02/07/2025,Tallaght University Hospital,14,8,22,24,9,8,
02/07/2025,HSE Dublin and Midlands Total,49,14,63,59,66,9,0
02/07/2025,National Rehabilitation Hospital,,,,,10,,
02/07/2025,St. Columcille's Hospital,,,,,3,,
02/07/2025,St Luke's General Hospital Kilkenny,3,4,7,4,9,,
02/07/2025,St. Michael's Hospital,,,,,6,,
02/07/2025,St. Vincent's University Hospital,14,0,14,22,14,,
02/07/2025,Tipperary University Hospital,4,0,4,7,12,2,
02/07/2025,UH Waterford,0,0,0,0,16,,
02/07/2025,Wexford General Hospital,0,1,1,17,7,,
02/07/2025,HSE Dublin and South East Total,21,5,26,50,77,2,0
02/07/2025,Bantry General Hospital,,,,,8,,
02/07/2025,Cork University Hospital,10,4,14,20,19,,
02/07/2025,Mallow General Hospital,,,,,3,,
02/07/2025,Mercy University Hospital,5,3,8,16,16,,
02/07/2025,South Infirmary Victoria University Hospital,,,,,1,,
02/07/2025,UH Kerry,14,7,21,11,22,3,3
02/07/2025,HSE South West Total,29,14,43,47,69,3,3
02/07/2025,Ennis Hospital,,,,,2,,
02/07/2025,Nenagh Hospital,,,,,2,,
02/07/2025,St. John's Hospital Limerick,,,,,3,,
02/07/2025,UH Limerick,15,50,65,5,4,16,
02/07/2025,HSE Mid West Total,15,50,65,5,11,16,0
02/07/2025,Galway University Hospital,20,17,37,27,55,12,4
02/07/2025,Letterkenny University Hospital,6,4,10,15,34,3,
02/07/2025,Mayo University Hospital,6,15,21,14,11,12,
02/07/2025,Portiuncula University Hospital,0,0,0,0,6,,
02/07/2025,Roscommon University Hospital,,,,,2,,
02/07/2025,Sligo University Hospital,6,5,11,12,29,3,
02/07/2025,HSE West and North West Total,38,41,79,68,137,30,4
02/07/2025,National Total,183,124,307,300,406,61,8
03/07/2025,Beaumont Hospital,0,0,0,4,15,,
03/07/2025,Cavan General Hospital,4,0,4,7,2,,
03/07/2025,Connolly Hospital,0,0,0,10,5,,
03/07/2025,Louth County Hospital,,,,,0,,
03/07/2025,Mater Misericordiae University Hospital,12,0,12,0,14,,
03/07/2025,National Orthopaedic Hospital Cappagh,,,,,2,,
03/07/2025,Our Lady of Lourdes Hospital,14,0,14,28,7,,
03/07/2025,Our Lady's Hospital Navan,0,0,0,6,0,,
03/07/2025,HSE Dublin and North East Total,30,0,30,55,45,0,0
03/07/2025,CHI at Crumlin,0,0,0,0,7,,
03/07/2025,CHI at Tallaght,1,0,1,0,0,1,
03/07/2025,CHI at Temple Street,3,0,3,0,4,,
03/07/2025,MRH Mullingar,7,0,7,0,1,1,1
03/07/2025,MRH Portlaoise,0,0,0,0,3,,
03/07/2025,MRH Tullamore,0,0,0,22,12,,
03/07/2025,Naas General Hospital,2,6,8,6,8,1,
03/07/2025,St. James's Hospital,2,0,2,0,18,,
03/07/2025,St. Luke's Radiation Oncology Network,,,,,1,,
03/07/2025,Tallaght University Hospital,3,8,11,24,13,3,
03/07/2025,HSE Dublin and Midlands Total,18,14,32,52,67,6,1
03/07/2025,National Rehabilitation Hospital,,,,,10,,
03/07/2025,St. Columcille's Hospital,,,,,3,,
03/07/2025,St Luke's General Hospital Kilkenny,1,3,4,4,12,,
03/07/2025,St. Michael's Hospital,,,,,6,,
03/07/2025,St. Vincent's University Hospital,14,0,14,22,14,,
03/07/2025,Tipperary University Hospital,4,0,4,7,14,2,
03/07/2025,UH Waterford,0,0,0,0,15,,
03/07/2025,Wexford General Hospital,0,4,4,17,7,,
03/07/2025,HSE Dublin and South East Total,19,7,26,50,81,2,0
03/07/2025,Bantry General Hospital,,,,,7,,
03/07/2025,Cork University Hospital,6,8,14,23,17,,
03/07/2025,Mallow General Hospital,,,,,3,,
03/07/2025,Mercy University Hospital,6,0,6,15,16,1,
03/07/2025,South Infirmary Victoria University Hospital,,,,,1,,
03/07/2025,UH Kerry,4,0,4,10,21,,
03/07/2025,HSE South West Total,16,8,24,48,65,1,0
03/07/2025,Ennis Hospital,,,,,4,,
03/07/2025,Nenagh Hospital,,,,,2,,
03/07/2025,St. John's Hospital Limerick,,,,,3,,
03/07/2025,UH Limerick,14,47,61,5,4,21,
03/07/2025,HSE Mid West Total,14,47,61,5,13,21,0
03/07/2025,Galway University Hospital,11,17,28,28,54,8,
03/07/2025,Letterkenny University Hospital,2,6,8,9,38,1,
03/07/2025,Mayo University Hospital,9,10,19,13,13,3,
03/07/2025,Portiuncula University Hospital,0,0,0,0,5,,
03/07/2025,Roscommon University Hospital,,,,,5,,
03/07/2025,Sligo University Hospital,3,0,3,10,27,,
03/07/2025,HSE West and North West Total,25,33,58,60,142,12,0
03/07/2025,National Total,122,109,231,270,413,42,1
04/07/2025,Beaumont Hospital,0,0,0,0,17,,
04/07/2025,Cavan General Hospital,0,0,0,9,2,,
04/07/2025,Connolly Hospital,0,0,0,3,5,,
04/07/2025,Louth County Hospital,,,,,0,,
04/07/2025,Mater Misericordiae University Hospital,14,0,14,0,14,1,
04/07/2025,National Orthopaedic Hospital Cappagh,,,,,2,,
04/07/2025,Our Lady of Lourdes Hospital,14,0,14,34,7,,
04/07/2025,Our Lady's Hospital Navan,0,0,0,0,0,,
04/07/2025,HSE Dublin and North East Total,28,0,28,46,47,1,0
04/07/2025,CHI at Crumlin,1,0,1,0,7,,
04/07/2025,CHI at Tallaght,2,0,2,0,1,1,
04/07/2025,CHI at Temple Street,0,0,0,0,4,,
04/07/2025,MRH Mullingar,3,0,3,0,1,,0
04/07/2025,MRH Portlaoise,0,0,0,0,4,,
04/07/2025,MRH Tullamore,0,0,0,14,10,,
04/07/2025,Naas General Hospital,16,3,19,7,8,2,
04/07/2025,St. James's Hospital,1,0,1,0,17,,
04/07/2025,St. Luke's Radiation Oncology Network,,,,,1,,
04/07/2025,Tallaght University Hospital,14,0,14,24,13,,
04/07/2025,HSE Dublin and Midlands Total,37,3,40,45,66,3,0
04/07/2025,National Rehabilitation Hospital,,,,,9,,
04/07/2025,St. Columcille's Hospital,,,,,3,,
04/07/2025,St Luke's General Hospital Kilkenny,0,0,0,1,12,,
04/07/2025,St. Michael's Hospital,,,,,6,,
04/07/2025,St. Vincent's University Hospital,11,0,11,22,14,,
04/07/2025,Tipperary University Hospital,0,0,0,0,14,,
04/07/2025,UH Waterford,0,0,0,0,25,,
04/07/2025,Wexford General Hospital,1,2,3,16,9,,
04/07/2025,HSE Dublin and South East Total,12,2,14,39,92,0,0
04/07/2025,Bantry General Hospital,,,,,6,,
04/07/2025,Cork University Hospital,7,3,10,14,17,1,1
04/07/2025,Mallow General Hospital,,,,,3,,
04/07/2025,Mercy University Hospital,7,4,11,16,18,,
04/07/2025,South Infirmary Victoria University Hospital,,,,,1,,
04/07/2025,UH Kerry,7,0,7,10,20,,
04/07/2025,HSE South West Total,21,7,28,40,65,1,1
04/07/2025,Ennis Hospital,,,,,4,,
04/07/2025,Nenagh Hospital,,,,,2,,
04/07/2025,St. John's Hospital Limerick,,,,,5,,
04/07/2025,UH Limerick,15,38,53,2,4,12,
04/07/2025,HSE Mid West Total,15,38,53,2,15,12,0
04/07/2025,Galway University Hospital,7,9,16,22,51,4,
04/07/2025,Letterkenny University Hospital,8,3,11,1,35,3,
04/07/2025,Mayo University Hospital,4,12,16,12,15,9,
04/07/2025,Portiuncula University Hospital,0,0,0,0,6,,
04/07/2025,Roscommon University Hospital,,,,,5,,
04/07/2025,Sligo University Hospital,0,2,2,11,24,,
04/07/2025,HSE West and North West Total,19,26,45,46,136,16,0
04/07/2025,National Total,132,76,208,218,421,33,1
05/07/2025,Beaumont Hospital,0,0,0,0,12,,
05/07/2025,Cavan General Hospital,0,0,0,10,2,,
05/07/2025,Connolly Hospital,0,0,0,0,5,,
05/07/2025,Louth County Hospital,,,,,0,,
05/07/2025,Mater Misericordiae University Hospital,1,0,1,1,14,,
05/07/2025,National Orthopaedic Hospital Cappagh,,,,,2,,
05/07/2025,Our Lady of Lourdes Hospital,5,0,5,20,7,,
05/07/2025,Our Lady's Hospital Navan,0,0,0,0,0,,
05/07/2025,HSE Dublin and North East Total,6,0,6,31,42,0,0
05/07/2025,CHI at Crumlin,0,0,0,0,6,,
05/07/2025,CHI at Tallaght,2,0,2,0,1,1,
05/07/2025,CHI at Temple Street,0,0,0,0,5,,
05/07/2025,MRH Mullingar,1,0,1,0,1,,
05/07/2025,MRH Portlaoise,2,0,2,0,4,,
05/07/2025,MRH Tullamore,0,0,0,0,10,,
05/07/2025,Naas General Hospital,2,0,2,0,8,,
05/07/2025,St. James's Hospital,0,0,0,2,17,,
05/07/2025,St. Luke's Radiation Oncology Network,,,,,1,,
05/07/2025,Tallaght University Hospital,9,0,9,24,16,1,
05/07/2025,HSE Dublin and Midlands Total,16,0,16,26,69,2,0
05/07/2025,National Rehabilitation Hospital,,,,,9,,
05/07/2025,St. Columcille's Hospital,,,,,3,,
05/07/2025,St Luke's General Hospital Kilkenny,0,0,0,0,12,,
05/07/2025,St. Michael's Hospital,,,,,6,,
05/07/2025,St. Vincent's University Hospital,5,0,5,22,13,,
05/07/2025,Tipperary University Hospital,0,0,0,0,12,,
05/07/2025,UH Waterford,0,0,0,0,27,,
05/07/2025,Wexford General Hospital,0,0,0,8,8,,
05/07/2025,HSE Dublin and South East Total,5,0,5,30,90,0,0
05/07/2025,Bantry General Hospital,,,,,6,,
05/07/2025,Cork University Hospital,2,0,2,0,14,,
05/07/2025,Mallow General Hospital,,,,,3,,
05/07/2025,Mercy University Hospital,4,0,4,16,15,1,
05/07/2025,South Infirmary Victoria University Hospital,,,,,1,,
05/07/2025,UH Kerry,2,0,2,12,22,,
05/07/2025,HSE South West Total,8,0,8,28,61,1,0
05/07/2025,Ennis Hospital,,,,,4,,
05/07/2025,Nenagh Hospital,,,,,2,,
05/07/2025,St. John's Hospital Limerick,,,,,5,,
05/07/2025,UH Limerick,6,17,23,0,4,7,
05/07/2025,HSE Mid West Total,6,17,23,0,15,7,0
05/07/2025,Galway University Hospital,8,1,9,22,50,,
05/07/2025,Letterkenny University Hospital,7,4,11,0,39,1,
05/07/2025,Mayo University Hospital,0,8,8,9,17,5,
05/07/2025,Portiuncula University Hospital,0,0,0,0,6,,
05/07/2025,Roscommon University Hospital,,,,,4,,
05/07/2025,Sligo University Hospital,0,1,1,8,23,1,
05/07/2025,HSE West and North West Total,15,14,29,39,139,7,0
05/07/2025,National Total,56,31,87,154,416,17,0
06/07/2025,Beaumont Hospital,0,0,0,0,12,,
06/07/2025,Cavan General Hospital,0,0,0,10,2,,
06/07/2025,Connolly Hospital,0,0,0,3,5,,
06/07/2025,Louth County Hospital,,,,,0,,
06/07/2025,Mater Misericordiae University Hospital,4,0,4,11,14,,
06/07/2025,National Orthopaedic Hospital Cappagh,,,,,2,,
06/07/2025,Our Lady of Lourdes Hospital,14,0,14,28,7,,
06/07/2025,Our Lady's Hospital Navan,0,0,0,0,0,,
06/07/2025,HSE Dublin and North East Total,18,0,18,52,42,0,0
06/07/2025,CHI at Crumlin,4,0,4,0,6,,
06/07/2025,CHI at Tallaght,1,0,1,0,1,1,
06/07/2025,CHI at Temple Street,0,0,0,0,5,,
06/07/2025,MRH Mullingar,2,0,2,0,1,,
06/07/2025,MRH Portlaoise,3,0,3,0,4,,
06/07/2025,MRH Tullamore,0,0,0,0,10,,
06/07/2025,Naas General Hospital,6,0,6,6,8,,
06/07/2025,St. James's Hospital,0,0,0,0,17,,
06/07/2025,St. Luke's Radiation Oncology Network,,,,,1,,
06/07/2025,Tallaght University Hospital,14,0,14,30,16,1,
06/07/2025,HSE Dublin and Midlands Total,30,0,30,36,69,2,0
06/07/2025,National Rehabilitation Hospital,,,,,9,,
06/07/2025,St. Columcille's Hospital,,,,,3,,
06/07/2025,St Luke's General Hospital Kilkenny,3,0,3,0,12,,
06/07/2025,St. Michael's Hospital,,,,,6,,
06/07/2025,St. Vincent's University Hospital,9,0,9,22,13,1,1
06/07/2025,Tipperary University Hospital,0,0,0,0,12,,
06/07/2025,UH Waterford,0,0,0,0,27,,
06/07/2025,Wexford General Hospital,5,9,14,21,8,,
06/07/2025,HSE Dublin and South East Total,17,9,26,43,90,1,1
06/07/2025,Bantry General Hospital,,,,,6,,
06/07/2025,Cork University Hospital,0,5,5,11,14,,
06/07/2025,Mallow General Hospital,,,,,3,,
06/07/2025,Mercy University Hospital,5,0,5,16,15,,
06/07/2025,South Infirmary Victoria University Hospital,,,,,1,,
06/07/2025,UH Kerry,7,6,13,10,20,1,
06/07/2025,HSE South West Total,12,11,23,37,59,1,0
06/07/2025,Ennis Hospital,,,,,4,,
06/07/2025,Nenagh Hospital,,,,,2,,
06/07/2025,St. John's Hospital Limerick,,,,,5,,
06/07/2025,UH Limerick,11,28,39,3,4,11,
06/07/2025,HSE Mid West Total,11,28,39,3,15,11,0
06/07/2025,Galway University Hospital,5,4,9,22,50,1,
06/07/2025,Letterkenny University Hospital,7,5,12,9,39,1,
06/07/2025,Mayo University Hospital,8,10,18,10,17,5,
06/07/2025,Portiuncula University Hospital,0,0,0,0,6,,
06/07/2025,Roscommon University Hospital,,,,,4,,
06/07/2025,Sligo University Hospital,1,0,1,8,23,,
06/07/2025,HSE West and North West Total,21,19,40,49,139,7,0
06/07/2025,National Total,109,67,176,220,414,22,1
07/07/2025,Beaumont Hospital,0,0,0,6,12,,
07/07/2025,Cavan General Hospital,8,0,8,3,2,,
07/07/2025,Connolly Hospital,0,0,0,0,5,,
07/07/2025,Louth County Hospital,,,,,0,,
07/07/2025,Mater Misericordiae University Hospital,11,0,11,11,14,,
07/07/2025,National Orthopaedic Hospital Cappagh,,,,,2,,
07/07/2025,Our Lady of Lourdes Hospital,19,0,19,34,7,,
07/07/2025,Our Lady's Hospital Navan,0,0,0,0,0,,
07/07/2025,HSE Dublin and North East Total,38,0,38,54,42,0,0
07/07/2025,CHI at Crumlin,1,0,1,0,6,,
07/07/2025,CHI at Tallaght,1,0,1,0,1,1,
07/07/2025,CHI at Temple Street,0,0,0,0,5,,
07/07/2025,MRH Mullingar,8,0,8,8,1,,
07/07/2025,MRH Portlaoise,2,0,2,0,4,,
07/07/2025,MRH Tullamore,0,0,0,13,10,,
07/07/2025,Naas General Hospital,12,3,15,5,8,1,
07/07/2025,St. James's Hospital,4,0,4,0,17,,
07/07/2025,St. Luke's Radiation Oncology Network,,,,,1,,
07/07/2025,Tallaght University Hospital,13,0,13,24,16,,
07/07/2025,HSE Dublin and Midlands Total,41,3,44,50,69,2,0
07/07/2025,National Rehabilitation Hospital,,,,,9,,
07/07/2025,St. Columcille's Hospital,,,,,3,,
07/07/2025,St Luke's General Hospital Kilkenny,8,5,13,10,12,,
07/07/2025,St. Michael's Hospital,,,,,6,,
07/07/2025,St. Vincent's University Hospital,22,0,22,22,13,1,1
07/07/2025,Tipperary University Hospital,0,0,0,2,12,,
07/07/2025,UH Waterford,0,0,0,10,27,,
07/07/2025,Wexford General Hospital,6,9,15,32,8,6,
07/07/2025,HSE Dublin and South East Total,36,14,50,76,90,7,1
07/07/2025,Bantry General Hospital,,,,,6,,
07/07/2025,Cork University Hospital,9,5,14,24,14,,
07/07/2025,Mallow General Hospital,,,,,3,,
07/07/2025,Mercy University Hospital,4,1,5,16,16,,
07/07/2025,South Infirmary Victoria University Hospital,,,,,1,,
07/07/2025,UH Kerry,9,6,15,10,20,1,1
07/07/2025,HSE South West Total,22,12,34,50,60,1,1
07/07/2025,Ennis Hospital,,,,,4,,
07/07/2025,Nenagh Hospital,,,,,2,,
07/07/2025,St. John's Hospital Limerick,,,,,5,,
07/07/2025,UH Limerick,11,40,51,2,4,17,
07/07/2025,HSE Mid West Total,11,40,51,2,15,17,0
07/07/2025,Galway University Hospital,12,7,19,22,50,,
07/07/2025,Letterkenny University Hospital,12,4,16,16,39,5,1
07/07/2025,Mayo University Hospital,9,15,24,15,17,11,
07/07/2025,Portiuncula University Hospital,0,0,0,0,6,,
07/07/2025,Roscommon University Hospital,,,,,4,,
07/07/2025,Sligo University Hospital,7,0,7,11,23,,
07/07/2025,HSE West and North West Total,40,26,66,64,139,16,1
07/07/2025,National Total,188,95,283,296,415,43,3
08/07/2025,Beaumont Hospital,0,0,0,0,10,,
08/07/2025,Cavan General Hospital,9,0,9,7,2,,
08/07/2025,Connolly Hospital,0,0,0,0,6,,
08/07/2025,Louth County Hospital,,,,,0,,
08/07/2025,Mater Misericordiae University Hospital,14,0,14,11,15,2,1
08/07/2025,National Orthopaedic Hospital Cappagh,,,,,2,,
08/07/2025,Our Lady of Lourdes Hospital,18,0,18,32,7,,
08/07/2025,Our Lady's Hospital Navan,0,0,0,0,0,,
08/07/2025,HSE Dublin and North East Total,41,0,41,50,42,2,1
08/07/2025,CHI at Crumlin,2,0,2,0,7,,
08/07/2025,CHI at Tallaght,1,0,1,0,1,1,
08/07/2025,CHI at Temple Street,0,0,0,0,5,,
08/07/2025,MRH Mullingar,5,0,5,0,1,,
08/07/2025,MRH Portlaoise,7,0,7,0,7,,
08/07/2025,MRH Tullamore,0,0,0,19,9,,
08/07/2025,Naas General Hospital,10,3,13,5,12,2,
08/07/2025,St. James's Hospital,2,0,2,0,16,,
08/07/2025,St. Luke's Radiation Oncology Network,,,,,1,,
08/07/2025,Tallaght University Hospital,13,0,13,24,16,1,
08/07/2025,HSE Dublin and Midlands Total,40,3,43,48,75,4,0
08/07/2025,National Rehabilitation Hospital,,,,,9,,
08/07/2025,St. Columcille's Hospital,,,,,3,,
08/07/2025,St Luke's General Hospital Kilkenny,8,2,10,19,11,,
08/07/2025,St. Michael's Hospital,,,,,6,,
08/07/2025,St. Vincent's University Hospital,15,0,15,22,14,,
08/07/2025,Tipperary University Hospital,7,0,7,4,12,,
08/07/2025,UH Waterford,0,0,0,12,26,,
08/07/2025,Wexford General Hospital,5,5,10,36,9,4,
08/07/2025,HSE Dublin and South East Total,35,7,42,93,90,4,0
08/07/2025,Bantry General Hospital,,,,,6,,
08/07/2025,Cork University Hospital,16,4,20,23,14,,
08/07/2025,Mallow General Hospital,,,,,3,,
08/07/2025,Mercy University Hospital,9,2,11,16,16,,
08/07/2025,South Infirmary Victoria University Hospital,,,,,1,,
08/07/2025,UH Kerry,8,7,15,8,20,,
08/07/2025,HSE South West Total,33,13,46,47,60,0,0
08/07/2025,Ennis Hospital,,,,,4,,
08/07/2025,Nenagh Hospital,,,,,2,,
08/07/2025,St. John's Hospital Limerick,,,,,5,,
08/07/2025,UH Limerick,9,38,47,3,4,12,
08/07/2025,HSE Mid West Total,9,38,47,3,15,12,0
08/07/2025,Galway University Hospital,8,7,15,22,51,2,
08/07/2025,Letterkenny University Hospital,17,10,27,17,36,3,
08/07/2025,Mayo University Hospital,6,9,15,14,13,6,
08/07/2025,Portiuncula University Hospital,0,0,0,0,6,,
08/07/2025,Roscommon University Hospital,,,,,4,,
08/07/2025,Sligo University Hospital,12,5,17,13,24,,
08/07/2025,HSE West and North West Total,43,31,74,66,134,11,0
08/07/2025,National Total,201,92,293,307,416,33,1
09/07/2025,Beaumont Hospital,0,0,0,0,11,,
09/07/2025,Cavan General Hospital,14,0,14,5,2,,
09/07/2025,Connolly Hospital,1,0,1,4,6,,
09/07/2025,Louth County Hospital,,,,,0,,
09/07/2025,Mater Misericordiae University Hospital,11,0,11,11,13,,
09/07/2025,National Orthopaedic Hospital Cappagh,,,,,1,,
09/07/2025,Our Lady of Lourdes Hospital,7,0,7,32,7,,
09/07/2025,Our Lady's Hospital Navan,0,0,0,0,0,,
09/07/2025,HSE Dublin and North East Total,33,0,33,52,40,0,0
09/07/2025,CHI at Crumlin,1,0,1,0,7,,
09/07/2025,CHI at Tallaght,1,0,1,0,1,1,
09/07/2025,CHI at Temple Street,0,0,0,0,5,,
09/07/2025,MRH Mullingar,3,0,3,0,1,,
09/07/2025,MRH Portlaoise,6,0,6,0,6,,
